ORF,ranks,weighted_rank
YDL166C,507,0.343955395
YDL167C,452,0.406811679
YDL168W,381,0.338650987
YDL169C,182,0.296527297
YDL170W,124,0.362459233
YDL171C,568,0.354456569
YDL172C,28,0.437973688
YDL173W,57,0.316685106
YDL174C,294,0.419988015
YDL175C,307,0.301891468
YDL176W,35,0.405405405
YDL177C,125,0.210658659
YDL178W,237,0.315665877
YDL179W,116,0.410721066
YDL180W,22,0.382791883
YDL181W,139,0.454648893
YDL182W,381,0.312236121
YDL183C,67,0.36414026
YDL184C,213,0.72183921
YDL185C-A,1,0.790790791
YDL185W,654,0.314825529
YDL186W,9,0.293515738
YDL188C,548,0.323062113
YDL189W,148,0.318088359
YDL190C,446,0.377617528
YDL191W,634,0.586461856
YDL192W,920,0.326577665
YDL193W,334,0.257607907
YDL194W,570,0.261206821
YDL195W,436,0.387332286
YDL196W,40,0.288163163
YDL197C,96,0.353916416
YDL198C,228,0.316461198
YDL199C,406,0.227542814
YDL200C,435,0.248006627
YDL201W,743,0.356632541
YDL202W,715,0.416060816
YDL203C,204,0.329324422
YDL204W,426,0.358008243
YDL205C,575,0.295573835
YDL206W,101,0.211478806
YDL207W,210,0.457595691
YDL208W,970,0.510141069
YDL209C,518,0.353705056
YDL210W,222,0.324599374
YDL211C,51,0.437398182
YDL212W,192,0.354693235
YDL213C,521,0.490217665
YDL214C,258,0.274476026
YDL215C,583,0.338242187
YDL216C,679,0.319916382
YDL217C,260,0.443250943
YDL218W,84,0.375983126
YDL219W,353,0.257892453
YDL220C,281,0.446417948
YDL221W,1,0.633633634
YDL222C,259,0.353477029
YDL223C,217,0.36369088
YDL224C,512,0.236607701
YDL225W,298,0.321284372
YDL226C,341,0.37730399
YDL227C,212,0.286253234
YDL228C,37,0.417660904
YDL229W,1000,0.292555556
YDL230W,277,0.345421234
YDL231C,20,0.292842843
YDL232W,74,0.436247058
YDL233W,73,0.319566141
YDL234C,343,0.308851125
YDL235C,152,0.373781676
YDL236W,424,0.271842597
YDL237W,67,0.344643151
YDL238C,402,0.274655252
YDL239C,104,0.35471048
YDL240W,617,0.316989599
YDL241W,29,0.302302302
YDL242W,38,0.466729888
YDL243C,110,0.362289562
YDL244W,185,0.311192273
YDL245C,351,0.21649855
YDL246C,287,0.303114962
YDL247W,315,0.228580962
YDL248W,72,0.395492715
YDR001C,503,0.349950348
YDR002W,501,0.287906669
YDR003W,88,0.288470288
YDR003W-A,2,0.197697698
YDR004W,828,0.311094911
YDR005C,289,0.336620357
YDR006C,107,0.31559597
YDR007W,750,0.306894895
YDR008C,10,0.635535536
YDR009W,377,0.283830249
YDR011W,260,0.306949257
YDR012W,809,0.488776787
YDR013W,336,0.418102626
YDR014W,138,0.417497207
YDR014W-A,31,0.482417902
YDR015C,6,0.842175509
YDR016C,124,0.579450418
YDR017C,649,0.335321454
YDR018C,359,0.262156307
YDR019C,513,0.333633829
YDR020C,458,0.268259526
YDR021W,894,0.466191023
YDR022C,100,0.48014014
YDR023W,824,0.313923146
YDR025W,715,0.568917169
YDR026C,941,0.257912535
YDR027C,220,0.405173355
YDR028C,222,0.437261586
YDR029W,19,0.294663084
YDR030C,198,0.497967665
YDR031W,65,0.505674906
YDR032C,345,0.266469368
YDR033W,110,0.325944126
YDR034C,155,0.341360716
YDR034C-A,9,0.502280058
YDR034C-C,14,0.210710711
YDR034C-D,14,0.210782211
YDR034W-B,99,0.314941204
YDR035W,285,0.321988655
YDR036C,525,0.368103341
YDR037W,876,0.32190181
YDR038C,271,0.279294054
YDR039C,242,0.284975058
YDR040C,364,0.334774335
YDR041W,655,0.515691264
YDR042C,44,0.313381563
YDR043C,541,0.298002254
YDR044W,501,0.310082538
YDR045C,502,0.360816992
YDR046C,154,0.281983282
YDR047W,950,0.321269691
YDR048C,45,0.375909243
YDR049W,249,0.393763241
YDR050C,1310,0.361686878
YDR051C,85,0.554684096
YDR052C,332,0.431368115
YDR053W,51,0.544721192
YDR054C,882,0.330817212
YDR055W,188,0.296274998
YDR056C,99,0.433534545
YDR057W,274,0.421001293
YDR058C,202,0.348571344
YDR059C,680,0.347207502
YDR060W,554,0.553286138
YDR061W,251,0.29166218
YDR062W,443,0.331166381
YDR063W,119,0.419528772
YDR064W,982,0.518917084
YDR065W,135,0.421673525
YDR066C,151,0.386777506
YDR067C,111,0.385809233
YDR068W,104,0.367463617
YDR069C,400,0.389034034
YDR070C,260,0.422872873
YDR071C,249,0.288879241
YDR072C,203,0.354014113
YDR073W,150,0.346112779
YDR074W,422,0.354228636
YDR075W,700,0.317350207
YDR076W,261,0.39319396
YDR077W,184,0.333208208
YDR078C,146,0.444314177
YDR079C-A,157,0.533367763
YDR079W,159,0.360278518
YDR080W,265,0.391312067
YDR081C,222,0.322263705
YDR082W,145,0.457975217
YDR083W,597,0.531990952
YDR084C,110,0.418527619
YDR085C,201,0.311410913
YDR086C,545,0.501339872
YDR087C,643,0.517797736
YDR088C,285,0.44735964
YDR089W,73,0.393461955
YDR090C,109,0.395028056
YDR091C,881,0.510987719
YDR092W,719,0.354220702
YDR093W,285,0.276206031
YDR094W,43,0.316665503
YDR095C,31,0.267590171
YDR096W,750,0.30102636
YDR097C,488,0.418141502
YDR098C,364,0.334991585
YDR098C-A,14,0.210710711
YDR098C-B,23,0.393785089
YDR099W,834,0.321160489
YDR100W,67,0.374942106
YDR101C,1093,0.47817076
YDR102C,29,0.404542474
YDR103W,151,0.44859429
YDR104C,58,0.417244831
YDR105C,101,0.329150933
YDR106W,19,0.429534798
YDR107C,90,0.281670559
YDR108W,336,0.333911292
YDR109C,379,0.289754134
YDR110W,264,0.37295629
YDR111C,547,0.323799119
YDR112W,4,0.767767768
YDR113C,298,0.425331372
YDR114C,60,0.394477811
YDR115W,214,0.526325391
YDR116C,702,0.424146369
YDR117C,239,0.376845465
YDR118W,246,0.396587645
YDR119W,481,0.276942223
YDR119W-A,98,0.415272415
YDR120C,626,0.44286459
YDR121W,294,0.371054728
YDR122W,382,0.247897112
YDR123C,268,0.357611343
YDR124W,52,0.415453915
YDR125C,108,0.307427798
YDR126W,138,0.330678505
YDR127W,701,0.300096102
YDR128W,403,0.271161981
YDR129C,607,0.316402069
YDR130C,248,0.489497562
YDR131C,66,0.553947887
YDR132C,107,0.385946694
YDR133C,19,0.4258469
YDR135C,343,0.389695818
YDR136C,9,0.610833055
YDR137W,231,0.313209313
YDR138W,221,0.456383986
YDR139C,994,0.397040904
YDR140W,425,0.277757758
YDR141C,218,0.31900708
YDR142C,235,0.401380104
YDR143C,361,0.338016687
YDR144C,263,0.26111663
YDR145W,290,0.433775154
YDR146C,526,0.364691688
YDR147W,198,0.319738931
YDR148C,625,0.323358559
YDR149C,32,0.3691504
YDR150W,208,0.379778817
YDR151C,221,0.259028259
YDR152W,257,0.316417585
YDR153C,211,0.367324671
YDR154C,34,0.300624154
YDR155C,791,0.373038019
YDR156W,140,0.390898041
YDR157W,33,0.468104468
YDR158W,681,0.30901092
YDR159W,373,0.356173868
YDR160W,154,0.375609376
YDR161W,296,0.447335849
YDR162C,192,0.329282407
YDR163W,252,0.441373914
YDR164C,367,0.403687066
YDR165W,490,0.416980246
YDR166C,244,0.387670457
YDR167W,347,0.421043522
YDR168W,327,0.338469968
YDR169C,185,0.325585045
YDR169C-A,40,0.323098098
YDR170C,555,0.354581609
YDR170W-A,39,0.27291394
YDR171W,708,0.333891801
YDR172W,939,0.448426062
YDR173C,486,0.360065827
YDR174W,486,0.365439514
YDR175C,296,0.486601466
YDR176W,310,0.396293067
YDR177W,585,0.329240351
YDR178W,347,0.362950847
YDR179C,79,0.402313706
YDR179W-A,39,0.395395395
YDR180W,311,0.344022479
YDR181C,69,0.539408974
YDR182W,266,0.310837153
YDR182W-A,100,0.245955956
YDR183W,340,0.248480834
YDR184C,337,0.404888568
YDR185C,83,0.373735181
YDR186C,37,0.499012526
YDR187C,25,0.500940941
YDR188W,771,0.3241893
YDR189W,300,0.396289623
YDR190C,937,0.346793966
YDR191W,373,0.281216874
YDR192C,209,0.398953978
YDR193W,26,0.434703935
YDR194C,677,0.347171396
YDR194W-A,2,0.417917918
YDR195W,125,0.468868869
YDR196C,607,0.280521048
YDR197W,126,0.387514499
YDR198C,95,0.422875507
YDR199W,26,0.42950643
YDR200C,257,0.275442758
YDR201W,218,0.43203295
YDR202C,91,0.326678327
YDR203W,26,0.386270886
YDR204W,221,0.322720911
YDR205W,246,0.29321598
YDR206W,179,0.385922235
YDR207C,488,0.380686014
YDR208W,505,0.336185691
YDR209C,12,0.318318318
YDR210C-C,14,0.210710711
YDR210C-D,16,0.21509009
YDR210W,69,0.332288811
YDR210W-A,14,0.210710711
YDR210W-B,44,0.30990081
YDR211W,428,0.274908086
YDR212W,930,0.334267601
YDR213W,255,0.358083574
YDR214W,255,0.349820409
YDR215C,6,0.721221221
YDR216W,593,0.309194523
YDR217C,652,0.406596781
YDR218C,142,0.294096914
YDR219C,63,0.51225829
YDR220C,44,0.32971608
YDR221W,170,0.323558853
YDR222W,75,0.338658659
YDR223W,22,0.42005642
YDR224C,799,0.438427163
YDR225W,745,0.415017702
YDR226W,817,0.344095626
YDR227W,243,0.46197638
YDR228C,240,0.422947948
YDR229W,115,0.336031684
YDR230W,1,0.92992993
YDR231C,270,0.36494272
YDR232W,355,0.318859705
YDR233C,352,0.304773524
YDR234W,574,0.322386847
YDR235W,191,0.425367776
YDR236C,628,0.265454945
YDR237W,723,0.494412808
YDR238C,497,0.369880947
YDR239C,21,0.39024739
YDR240C,95,0.6002002
YDR241W,28,0.459209209
YDR242W,305,0.29082197
YDR243C,537,0.359860792
YDR244W,258,0.438977737
YDR245W,257,0.340406554
YDR246W,134,0.401266939
YDR246W-A,1,0.551551552
YDR247W,373,0.263523577
YDR248C,174,0.333131983
YDR249C,30,0.423990657
YDR250C,50,0.432872873
YDR251W,97,0.30749306
YDR252W,355,0.429051587
YDR253C,362,0.293619586
YDR254W,169,0.545184237
YDR255C,144,0.330038372
YDR256C,825,0.348897989
YDR257C,166,0.352068936
YDR258C,819,0.308220308
YDR259C,176,0.369392119
YDR260C,187,0.401904578
YDR261C,160,0.30254004
YDR261C-C,32,0.26732983
YDR261C-D,15,0.219419419
YDR261W-A,16,0.285472973
YDR261W-B,23,0.427209819
YDR262W,35,0.382296582
YDR263C,473,0.35267826
YDR264C,260,0.332782783
YDR265W,258,0.407314291
YDR266C,185,0.338489841
YDR267C,205,0.464874631
YDR268W,547,0.288934272
YDR270W,425,0.311304245
YDR271C,1,0.82982983
YDR272W,448,0.259145306
YDR273W,65,0.458396858
YDR274C,6,0.624624625
YDR275W,95,0.407049154
YDR276C,135,0.348956364
YDR277C,82,0.381381381
YDR278C,2,0.416416416
YDR279W,64,0.380927803
YDR280W,444,0.39098558
YDR281C,108,0.355605606
YDR282C,51,0.304422069
YDR283C,965,0.314900393
YDR284C,243,0.365830851
YDR285W,171,0.422000948
YDR286C,47,0.429088663
YDR287W,332,0.251368839
YDR288W,213,0.288029814
YDR289C,276,0.328603966
YDR290W,2,0.561561562
YDR291W,155,0.323497691
YDR292C,785,0.293937249
YDR293C,614,0.29415735
YDR294C,319,0.295122709
YDR295C,172,0.380921619
YDR296W,188,0.555528933
YDR297W,203,0.333801782
YDR298C,664,0.377166323
YDR299W,500,0.566818819
YDR300C,429,0.27034727
YDR301W,321,0.34024367
YDR302W,80,0.384997497
YDR303C,163,0.363602867
YDR304C,456,0.285777005
YDR305C,365,0.234053231
YDR306C,56,0.592002717
YDR307W,123,0.330143151
YDR308C,227,0.468424372
YDR309C,215,0.399636846
YDR310C,320,0.328356481
YDR311W,266,0.607426976
YDR312W,384,0.495508529
YDR313C,165,0.331112931
YDR314C,162,0.381925135
YDR315C,80,0.352727728
YDR316W,435,0.285184035
YDR316W-A,76,0.285324798
YDR316W-B,16,0.223348348
YDR317W,31,0.423681746
YDR318W,171,0.540634201
YDR319C,89,0.331308837
YDR320C,1097,0.326786221
YDR320C-A,170,0.494553377
YDR320W-B,1,0.970970971
YDR321W,274,0.276725631
YDR322C-A,220,0.414227864
YDR322W,364,0.410501161
YDR323C,244,0.37566665
YDR324C,555,0.568839109
YDR325W,349,0.416921219
YDR326C,122,0.310170827
YDR327W,29,0.252114183
YDR328C,659,0.422344955
YDR329C,223,0.43017008
YDR330W,177,0.338655039
YDR331W,202,0.333397754
YDR332W,250,0.314702703
YDR333C,165,0.325288925
YDR334W,662,0.323547112
YDR335W,627,0.321867322
YDR336W,364,0.217871718
YDR337W,789,0.462349549
YDR338C,239,0.220186714
YDR339C,495,0.457738547
YDR340W,3,0.301634968
YDR341C,741,0.297006858
YDR342C,519,0.252254181
YDR343C,518,0.244464542
YDR344C,2,0.373873874
YDR345C,471,0.239379507
YDR346C,115,0.359707534
YDR347W,664,0.341137825
YDR348C,70,0.325025025
YDR349C,119,0.303219186
YDR350C,73,0.463600587
YDR351W,73,0.380682052
YDR352W,62,0.347524944
YDR353W,649,0.292659377
YDR354C-A,1,0.802802803
YDR354W,406,0.327204051
YDR355C,22,0.388706889
YDR356W,296,0.351919487
YDR357C,79,0.396611802
YDR358W,511,0.391307158
YDR359C,264,0.353872812
YDR360W,39,0.364775031
YDR361C,595,0.430178077
YDR362C,107,0.375235048
YDR363W,465,0.393296522
YDR363W-A,304,0.414388072
YDR364C,407,0.429542565
YDR365C,464,0.504066567
YDR365W-A,14,0.210710711
YDR365W-B,17,0.21874816
YDR366C,26,0.371833372
YDR367W,83,0.423857593
YDR368W,247,0.271952114
YDR369C,118,0.4205307
YDR370C,32,0.353290791
YDR371C-A,1,0.970970971
YDR371W,202,0.365692425
YDR372C,294,0.320987654
YDR373W,431,0.274127956
YDR374C,256,0.318681963
YDR374W-A,47,0.351692118
YDR375C,490,0.342636514
YDR376W,348,0.319362466
YDR377W,153,0.470823765
YDR378C,486,0.370088195
YDR379C-A,147,0.311202359
YDR379W,427,0.352729779
YDR380W,229,0.332327961
YDR381C-A,31,0.331395912
YDR381W,553,0.386397247
YDR382W,528,0.510863136
YDR383C,64,0.433230105
YDR384C,148,0.285718151
YDR385W,1041,0.424015754
YDR386W,379,0.439545086
YDR387C,318,0.229455871
YDR388W,565,0.353984073
YDR389W,310,0.300461752
YDR390C,608,0.294588997
YDR391C,68,0.264558676
YDR392W,320,0.366250626
YDR393W,121,0.319435138
YDR394W,551,0.383926576
YDR395W,602,0.289478848
YDR396W,44,0.336836837
YDR397C,218,0.318313727
YDR398W,559,0.559038466
YDR399W,322,0.314227271
YDR400W,169,0.385148462
YDR402C,323,0.305010893
YDR403W,140,0.362755613
YDR404C,424,0.525518443
YDR405W,317,0.46246562
YDR406W,207,0.315605461
YDR407C,289,0.341022684
YDR408C,658,0.303333729
YDR409W,393,0.39844934
YDR410C,256,0.288472066
YDR411C,193,0.354546256
YDR412W,396,0.426532593
YDR413C,21,0.251823252
YDR414C,200,0.30963964
YDR415C,68,0.3554584
YDR416W,417,0.487645919
YDR417C,145,0.305063684
YDR418W,740,0.55271623
YDR419W,460,0.33853201
YDR420W,128,0.34327296
YDR421W,110,0.325707526
YDR422C,175,0.333396253
YDR423C,225,0.303063063
YDR424C,293,0.364159381
YDR425W,233,0.298792355
YDR426C,1,0.901901902
YDR427W,215,0.509593314
YDR428C,53,0.537329783
YDR429C,668,0.454033375
YDR430C,248,0.339985146
YDR431W,20,0.443243243
YDR432W,689,0.357637754
YDR433W,40,0.368293293
YDR434W,157,0.321499844
YDR435C,189,0.31578139
YDR436W,557,0.26708396
YDR437W,116,0.360256809
YDR438W,103,0.311466807
YDR439W,142,0.339170156
YDR440W,296,0.405080756
YDR441C,471,0.283570194
YDR443C,272,0.383423865
YDR444W,28,0.301122551
YDR445C,2,0.944944945
YDR446W,117,0.375614931
YDR447C,511,0.570774297
YDR448W,507,0.368593446
YDR449C,598,0.553091553
YDR450W,615,0.577077891
YDR451C,353,0.290244919
YDR452W,199,0.350204476
YDR453C,706,0.27711706
YDR454C,1029,0.297020052
YDR455C,54,0.369925481
YDR456W,417,0.288473125
YDR457W,733,0.321666824
YDR458C,97,0.401865783
YDR459C,84,0.339112922
YDR460W,314,0.546301078
YDR461C-A,65,0.250573651
YDR461W,120,0.366082749
YDR462W,394,0.446893594
YDR463W,162,0.347044575
YDR464W,28,0.384741885
YDR465C,440,0.443743744
YDR466W,147,0.308887118
YDR468C,338,0.369706985
YDR469W,200,0.329164164
YDR470C,122,0.440981966
YDR471W,661,0.549267876
YDR472W,187,0.400196988
YDR473C,355,0.43559052
YDR475C,94,0.372212638
YDR476C,64,0.425362863
YDR477W,892,0.376294456
YDR478W,90,0.525225225
YDR479C,143,0.317940318
YDR480W,150,0.354688021
YDR481C,527,0.342439213
YDR482C,336,0.400162067
YDR483W,170,0.384778897
YDR484W,316,0.353914041
YDR485C,370,0.319595271
YDR486C,194,0.344313386
YDR487C,308,0.291229541
YDR488C,97,0.386355428
YDR489W,211,0.462415022
YDR490C,264,0.367166409
YDR492W,116,0.294630838
YDR493W,109,0.381408932
YDR494W,150,0.653753754
YDR495C,337,0.322637177
YDR496C,814,0.509318901
YDR497C,1212,0.280344701
YDR498C,151,0.449946635
YDR499W,243,0.384648023
YDR500C,526,0.596819253
YDR501W,137,0.322373468
YDR502C,720,0.287313703
YDR503C,212,0.351049162
YDR504C,4,0.225725726
YDR505C,163,0.269005202
YDR506C,149,0.264150056
YDR507C,270,0.328005784
YDR508C,207,0.274167888
YDR509W,12,0.437604271
YDR510C-A,59,0.372796525
YDR510W,1062,0.337728501
YDR511W,98,0.395058324
YDR512C,117,0.337363004
YDR513W,388,0.30414951
YDR514C,29,0.355735045
YDR515W,265,0.263512569
YDR516C,438,0.335504454
YDR517W,260,0.345580196
YDR518W,655,0.29584852
YDR519W,473,0.297942763
YDR520C,67,0.331973765
YDR522C,82,0.346895676
YDR523C,260,0.31044891
YDR524C,338,0.30909904
YDR524C-A,3,0.740407074
YDR524C-B,70,0.356756757
YDR524W-C,49,0.3428122
YDR525W,119,0.40034993
YDR525W-A,81,0.347767521
YDR527W,257,0.289421717
YDR528W,59,0.362515057
YDR529C,355,0.422865119
YDR530C,56,0.402170027
YDR531W,200,0.322967968
YDR532C,100,0.622762763
YDR533C,658,0.268411268
YDR534C,102,0.356326915
YDR535C,33,0.394879728
YDR536W,480,0.239049466
YDR537C,1,0.924924925
YDR538W,241,0.242910961
YDR539W,186,0.257849247
YDR540C,42,0.448591449
YDR541C,142,0.249806144
YDR542W,73,0.549343864
YDR543C,48,0.539268435
YDR544C,27,0.587735884
YDR545C-A,7,0.761904762
YDR545W,113,0.422218679
YEL001C,44,0.394326144
YEL002C,407,0.384804952
YEL003W,500,0.259847848
YEL004W,82,0.360152836
YEL005C,98,0.363506364
YEL006W,94,0.266607033
YEL007W,176,0.289408727
YEL008W,13,0.58027258
YEL009C,828,0.386820395
YEL009C-A,2,0.686686687
YEL010W,2,0.73973974
YEL011W,655,0.368265976
YEL012W,398,0.342850388
YEL013W,330,0.360842661
YEL014C,1,0.551551552
YEL015W,441,0.300134602
YEL016C,92,0.278093311
YEL017C-A,71,0.365294872
YEL017W,48,0.373561061
YEL018C-A,1,0.955955956
YEL018W,143,0.393435393
YEL019C,289,0.40274877
YEL020C,370,0.313389065
YEL020C-B,4,0.332082082
YEL020W-A,467,0.368156165
YEL021W,1910,0.321864273
YEL022W,341,0.357835842
YEL023C,82,0.327559267
YEL024W,680,0.387325561
YEL025C,14,0.417274417
YEL026W,946,0.536628595
YEL027W,578,0.342806474
YEL028W,1,0.551551552
YEL029C,173,0.397414756
YEL030W,632,0.299847316
YEL031W,558,0.292685158
YEL032W,536,0.449415834
YEL033W,74,0.399954008
YEL034C-A,1,0.901901902
YEL034W,881,0.406041683
YEL035C,33,0.3998544
YEL036C,227,0.360911572
YEL037C,952,0.363759768
YEL038W,130,0.357149457
YEL039C,716,0.35265433
YEL040W,213,0.301963936
YEL041W,238,0.268486974
YEL042W,296,0.267027162
YEL043W,111,0.299975651
YEL044W,148,0.400961773
YEL045C,19,0.299404668
YEL046C,390,0.29000539
YEL047C,376,0.287952846
YEL048C,56,0.452899328
YEL049W,91,0.448646449
YEL050C,800,0.444630881
YEL051W,428,0.36159524
YEL052W,141,0.267877807
YEL053C,116,0.40674295
YEL053W-A,2,0.875875876
YEL054C,708,0.502981795
YEL055C,510,0.402539795
YEL056W,517,0.343823514
YEL057C,87,0.36445641
YEL058W,588,0.275244632
YEL059C-A,73,0.404116445
YEL059W,59,0.347228585
YEL060C,611,0.284235135
YEL061C,621,0.445413207
YEL062W,185,0.347260774
YEL063C,482,0.342180355
YEL064C,90,0.278656434
YEL065W,480,0.257924591
YEL066W,135,0.264649835
YEL067C,16,0.338588589
YEL068C,72,0.404042932
YEL069C,433,0.236432738
YEL070W,167,0.307433182
YEL071W,263,0.317039473
YEL072W,81,0.316551119
YEL073C,49,0.463402178
YEL074W,73,0.402347553
YEL075C,39,0.633402633
YEL075W-A,27,0.608868127
YEL076C,155,0.49497885
YEL076C-A,59,0.560187306
YEL077C,80,0.514414414
YER001W,201,0.33413015
YER002W,422,0.539413821
YER003C,445,0.31682244
YER004W,213,0.279128894
YER005W,280,0.435539111
YER006C-A,1,0.783783784
YER006W,736,0.523535764
YER007C-A,406,0.40563963
YER007W,204,0.337543426
YER008C,181,0.407634153
YER009W,478,0.309018223
YER010C,133,0.233850392
YER011W,163,0.324760343
YER012W,597,0.361691675
YER013W,499,0.362930064
YER014C-A,89,0.350440328
YER014W,341,0.292668035
YER015W,446,0.313741993
YER016W,490,0.340906212
YER017C,581,0.303966617
YER018C,274,0.471679709
YER019C-A,392,0.534521767
YER019W,252,0.353440742
YER020W,448,0.340219684
YER021W,330,0.434901568
YER022W,191,0.490857349
YER023C-A,1,0.78978979
YER023W,766,0.294099583
YER024W,192,0.331586795
YER025W,892,0.414839728
YER026C,391,0.351494717
YER027C,213,0.345960984
YER028C,317,0.234856307
YER029C,474,0.446452782
YER030W,79,0.423043296
YER031C,597,0.358626633
YER032W,111,0.353344335
YER033C,36,0.386136136
YER034W,20,0.491841842
YER035W,162,0.320165845
YER036C,548,0.379463405
YER037W,304,0.281926664
YER038C,250,0.399527528
YER038W-A,1,0.924924925
YER039C,285,0.333199867
YER039C-A,120,0.347872873
YER040W,661,0.351218086
YER041W,466,0.307812104
YER042W,563,0.283526866
YER043C,899,0.313993638
YER044C,200,0.383118118
YER044C-A,75,0.419419419
YER045C,267,0.265224026
YER046W,47,0.452324665
YER046W-A,1,0.941941942
YER047C,349,0.270078101
YER048C,205,0.324973754
YER048W-A,214,0.365131487
YER049W,384,0.325278403
YER050C,383,0.486815798
YER051W,234,0.457996458
YER052C,538,0.322076724
YER053C,613,0.332962653
YER053C-A,55,0.360742561
YER054C,305,0.359241208
YER055C,666,0.295514734
YER056C,796,0.521935252
YER056C-A,532,0.635863307
YER057C,220,0.266348166
YER058W,95,0.41737527
YER059W,102,0.422000432
YER060W,210,0.32650746
YER060W-A,76,0.330764976
YER061C,636,0.293068225
YER062C,284,0.31309831
YER063W,85,0.376976977
YER064C,72,0.332485263
YER065C,458,0.359829262
YER066C-A,3,0.479145812
YER066W,195,0.264731398
YER067C-A,6,0.332665999
YER067W,227,0.391836771
YER068C-A,1,0.873873874
YER068W,372,0.356254104
YER069W,976,0.366636103
YER070W,695,0.349582676
YER071C,60,0.356389723
YER072W,235,0.320384214
YER073W,548,0.328671737
YER074W,636,0.557702356
YER074W-A,96,0.360641892
YER075C,286,0.34014434
YER076C,13,0.298837299
YER076W-A,1,0.955955956
YER077C,100,0.387737738
YER078C,544,0.298491506
YER078W-A,7,0.524238524
YER079C-A,1,0.970970971
YER079W,159,0.303359964
YER080W,40,0.446996997
YER081W,699,0.291884159
YER082C,608,0.547656209
YER083C,250,0.28006006
YER084W,80,0.414301802
YER084W-A,1,0.955955956
YER085C,7,0.357071357
YER086W,446,0.351052847
YER087C-A,9,0.608052497
YER087C-B,399,0.517522535
YER087W,559,0.282552678
YER088C,238,0.388367359
YER088C-A,2,0.776276276
YER088W-B,2,0.911911912
YER089C,386,0.322267864
YER090W,395,0.300835012
YER091C,516,0.340441216
YER092W,74,0.514852691
YER093C,389,0.349158928
YER093C-A,82,0.387594912
YER094C,444,0.366954793
YER095W,1152,0.378830219
YER096W,159,0.274400186
YER098W,184,0.313737651
YER099C,520,0.2746843
YER100W,262,0.393076282
YER101C,184,0.261288462
YER102W,854,0.524962902
YER103W,867,0.303127811
YER104W,38,0.324034561
YER105C,274,0.356681499
YER106W,153,0.552356278
YER107C,510,0.330420617
YER107W-A,1,0.787787788
YER109C,118,0.371549516
YER110C,803,0.383433246
YER111C,867,0.328646986
YER112W,421,0.430140354
YER113C,101,0.277703446
YER114C,206,0.345194709
YER115C,89,0.354421838
YER116C,367,0.47076777
YER117W,601,0.568397016
YER118C,254,0.412849858
YER119C,95,0.305305305
YER119C-A,1,0.636636637
YER120W,555,0.346757568
YER121W,106,0.364439912
YER122C,419,0.348854821
YER123W,305,0.29830158
YER124C,118,0.349230587
YER125W,1018,0.375818844
YER126C,759,0.583236728
YER127W,542,0.555367175
YER128W,63,0.362950252
YER129W,249,0.323857995
YER130C,298,0.247902265
YER131W,547,0.546896073
YER132C,184,0.265085738
YER133W,1092,0.381594965
YER133W-A,1,0.970970971
YER134C,49,0.459439031
YER135C,40,0.456181181
YER136W,353,0.355593554
YER137C,72,0.331067178
YER137C-A,14,0.210710711
YER137W-A,1,0.955955956
YER138C,45,0.283372261
YER138W-A,19,0.580685949
YER139C,178,0.397701072
YER140W,120,0.330563897
YER141W,387,0.374899447
YER142C,249,0.299218898
YER143W,297,0.384832644
YER144C,206,0.38006939
YER145C,359,0.344500489
YER145C-A,12,0.25283617
YER146W,454,0.385255299
YER147C,93,0.358907294
YER147C-A,1,0.558558559
YER148W,786,0.442716253
YER148W-A,1,0.941941942
YER149C,160,0.367304805
YER150W,244,0.372040073
YER151C,463,0.363181756
YER152C,130,0.306891507
YER152W-A,1,0.924924925
YER153C,126,0.366874811
YER154W,709,0.348132335
YER155C,364,0.321667822
YER156C,415,0.242645055
YER157W,215,0.430630631
YER158C,40,0.361511512
YER159C,201,0.328099244
YER159C-A,14,0.210710711
YER160C,25,0.245965966
YER161C,187,0.343969638
YER162C,277,0.455072401
YER163C,106,0.297486165
YER164W,749,0.337150234
YER165C-A,1,0.788788789
YER165W,979,0.417725182
YER166W,293,0.296675515
YER167W,155,0.364273951
YER168C,559,0.258793677
YER169W,617,0.284165851
YER170W,632,0.338745391
YER171W,602,0.445553527
YER172C,552,0.39428015
YER172C-A,1,0.78978979
YER173W,500,0.37026026
YER174C,296,0.328801775
YER175C,309,0.268961518
YER175W-A,2,0.373873874
YER176W,393,0.307286931
YER177W,941,0.321079847
YER178W,728,0.33494621
YER179W,844,0.3037872
YER180C,24,0.412495829
YER180C-A,6,0.446946947
YER181C,1,0.192192192
YER182W,140,0.361504362
YER183C,403,0.244197051
YER184C,71,0.340001974
YER185W,64,0.345986612
YER186C,26,0.373912374
YER187W,30,0.442642643
YER188C-A,14,0.564350064
YER188W,43,0.332960868
YER189W,75,0.543703704
YER190W,132,0.409045409
YFL001W,569,0.280436852
YFL002C,782,0.423226295
YFL002W-A,30,0.252952953
YFL002W-B,41,0.27168632
YFL003C,322,0.343520539
YFL004W,151,0.384715842
YFL005W,513,0.449867021
YFL007W,284,0.4036889
YFL008W,539,0.331099188
YFL009W,442,0.371797137
YFL010C,139,0.362823255
YFL010W-A,60,0.425108442
YFL011W,321,0.210051173
YFL012W,34,0.47827239
YFL012W-A,1,0.970970971
YFL013C,117,0.437001104
YFL014W,425,0.352069717
YFL015C,2,0.759259259
YFL015W-A,2,0.759259259
YFL016C,450,0.322153264
YFL017C,268,0.304012968
