ORF,ranks,weighted_rank
YFL017W-A,561,0.457079183
YFL018C,748,0.331277802
YFL020C,112,0.454275704
YFL021C-A,1,0.970970971
YFL021W,389,0.297235539
YFL022C,690,0.302512658
YFL023W,401,0.33316858
YFL024C,240,0.356051885
YFL025C,185,0.332321511
YFL026W,361,0.378065046
YFL027C,149,0.341583194
YFL028C,105,0.4004004
YFL029C,641,0.325315956
YFL030W,621,0.335728643
YFL031C-A,1,0.587587588
YFL031W,443,0.350027228
YFL032W,1,0.811811812
YFL033C,427,0.309234293
YFL034C-A,528,0.528172112
YFL034C-B,148,0.328098369
YFL034W,98,0.32329268
YFL036W,444,0.315378442
YFL037W,950,0.3114367
YFL038C,617,0.450531569
YFL039C,2196,0.409003266
YFL040W,335,0.240673509
YFL041W,217,0.323687743
YFL041W-A,5,0.255855856
YFL042C,89,0.307239824
YFL044C,181,0.367190395
YFL045C,814,0.264473319
YFL046W,63,0.349238127
YFL047W,67,0.395021888
YFL048C,136,0.387122417
YFL049W,76,0.483114694
YFL050C,101,0.286365573
YFL051C,48,0.422756089
YFL052W,117,0.318788874
YFL053W,242,0.298633344
YFL054C,227,0.281488537
YFL055W,167,0.320434207
YFL056C,181,0.31820771
YFL057C,111,0.350332314
YFL058W,194,0.310692135
YFL059W,156,0.324022741
YFL060C,130,0.289081389
YFL061W,30,0.537137137
YFL062W,53,0.397869568
YFL063W,33,0.555555556
YFL064C,74,0.528095663
YFL065C,103,0.470800898
YFL066C,74,0.614046479
YFL067W,75,0.513713714
YFR001W,353,0.536454301
YFR002W,274,0.3739579
YFR003C,196,0.375022982
YFR004W,891,0.33712388
YFR005C,198,0.385167996
YFR006W,373,0.260673542
YFR007W,157,0.319650861
YFR008W,92,0.375810593
YFR009W,335,0.27809003
YFR009W-A,1,0.87987988
YFR010W,390,0.419391186
YFR010W-A,1,0.903903904
YFR011C,161,0.404441709
YFR012W,48,0.54631715
YFR012W-A,18,0.627516405
YFR013W,91,0.428274428
YFR014C,383,0.287214107
YFR015C,509,0.315555241
YFR016C,193,0.296856442
YFR017C,325,0.371931932
YFR018C,63,0.498879832
YFR019W,598,0.312531595
YFR020W,27,0.430282134
YFR021W,267,0.375574076
YFR022W,129,0.352980888
YFR023W,574,0.266302888
YFR024C-A,240,0.329054054
YFR025C,260,0.266401016
YFR026C,46,0.432998216
YFR027W,340,0.38613908
YFR028C,688,0.395814419
YFR029W,109,0.416196013
YFR030W,552,0.295213692
YFR031C,1344,0.483094702
YFR031C-A,833,0.53736089
YFR032C,508,0.611237221
YFR032C-A,452,0.631210857
YFR032C-B,1,0.551551552
YFR033C,412,0.404214895
YFR034C,287,0.403173208
YFR034W-A,1,0.955955956
YFR035C,32,0.378785035
YFR036W,150,0.41957958
YFR036W-A,30,0.258058058
YFR037C,403,0.336758595
YFR038W,568,0.311706072
YFR039C,88,0.462052962
YFR040W,198,0.28681712
YFR041C,393,0.30754928
YFR042W,121,0.356596266
YFR043C,30,0.403103103
YFR044C,358,0.308948613
YFR045W,57,0.277909488
YFR046C,98,0.462768891
YFR047C,289,0.295461552
YFR048W,40,0.282457457
YFR049W,166,0.407443588
YFR050C,434,0.398225414
YFR051C,441,0.365819334
YFR052C-A,1,0.785785786
YFR052W,371,0.427840239
YFR053C,599,0.383376699
YFR054C,32,0.437437437
YFR055W,246,0.35656795
YFR056C,1,0.810810811
YFR057W,82,0.364010352
YGL001C,347,0.330823619
YGL002W,103,0.45555264
YGL003C,615,0.393888197
YGL004C,327,0.339483214
YGL005C,155,0.295889438
YGL006W,511,0.298088695
YGL006W-A,1,0.198198198
YGL007C-A,1,0.551551552
YGL007W,51,0.342734892
YGL008C,785,0.33469648
YGL009C,465,0.335449428
YGL010W,112,0.37227406
YGL011C,655,0.381028357
YGL012W,252,0.304999444
YGL013C,341,0.374791214
YGL014W,400,0.262605105
YGL015C,6,0.274607941
YGL016W,194,0.33239425
YGL017W,210,0.312007245
YGL018C,270,0.451603455
YGL019W,439,0.451291839
YGL020C,271,0.303225735
YGL021W,209,0.321469795
YGL022W,394,0.418690264
YGL023C,199,0.321542648
YGL024W,46,0.434630282
YGL025C,165,0.408742075
YGL026C,1082,0.37965137
YGL027C,289,0.363990288
YGL028C,106,0.365733658
YGL029W,436,0.567253033
YGL030W,662,0.547747143
YGL031C,613,0.501855853
YGL032C,99,0.368985147
YGL033W,210,0.351642118
YGL034C,15,0.436569903
YGL035C,593,0.33078441
YGL036W,16,0.431368869
YGL037C,680,0.339389389
YGL038C,244,0.39378723
YGL039W,180,0.286986987
YGL040C,532,0.287454748
YGL041C-B,1,0.551551552
YGL041W-A,1,0.551551552
YGL042C,2,0.488488488
YGL043W,526,0.442657486
YGL044C,386,0.325522414
YGL045W,184,0.355834095
YGL047W,145,0.352200476
YGL048C,747,0.371459813
YGL049C,571,0.47737054
YGL050W,84,0.355629439
YGL051W,84,0.395264312
YGL052W,4,0.569069069
YGL053W,79,0.331863509
YGL054C,290,0.31406579
YGL055W,812,0.326330025
YGL056C,525,0.257899805
YGL057C,85,0.380403933
YGL058W,867,0.379146159
YGL059W,339,0.274475065
YGL060W,107,0.632801025
YGL061C,104,0.652739278
YGL062W,449,0.370642357
YGL063W,440,0.278560379
YGL064C,623,0.290277436
YGL065C,314,0.29812934
YGL066W,263,0.342726757
YGL067W,203,0.321745391
YGL068W,632,0.442938191
YGL069C,6,0.854020687
YGL070C,482,0.475346716
YGL071W,624,0.345895575
YGL072C,16,0.593405906
YGL073W,519,0.405438193
YGL074C,5,0.278478478
YGL075C,137,0.388030366
YGL076C,765,0.519947398
YGL077C,200,0.323763764
YGL078C,928,0.445760416
YGL079W,56,0.466502217
YGL080W,102,0.287905553
YGL081W,84,0.357345441
YGL082W,23,0.44483614
YGL083W,133,0.329750803
YGL084C,319,0.295712641
YGL085W,389,0.223243809
YGL086W,296,0.447254687
YGL087C,417,0.415905114
YGL088W,2,0.344844845
YGL089C,76,0.376521258
YGL090W,111,0.388090793
YGL091C,419,0.291425077
YGL092W,299,0.33642338
YGL093W,174,0.50739245
YGL094C,325,0.275798876
YGL095C,325,0.406175406
YGL096W,202,0.293793794
YGL097W,579,0.313802576
YGL098W,133,0.456102719
YGL099W,667,0.50917034
YGL100W,240,0.404942442
YGL101W,117,0.266052377
YGL102C,135,0.333867201
YGL103W,849,0.540850627
YGL104C,250,0.240660661
YGL105W,832,0.299209065
YGL106W,586,0.319937685
YGL107C,78,0.443456277
YGL108C,16,0.405905906
YGL109W,1,0.971971972
YGL110C,75,0.295402069
YGL111W,473,0.558668605
YGL112C,290,0.443219081
YGL113W,133,0.422542844
YGL114W,72,0.30816928
YGL115W,703,0.28903014
YGL116W,697,0.387217921
YGL117W,75,0.408368368
YGL118C,7,0.370799371
YGL119W,306,0.294454585
YGL120C,874,0.474358798
YGL121C,274,0.373187056
YGL122C,470,0.317023406
YGL123C-A,1,0.970970971
YGL123W,874,0.558289411
YGL124C,295,0.360136408
YGL125W,407,0.296911162
YGL126W,157,0.316405578
YGL127C,270,0.42377192
YGL128C,263,0.396141389
YGL129C,366,0.448946214
YGL130W,207,0.425130444
YGL131C,365,0.362924568
YGL132W,8,0.484734735
YGL133W,398,0.281759146
YGL134W,117,0.433818434
YGL135W,714,0.533188651
YGL136C,436,0.32571792
YGL137W,376,0.3847358
YGL138C,58,0.39090815
YGL139W,91,0.315953316
YGL140C,37,0.459378297
YGL141W,391,0.351210546
YGL142C,128,0.447947948
YGL143C,509,0.316654572
YGL144C,159,0.383490409
YGL145W,145,0.405253529
YGL146C,23,0.567611089
YGL147C,757,0.520917218
YGL148W,681,0.303664898
YGL149W,4,0.32032032
YGL150C,564,0.320370015
YGL151W,178,0.371292641
YGL152C,42,0.325706659
YGL153W,163,0.493788267
YGL154C,258,0.272458505
YGL155W,166,0.302778682
YGL156W,381,0.352058095
YGL157W,252,0.296292324
YGL158W,301,0.286116681
YGL159W,150,0.304130797
YGL160W,99,0.334182668
YGL161C,166,0.298207846
YGL162W,101,0.497358745
YGL163C,630,0.360466816
YGL164C,13,0.633787634
YGL165C,33,0.507143507
YGL166W,264,0.303625595
YGL167C,558,0.314102633
YGL168W,100,0.306726727
YGL169W,692,0.265671741
YGL170C,79,0.403479429
YGL171W,565,0.572808206
YGL172W,279,0.37799807
YGL173C,718,0.381140193
YGL174W,302,0.403768006
YGL175C,179,0.410583768
YGL176C,2,0.372372372
YGL177W,6,0.346179513
YGL178W,421,0.299658328
YGL179C,258,0.326524199
YGL180W,543,0.364185548
YGL181W,385,0.302164502
YGL182C,36,0.405016127
YGL183C,181,0.399222427
YGL184C,303,0.339491306
YGL185C,166,0.225496581
YGL186C,56,0.372193622
YGL187C,458,0.421102325
YGL188C,37,0.373914455
YGL188C-A,4,0.281031031
YGL189C,483,0.612471685
YGL190C,470,0.386580197
YGL191W,307,0.421010587
YGL192W,197,0.327931993
YGL193C,16,0.532845345
YGL194C,641,0.316244482
YGL194C-A,2,0.365365365
YGL195W,509,0.306357438
YGL196W,165,0.345830679
YGL197W,144,0.324310422
YGL198W,124,0.344513869
YGL199C,23,0.500935718
YGL200C,348,0.358585597
YGL201C,499,0.458789451
YGL202W,299,0.37359433
YGL203C,300,0.295315315
YGL204C,1,0.196196196
YGL205W,684,0.345509252
YGL206C,706,0.390709406
YGL207W,542,0.433291225
YGL208W,197,0.343907359
YGL209W,441,0.266050631
YGL210W,579,0.351678103
YGL211W,651,0.274464941
YGL212W,354,0.360309462
YGL213C,409,0.437958741
YGL214W,40,0.403003003
YGL215W,105,0.438390772
YGL216W,493,0.345442806
YGL217C,22,0.420738921
YGL218W,29,0.401366884
YGL219C,257,0.380127209
YGL220W,185,0.333198063
YGL221C,336,0.236814195
YGL222C,168,0.331116831
YGL223C,102,0.383265619
YGL224C,263,0.319852172
YGL225W,305,0.291511183
YGL226C-A,92,0.436142664
YGL226W,257,0.362050767
YGL227W,293,0.289507938
YGL228W,47,0.449044789
YGL229C,194,0.28618309
YGL230C,24,0.705288622
YGL231C,134,0.325258094
YGL232W,196,0.367382689
YGL233W,280,0.407418132
YGL234W,821,0.310815078
YGL235W,35,0.446360646
YGL236C,379,0.268574643
YGL237C,320,0.311990115
YGL238W,403,0.32300042
YGL239C,2,0.538538539
YGL240W,290,0.390386939
YGL241W,264,0.302044469
YGL242C,444,0.257487217
YGL243W,187,0.340458105
YGL244W,342,0.349144466
YGL245W,832,0.370517152
YGL246C,219,0.311297599
YGL247W,143,0.342902343
YGL248W,143,0.393974394
YGL249W,120,0.426142809
YGL250W,41,0.342440001
YGL251C,481,0.326738381
YGL252C,323,0.314937228
YGL253W,573,0.369898695
YGL254W,310,0.251993929
YGL255W,291,0.332686639
YGL256W,569,0.307995166
YGL257C,76,0.396501765
YGL258W,168,0.337259879
YGL258W-A,58,0.317938628
YGL259W,168,0.310292435
YGL260W,53,0.414527735
YGL261C,107,0.493933186
YGL262W,19,0.501132712
YGL263W,93,0.40401692
YGR001C,95,0.391022602
YGR002C,257,0.384287011
YGR003W,486,0.30779545
YGR004W,97,0.360515154
YGR005C,276,0.542651347
YGR006W,206,0.506773764
YGR007W,348,0.267790779
YGR008C,296,0.441742418
YGR009C,254,0.400029951
YGR010W,294,0.277719897
YGR011W,1,0.258258258
YGR012W,427,0.277961803
YGR013W,180,0.444511178
YGR014W,178,0.391914386
YGR015C,82,0.224346298
YGR016W,35,0.330930931
YGR017W,63,0.493938383
YGR018C,7,0.310882311
YGR019W,541,0.323525004
YGR020C,316,0.337983553
YGR021W,496,0.25084964
YGR022C,5,0.637837838
YGR023W,128,0.373177865
YGR024C,87,0.336750544
YGR025W,1,0.551551552
YGR026W,43,0.316432712
YGR027C,488,0.604748191
YGR027W-A,21,0.289003289
YGR027W-B,16,0.218030531
YGR028W,326,0.272484141
YGR029W,282,0.424640953
YGR030C,85,0.576282165
YGR031C-A,64,0.408830706
YGR031W,161,0.319928624
YGR032W,324,0.342527713
YGR033C,138,0.547003525
YGR034W,644,0.526383526
YGR035C,66,0.399005066
YGR035W-A,1,0.551551552
YGR036C,211,0.345278928
YGR037C,338,0.296394027
YGR038C-A,14,0.210710711
YGR038C-B,15,0.219419419
YGR038W,177,0.441367922
YGR039W,10,0.411011011
YGR040W,684,0.374429986
YGR041W,128,0.332191567
YGR042W,33,0.298146631
YGR043C,728,0.358746109
YGR044C,360,0.281389723
YGR045C,15,0.697364031
YGR046W,135,0.378489601
YGR047C,164,0.431187285
YGR048W,425,0.4183878
YGR049W,90,0.338983428
YGR050C,2,0.291291291
YGR051C,1,0.237237237
YGR052W,353,0.255918808
YGR053C,5,0.251851852
YGR054W,456,0.395689549
YGR055W,325,0.299474859
YGR056W,512,0.298396052
YGR057C,164,0.403275226
YGR058W,143,0.288316288
YGR059W,222,0.3077041
YGR060W,333,0.324871418
YGR061C,603,0.311945445
YGR062C,574,0.34311838
YGR063C,305,0.471730747
YGR064W,27,0.346235124
YGR065C,134,0.294309235
YGR066C,103,0.326666472
YGR067C,329,0.252854678
YGR068C,118,0.346982576
YGR068W-A,1,0.955955956
YGR069W,25,0.496976977
YGR070W,326,0.315364444
YGR071C,69,0.350974163
YGR072W,292,0.337001385
YGR073C,3,0.322322322
YGR074W,486,0.438042981
YGR075C,135,0.528624921
YGR076C,159,0.546880214
YGR077C,91,0.461560462
YGR078C,424,0.304021002
YGR079W,63,0.249646472
YGR080W,153,0.365842967
YGR081C,327,0.510372758
YGR082W,466,0.383413456
YGR083C,344,0.304231557
YGR084C,159,0.595186381
YGR085C,807,0.48618507
YGR086C,324,0.319594286
YGR087C,280,0.372501073
YGR088W,989,0.355178232
YGR089W,183,0.260719736
YGR090W,551,0.53921435
YGR091W,583,0.397557077
YGR092W,411,0.338952091
YGR093W,206,0.322837401
YGR094W,921,0.304652101
YGR095C,500,0.386952953
YGR096W,121,0.331256877
YGR097W,131,0.320266832
YGR098C,464,0.44944082
YGR099W,187,0.315004844
YGR100W,256,0.29735986
YGR101W,568,0.288478619
YGR102C,54,0.405905906
YGR103W,734,0.57931501
YGR104C,178,0.512686844
YGR105W,163,0.299845858
YGR106C,86,0.348220313
YGR108W,520,0.449445599
YGR109C,476,0.420708524
YGR109W-A,53,0.319697056
YGR109W-B,49,0.305162305
YGR110W,193,0.276302209
YGR111W,60,0.3667334
YGR112W,289,0.387366605
YGR113W,136,0.56176029
YGR114C,3,0.397397397
YGR115C,3,0.485819152
YGR116W,760,0.339916232
YGR117C,4,0.297047047
YGR118W,746,0.538910224
YGR119C,268,0.353555048
YGR120C,176,0.393507144
YGR121C,360,0.295184073
YGR121W-A,24,0.373248248
YGR122C-A,1,0.922922923
YGR122W,82,0.372421202
YGR123C,688,0.268824057
YGR124W,390,0.300082133
YGR125W,122,0.31474097
YGR126W,60,0.408725392
YGR127W,204,0.261158217
YGR128C,408,0.621486683
YGR129W,234,0.470252304
YGR130C,191,0.300567583
YGR131W,69,0.312457385
YGR132C,635,0.293510834
YGR133W,515,0.286424288
YGR134W,80,0.424236737
YGR135W,603,0.358210615
YGR136W,252,0.318719513
YGR137W,7,0.276562277
YGR138C,237,0.295890828
YGR140W,289,0.490642892
YGR141W,83,0.391355211
YGR142W,185,0.372177583
YGR143W,181,0.275258684
YGR144W,197,0.323292836
YGR145W,514,0.594524486
YGR146C,81,0.41840606
YGR146C-A,26,0.485639486
YGR147C,42,0.445135612
YGR148C,586,0.511967599
YGR149W,96,0.280728645
YGR150C,111,0.372760148
YGR151C,33,0.358206692
YGR152C,576,0.354453412
YGR153W,78,0.371217371
YGR154C,122,0.286671918
YGR155W,708,0.308056644
YGR156W,264,0.312490521
YGR157W,248,0.353135393
YGR158C,528,0.329983392
YGR159C,627,0.445539639
YGR160W,78,0.279959447
YGR161C,141,0.293080314
YGR161C-C,14,0.210710711
YGR161C-D,15,0.217484151
YGR161W-A,41,0.27173515
YGR161W-B,28,0.253360503
YGR161W-C,47,0.503524801
YGR162W,888,0.447473374
YGR163W,224,0.393733019
YGR165W,135,0.649182516
YGR166W,180,0.364169725
YGR167W,290,0.385161023
YGR168C,66,0.377347044
YGR169C,375,0.255052386
YGR169C-A,122,0.292940481
YGR170W,365,0.291507946
YGR171C,526,0.300901662
YGR172C,229,0.340139266
YGR173W,519,0.282968903
YGR174C,101,0.419667192
YGR174W-A,1,0.551551552
YGR175C,378,0.321286895
YGR176W,46,0.485202594
YGR177C,101,0.337852704
YGR178C,353,0.334294635
YGR179C,125,0.602138138
YGR180C,473,0.359126568
YGR181W,507,0.380702201
YGR182C,51,0.513022827
YGR183C,332,0.452880591
YGR184C,448,0.365206725
YGR185C,763,0.30332167
YGR186W,255,0.431074211
YGR187C,451,0.423862887
YGR188C,554,0.439157569
YGR189C,242,0.327348009
YGR190C,26,0.375529376
YGR191W,133,0.314020788
YGR192C,1482,0.324408079
YGR193C,553,0.284396512
YGR194C,497,0.320110855
YGR195W,566,0.360080929
YGR196C,67,0.387596552
YGR197C,82,0.373446617
YGR198W,114,0.351044026
YGR199W,163,0.344804928
YGR200C,477,0.33375304
YGR201C,437,0.31684774
YGR202C,435,0.295546121
YGR203W,258,0.286006937
YGR204C-A,2,0.358358358
YGR204W,484,0.304703464
YGR205W,167,0.4244484
YGR206W,111,0.401789177
YGR207C,338,0.287376134
YGR208W,674,0.293735872
YGR209C,721,0.291331553
YGR210C,350,0.245837266
YGR211W,271,0.296192872
YGR212W,115,0.347704226
YGR213C,109,0.329081375
YGR214W,896,0.520184247
YGR215W,134,0.619417925
YGR216C,162,0.340939705
YGR217W,479,0.278913569
YGR218W,966,0.402172359
YGR219W,8,0.336961962
YGR220C,783,0.470524164
YGR221C,103,0.349524282
YGR222W,150,0.404037371
YGR223C,118,0.397338016
YGR224W,351,0.254508069
YGR225W,571,0.341057345
YGR226C,2,0.509009009
YGR227W,190,0.398619672
YGR228W,12,0.461378045
YGR229C,271,0.318093001
YGR230W,120,0.361361361
YGR231C,674,0.287688282
YGR232W,483,0.371014907
YGR233C,1353,0.264416671
YGR234W,350,0.283612184
YGR235C,105,0.450974784
YGR236C,90,0.359815371
YGR237C,28,0.282890033
YGR238C,240,0.293201535
YGR239C,77,0.468052468
YGR240C,741,0.313611857
YGR240C-A,7,0.253253253
YGR241C,194,0.35138231
YGR242W,3,0.470804137
YGR243W,243,0.311995123
YGR244C,739,0.322539048
YGR245C,645,0.544903043
YGR246C,214,0.402290141
YGR247W,6,0.351685018
YGR248W,522,0.395418407
YGR249W,152,0.283098888
YGR250C,336,0.302534678
YGR251W,273,0.515541182
YGR252W,852,0.391118818
YGR253C,564,0.373701716
YGR254W,852,0.311408827
YGR255C,303,0.311198988
YGR256W,486,0.348795297
YGR257C,137,0.320934073
YGR258C,541,0.382815348
YGR259C,31,0.434143821
YGR260W,176,0.310099873
YGR261C,367,0.308024646
YGR262C,298,0.302134349
YGR263C,337,0.271146517
YGR264C,865,0.334720848
YGR265W,1,0.880880881
YGR266W,79,0.295675422
YGR267C,489,0.320340791
YGR268C,79,0.315632088
YGR269W,45,0.408319431
YGR270C-A,1,0.941941942
YGR270W,624,0.290670478
YGR271C-A,437,0.432943241
YGR271W,544,0.368228523
YGR273C,24,0.427302302
YGR274C,356,0.41270484
YGR275W,78,0.523292523
YGR276C,305,0.294419009
YGR277C,197,0.34478133
YGR278W,333,0.416446477
YGR279C,165,0.311196045
YGR280C,409,0.482179001
YGR281W,553,0.277389505
YGR282C,235,0.340353119
YGR283C,419,0.365226802
YGR284C,431,0.3960666
YGR285C,698,0.339499958
YGR286C,479,0.321565825
YGR287C,190,0.283546705
YGR288W,146,0.347251361
YGR289C,424,0.24941687
YGR290W,12,0.526359693
YGR292W,193,0.280679643
YGR293C,2,0.563563564
YGR294W,99,0.499469166
YGR295C,40,0.333608609
YGR296C-A,4,0.812312312
YGR296C-B,4,0.812312312
YGR296W,105,0.440335574
YHL001W,679,0.534192514
YHL002C-A,2,0.617617618
YHL002W,257,0.365197883
YHL003C,248,0.348852885
YHL004W,672,0.481751096
YHL005C,39,0.379713046
YHL006C,138,0.448158303
YHL006W-A,1,0.554554555
YHL007C,415,0.387852913
YHL008C,167,0.293245341
YHL009C,30,0.21991992
YHL009W-A,25,0.221661662
YHL009W-B,51,0.294824236
YHL010C,160,0.331662913
YHL011C,642,0.273168807
YHL012W,291,0.326962702
YHL013C,259,0.282962499
YHL014C,351,0.245627394
YHL015W,840,0.50969541
YHL015W-A,49,0.254621969
YHL016C,407,0.28005401
YHL017W,69,0.280817049
YHL018W,188,0.270573765
YHL019C,259,0.34564294
YHL019W-A,1,0.930930931
YHL020C,272,0.388450951
YHL021C,344,0.358204134
YHL022C,482,0.420719475
YHL023C,142,0.328095701
YHL024W,175,0.27987416
YHL025W,193,0.356688295
YHL026C,48,0.360902569
YHL027W,615,0.311029729
YHL028W,152,0.294149413
YHL029C,118,0.399933832
YHL030W,210,0.378978979
YHL030W-A,2,0.556056056
YHL031C,287,0.394896639
YHL032C,506,0.328255133
YHL033C,806,0.496578464
YHL034C,183,0.336505905
YHL034W-A,1,0.920920921
YHL035C,146,0.280725931
YHL036W,215,0.284065461
YHL037C,1,0.551551552
YHL038C,108,0.421773625
YHL039W,206,0.302078778
YHL040C,451,0.267580219
YHL041W,23,0.716716717
YHL042W,116,0.351825964
YHL043W,65,0.430984831
YHL044W,98,0.40874548
YHL045W,50,0.538718719
YHL046C,101,0.50357288
YHL046W-A,22,0.743925744
YHL047C,448,0.251231142
YHL048C-A,26,0.664703165
YHL048W,92,0.449623537
YHL049C,98,0.540622255
YHL050C,141,0.50293556
YHL050W-A,7,0.658372658
YHR001W,269,0.423829033
YHR001W-A,136,0.553840605
YHR002W,149,0.285406212
YHR003C,133,0.233173023
YHR004C,302,0.307622192
YHR005C,962,0.369646153
YHR005C-A,542,0.378862257
YHR006W,121,0.354048263
YHR007C,569,0.317392964
YHR008C,950,0.325352721
YHR009C,375,0.269995329
YHR010W,622,0.538490259
YHR011W,697,0.290479863
YHR012W,532,0.279420398
YHR013C,432,0.270374541
YHR014W,175,0.388119548
YHR015W,549,0.278447847
YHR016C,312,0.317734401
YHR017W,24,0.478603604
YHR018C,632,0.343341759
YHR019C,594,0.31076194
YHR020W,867,0.314136513
YHR021C,511,0.566554813
YHR021W-A,34,0.448036272
YHR022C,149,0.317854768
YHR022C-A,2,0.359359359
YHR023W,728,0.322160072
YHR024C,333,0.322057794
YHR025W,408,0.334246011
YHR026W,366,0.304766515
YHR027C,601,0.351861012
YHR028C,239,0.278701295
YHR028W-A,1,0.941941942
YHR029C,262,0.27909589
YHR030C,870,0.333814274
YHR031C,439,0.338557236
YHR032C-A,1,0.970970971
YHR032W,287,0.235870016
YHR032W-A,2,0.708708709
YHR033W,392,0.269399502
YHR034C,270,0.373747822
YHR035W,217,0.332212397
YHR036W,32,0.404185435
YHR037W,354,0.336949944
YHR038W,533,0.398024666
YHR039C,500,0.334654655
YHR039C-A,237,0.399357163
YHR040W,299,0.332315593
YHR041C,186,0.500242178
YHR042W,573,0.338156656
YHR043C,139,0.26613664
YHR044C,116,0.242432087
YHR045W,46,0.374113244
YHR046C,358,0.264012616
YHR047C,455,0.238361438
YHR048W,104,0.335797336
YHR049W,109,0.318198933
YHR050W,240,0.34451952
YHR050W-A,1,0.196196196
YHR051W,401,0.41684827
YHR052W,626,0.581973347
YHR053C,372,0.301780275
YHR054W-A,1,0.878878879
YHR055C,404,0.307166077
YHR056C,119,0.41932689
YHR056W-A,52,0.435935936
YHR057C,424,0.262798176
YHR058C,178,0.491474621
YHR059W,131,0.618840214
YHR060W,145,0.316095406
YHR061C,211,0.400917505
YHR062C,353,0.329227244
YHR063C,110,0.308672309
YHR063W-A,65,0.392684993
YHR064C,938,0.30335346
YHR065C,726,0.436647391
YHR066W,574,0.560239682
YHR067W,94,0.36107384
YHR068W,443,0.27776761
YHR069C,490,0.428501971
YHR069C-A,1,0.955955956
YHR070C-A,1,0.955955956
YHR070W,359,0.339556827
YHR071C-A,1,0.924924925
YHR071W,116,0.39837251
YHR072W,764,0.383384694
YHR072W-A,516,0.394743581
YHR073C-B,1,0.805805806
YHR073W,222,0.324910496
YHR073W-A,1,0.805805806
YHR074W,470,0.25935084
YHR075C,208,0.400929776
YHR076W,338,0.284903246
YHR077C,445,0.4799991
YHR078W,80,0.224099099
YHR079C,1007,0.278904525
YHR079C-A,97,0.418356501
YHR080C,112,0.343584656
YHR081W,394,0.39803255
YHR082C,471,0.270253268
YHR083W,96,0.553887221
YHR084W,366,0.430583589
YHR085W,416,0.549284862
YHR086W,607,0.343876001
YHR086W-A,28,0.394930645
YHR087W,313,0.452052692
YHR088W,586,0.555082386
YHR089C,738,0.413200463
YHR090C,309,0.334003907
YHR091C,555,0.296575855
YHR092C,425,0.243784961
YHR093W,7,0.403689404
YHR094C,533,0.258675186
YHR095W,19,0.512249091
YHR096C,664,0.273760206
YHR097C,220,0.311033761
YHR098C,274,0.399249615
YHR099W,856,0.327489873
YHR100C,159,0.313716232
YHR101C,114,0.342790159
YHR102W,270,0.36830905
YHR103W,64,0.38402465
YHR104W,501,0.366712021
YHR105W,90,0.317806696
YHR106W,578,0.284639311
YHR107C,318,0.352616768
YHR108W,290,0.432532533
YHR109W,53,0.458722874
YHR110W,70,0.513499213
YHR111W,457,0.301443676
YHR112C,148,0.305163271
YHR113W,219,0.276449966
YHR114W,258,0.367282011
YHR115C,312,0.301346218
YHR116W,175,0.433793794
YHR117W,170,0.32718601
YHR118C,110,0.516107016
YHR119W,682,0.381211123
YHR120W,276,0.317491404
YHR121W,191,0.352184645
YHR122W,191,0.31789381
YHR123W,172,0.362117932
YHR124W,245,0.394365794
YHR125W,1,0.551551552
YHR126C,40,0.39049049
YHR127W,60,0.467017017
YHR128W,763,0.268829773
YHR129C,748,0.289986511
YHR130C,4,0.363613614
YHR131C,57,0.464973746
YHR131W-A,1,0.903903904
YHR132C,188,0.298649714
YHR132W-A,98,0.343721272
YHR133C,67,0.31409021
YHR134W,183,0.335761991
YHR135C,496,0.32709524
YHR136C,122,0.381094209
YHR137C-A,1,0.924924925
YHR137W,215,0.33644342
YHR138C,210,0.342885743
YHR139C,194,0.287395643
YHR139C-A,1,0.551551552
YHR140W,78,0.363889531
YHR141C,470,0.6170873
YHR142W,202,0.314130963
YHR143W,660,0.451331635
YHR143W-A,535,0.475866521
YHR144C,443,0.264020228
YHR145C,40,0.445395395
YHR146W,153,0.339502902
YHR147C,563,0.50164374
YHR148W,836,0.536106681
YHR149C,119,0.305860482
YHR150W,50,0.435055055
YHR151C,32,0.366898148
YHR152W,132,0.433114933
YHR153C,99,0.41400997
YHR154W,449,0.361499584
YHR155W,115,0.35712234
YHR156C,248,0.364776066
YHR157W,85,0.402826356
YHR158C,276,0.306701629
YHR159W,36,0.332026471
YHR160C,89,0.443837096
YHR161C,235,0.361761762
YHR162W,158,0.321980208
YHR163W,346,0.281518513
YHR164C,610,0.361904527
YHR165C,607,0.428667547
YHR165W-A,1,0.876876877
YHR166C,697,0.31229077
YHR167W,166,0.372541216
YHR168W,585,0.314995337
YHR169W,796,0.465347257
YHR170W,737,0.530855143
YHR171W,620,0.351420776
YHR172W,300,0.348975642
YHR173C,52,0.431777932
YHR174W,846,0.302237225
YHR175W,187,0.361029479
YHR175W-A,2,0.604104104
YHR176W,301,0.276884858
YHR177W,78,0.281383948
YHR178W,222,0.30473717
YHR179W,348,0.267333425
YHR180C-B,1,0.970970971
YHR180W,3,0.57290624
YHR180W-A,1,0.970970971
YHR181W,137,0.359673542
YHR182C-A,1,0.78978979
YHR182W,5,0.248848849
YHR183W,487,0.323997509
YHR184W,92,0.446250598
YHR185C,62,0.392295521
YHR186C,546,0.334024501
YHR187W,88,0.398352898
YHR188C,163,0.333032419
YHR189W,420,0.248024215
YHR190W,463,0.321513738
