,genes,smf,dmf,rank,positive_rank,negative_rank,positive_weighted_rank,negative_weighted_rank,absolute_weighted_rank
1734,YFR031C-A,0.9453000000001224,0.0001694692105608012,5305.0,0.4390740481402346,-0.3853093901306259,8.276607882002538e-05,-7.26313647748588e-05,0.00015539744359488418
1735,YFR032C,1.0482000000001015,0.00018719539444818334,5220.0,0.24370148969797936,-0.2451219838302269,4.668610913754394e-05,-4.695823445023504e-05,9.364434358777898e-05
1736,YFR032C-A,0.78880000000006,0.00014055998161059902,5300.0,0.3419088040480744,-0.3649677109141993,6.451109510341026e-05,-6.886183224796213e-05,0.00013337292735137238
1737,YFR032C-B,0.7899999999999703,0.00014470149712885114,4211.0,0.3972478630690608,-0.3393534161814174,9.433575470649743e-05,-8.058737026393193e-05,0.00017492312497042938
1738,YFR033C,0.9747999999999641,0.0001714809433384069,4138.0,0.2183366569876609,-0.20579072009340008,5.27638127084729e-05,-4.973192849043018e-05,0.00010249574119890308
1739,YFR034C,0.9907000000001182,0.00017679772321279444,5297.0,0.2888406744037435,-0.3183981235608346,5.452910598522626e-05,-6.0109141695456776e-05,0.00011463824768068303
1740,YFR035C,0.9965000000001382,0.0001778356480156857,5047.0,0.2972615287112809,-0.2740287791333044,5.8898658353731114e-05,-5.4295379261601834e-05,0.00011319403761533294
1741,YFR036W,0.9289227083579804,0.00016659599001420979,5270.0,0.3093008462718415,-0.27446130052976403,5.869086267017866e-05,-5.207994317452828e-05,0.00011077080584470691
1742,YFR037C,0.8472064804009766,0.00015109874009101994,5297.0,0.4845926769465506,-0.5540504788090097,9.148436415830672e-05,-0.0001045970320575816,0.0001960813962158883
1743,YFR038W,1.0195000000001508,0.0001821848291608729,5235.0,0.2324107983857984,-0.23797027775939786,4.4395567982005434e-05,-4.545755067037208e-05,8.985311865237751e-05
1744,YFR039C,1.0185000000000881,0.0001816635959305057,5263.0,0.2892713496123539,-0.31607559007493835,5.4963205322506923e-05,-6.0056163799152257e-05,0.0001150193691216592
1745,YFR040W,0.8542999999999698,0.00015175964628069268,5142.0,0.36611085153581546,-0.4217512116079166,7.120008781326634e-05,-8.202085017656877e-05,0.00015322093798983508
1746,YFR041C,0.9839999999999636,0.00017307378088375877,4017.0,0.2041308542433587,-0.17819899340968506,5.081674240561581e-05,-4.436121319633683e-05,9.517795560195263e-05
1747,YFR042W,0.5592999999999415,0.00010214093685233293,4087.0,0.4445459526408739,-0.4022963880030947,0.00010877072489377878,-9.843317543506109e-05,0.00020720390032883987
1748,YFR043C,0.5975000000000088,9.438755686318468e-05,542.0,0.0583946964063951,-0.06274113929488496,0.0001077392922627216,-0.0001157585595846586,0.00022349785184738017
1749,YFR044C,0.9925000000001049,0.0001772832952283433,5218.0,0.2538559949840468,-0.253724047777608,4.865005653201357e-05,-4.8624769600921417e-05,9.7274826132935e-05
1750,YFR045W,1.008499999999926,0.0001798264115429715,5230.0,0.2756530254309624,-0.31407028827539635,5.270612340936183e-05,-6.005168035858439e-05,0.00011275780376794622
1751,YFR046C,0.9826999999998164,0.00017537029044479568,5277.0,0.29155722927899963,-0.3195532635286735,5.5250564578169346e-05,-6.0555858163478015e-05,0.00011580642274164736
1752,YFR047C,0.9516999999998488,0.00017046444112244695,5241.0,0.2594710576221286,-0.2319523664992673,4.950792933068662e-05,-4.425727275315156e-05,9.376520208383818e-05
1753,YFR048W,0.9531999999999359,0.00017023686015563594,5201.0,0.30532547669274296,-0.30776826775990884,5.870514837391712e-05,-5.917482556429703e-05,0.00011787997393821416
1754,YFR049W,0.9420000000000072,0.0001682561271837071,5319.0,0.2546418371379028,-0.2519086735311086,4.787400585408964e-05,-4.736015670823625e-05,9.523416256232588e-05
1755,YFR050C,0.6706552528162679,0.00011725233665838628,5257.0,0.41582071625574013,-0.504160761113294,7.909848131172536e-05,-9.590275082999696e-05,0.00017500123214172234
1756,YFR051C,0.8849734556243886,0.00015623255416125873,5117.0,0.4069578044378441,-0.4271127493158279,7.953054610862695e-05,-8.346936668278834e-05,0.0001629999127914153
1757,YFR052W,0.6130170658291684,0.00010917900295578715,5257.0,0.4651127705200793,-0.5026736792579896,8.84749420810499e-05,-9.561987431196302e-05,0.0001840948163930129
1758,YFR053C,1.0227999999999136,0.0001827470464974528,5244.0,0.27199176961111826,-0.2673426944283902,5.186723295406527e-05,-5.0980681622500043e-05,0.00010284791457656529
1759,YFR054C,1.0365000000000777,0.00018234789078256899,4097.0,0.2014852957764962,-0.1689072093089732,4.917873951098272e-05,-4.122704645081113e-05,9.040578596179386e-05
1760,YFR055W,0.9960000000000238,0.00017810432392655713,5287.0,0.2694864909181799,-0.2590428300786091,5.0971532233436716e-05,-4.899618499689977e-05,9.996771723033647e-05
1761,YFR056C,0.981999999999976,0.00017211436315950877,4052.0,0.17293391308537587,-0.19760437530088676,4.2678655746637675e-05,-4.876712124898488e-05,9.144577699562256e-05
1762,YFR057W,0.9924999999999988,0.0001753633797798319,4126.0,0.20808627505220365,-0.15214315803504888,5.04329314232195e-05,-3.687425061440836e-05,8.730718203762785e-05
1763,YGL001C,0.8819689520474292,0.00015475569280353992,5093.0,0.3226270898447378,-0.30283566069271944,6.334716077846806e-05,-5.9461154661833774e-05,0.00012280831544030183
1764,YGL002W,1.010500000000025,0.00017821266588138366,4054.0,0.19632479372303896,-0.1879031032829565,4.842742815072495e-05,-4.6350050143797855e-05,9.477747829452281e-05
1765,YGL003C,0.5930000000000275,0.00011041194322582631,3330.0,0.17232796247005272,-0.17426779530237602,5.1750138879895706e-05,-5.2332671261974784e-05,0.0001040828101418705
1766,YGL004C,1.0309999999999555,0.0001811242754334749,4016.0,0.1594636039775145,-0.18708147402666453,3.9707072703564365e-05,-4.65840323771575e-05,8.629110508072188e-05
1767,YGL005C,0.9486999999999288,0.00016815197448190281,5075.0,0.3456190181902378,-0.4858384914305156,6.810226959413553e-05,-9.573172244936268e-05,0.00016383399204349819
1768,YGL006W,1.0077000000000988,0.0001802435391258526,5101.0,0.21626031026220707,-0.2245584826539733,4.23956695279763e-05,-4.40224431785872e-05,8.64181127065635e-05
1769,YGL006W-A,1.0560000000000092,0.00016892194711679392,509.0,0.035981302351255504,-0.03174308159753491,7.069018143665128e-05,-6.236361806981318e-05,0.00013305379950646443
1770,YGL007C-A,0.2450000000000041,4.585650275886344e-05,3611.0,0.12681731030512078,-0.09948673705212162,3.511972038358371e-05,-2.7551021061235564e-05,6.267074144481927e-05
1771,YGL007W,0.8065000000000401,0.00014058278487891597,4003.0,0.3901958009605229,-0.43905713722615103,9.74758433576125e-05,-0.00010968202278944568,0.00020715786614705815
1772,YGL008C,0.7881999999999696,0.00014647167016885245,3390.0,0.11520226693138075,-0.14668928716385662,3.398296959627751e-05,-4.3271176154529975e-05,7.725414575080749e-05
1773,YGL009C,1.021200000000055,0.00018002629088534285,4012.0,0.24153037232228486,-0.20731608505967744,6.0201987119213574e-05,-5.1673999267118e-05,0.00011187598638633159
1774,YGL010W,1.0219999999999454,0.00018288007719502968,5097.0,0.2843435235428687,-0.2696402526969856,5.578644762465542e-05,-5.29017564639956e-05,0.00010868820408865102
1775,YGL011C,0.8294316286826335,0.0001480780065743102,4958.0,0.4314770024344986,-0.5007189064971225,8.702642243535673e-05,-0.00010099211506597873,0.00018801853750133546
1776,YGL012W,0.8460000000000035,0.000154227425874472,3864.0,0.3681940680728081,-0.3655742419847357,9.528831989461908e-05,-9.461031107265416e-05,0.0001898986309672732
1777,YGL013C,1.0039999999999192,0.00017956270295906837,5115.0,0.3239708028264872,-0.3131320710842833,6.33374003570845e-05,-6.12183912188237e-05,0.00012455579157590822
1778,YGL014W,0.96100000000006,0.00017151993424216667,5148.0,0.30856579402030754,-0.3483913731663655,5.993896542741017e-05,-6.767509191265841e-05,0.00012761405734006858
1779,YGL015C,1.0151999999999215,0.00017868329828998574,4001.0,0.19982964280546126,-0.18817227295443864,4.9944924470247745e-05,-4.703131041100691e-05,9.697623488125464e-05
1780,YGL016W,0.90419999999995,0.00016157737856660982,5188.0,0.2833508493354667,-0.3142805235373962,5.461658622503213e-05,-6.0578358430492726e-05,0.00011519494465552483
1781,YGL017W,1.0025000000000213,0.0001765382666172154,4003.0,0.18096206938243928,-0.16709084099191565,4.520661238632008e-05,-4.174140419483279e-05,8.694801658115287e-05
1782,YGL019W,0.8681999999999034,0.00015460077835288718,5225.0,0.42583753041376704,-0.46820572540888206,8.150000582081666e-05,-8.960875127442719e-05,0.00017110875709524384
1783,YGL020C,0.9324999999999196,0.00017069737459728313,5001.0,0.5262018248571586,-0.5902256293925611,0.00010521932110721028,-0.00011802152157419739,0.00022324084268140766
1784,YGL021W,1.0209999999999055,0.00018275901390392863,5118.0,0.27791415744229536,-0.2584552548531048,5.430132032870171e-05,-5.0499268240153334e-05,0.00010480058856885504
1785,YGL022W,0.6343243107768419,0.00011212803414462859,5044.0,0.5856605417491874,-0.647251874389971,0.00011611033738088566,-0.00012832114876882848,0.00024443148614971416
1786,YGL023C,0.8707999999999051,0.00015496526381529962,5120.0,0.3766713716308941,-0.4270294168131433,7.3568627271659e-05,-8.340418297131708e-05,0.00015697281024297608
1787,YGL024W,0.3554999999999681,6.589766490812968e-05,3983.0,0.7320633277462864,-0.3489090257438497,0.0001837969690550556,-8.759955454276921e-05,0.0002713965235978248
1788,YGL027C,0.9817000000001064,0.00017559247541632184,5162.0,0.3070840440231363,-0.3159352281765384,5.9489353743342946e-05,-6.120403490440496e-05,0.00012069338864774793
1789,YGL028C,1.0684999999999878,0.00018869350863448807,3999.0,0.2306964947043611,-0.16614722686208094,5.768854581254341e-05,-4.154719351389872e-05,9.923573932644212e-05
1790,YGL029W,0.7465000000000462,0.00012779444171108126,3674.0,0.3703730682700415,-0.575088577290983,0.00010080921836419205,-0.00015652928069977758,0.00025733849906396964
1791,YGL031C,0.8045000000001257,0.00014341466552619478,5148.0,0.3463717811282273,-0.38360198799069856,6.728278576694393e-05,-7.451476068195388e-05,0.0001417975464488978
1792,YGL032C,1.0108000000000166,0.00018111571549418064,5083.0,0.291269249949638,-0.2543427486489013,5.730262639182333e-05,-5.003792025357099e-05,0.00010734054664539433
1793,YGL033W,1.0115000000000216,0.00018518903392408402,4096.0,0.2263126684104693,-0.226036872167719,5.525211631114974e-05,-5.518478324407202e-05,0.00011043689955522176
1794,YGL034C,1.0385000000000473,0.00018342386995132804,3983.0,0.22084187279198472,-0.1576764914490221,5.5446114183275096e-05,-3.9587369181275955e-05,9.503348336455106e-05
1795,YGL035C,1.0050000000000947,0.00017939800779111296,5104.0,0.368108360566164,-0.3834466207740344,7.212154399807289e-05,-7.512668902312585e-05,0.00014724823302119874
1796,YGL036W,1.0145000000001614,0.00017901196422246793,4884.0,0.3695939360267841,-0.5215023351233173,7.567443407591812e-05,-0.00010677770989420912,0.00018245214397012724
1797,YGL037C,0.9822999999998521,0.0001751483320068597,5073.0,0.20509376620618694,-0.29083040540991695,4.042849718237472e-05,-5.732907656414685e-05,9.77575737465216e-05
1798,YGL039W,1.0270000000000383,0.00018101470229190804,4051.0,0.19713202971708,-0.187249106207678,4.866255979192298e-05,-4.622293414161393e-05,9.48854939335369e-05
1799,YGL041C,0.9960000000000692,0.00017522198148677028,3998.0,0.2033203941531562,-0.20482509551258984,5.0855526301439774e-05,-5.123188982305899e-05,0.00010208741612449875
1800,YGL041C-B,0.8899999999999891,0.0001420938816807169,525.0,0.031298320292402586,-0.03177911924849497,5.9615848176004946e-05,-6.0531655711418993e-05,0.00012014750388742392
1801,YGL042C,0.8384999999999481,0.00014633069522061872,3846.0,0.3570239406850925,-0.3994154677652177,9.282993777563509e-05,-0.00010385217570598484,0.00019668211348161996
1802,YGL043W,0.7354999999998554,0.0001309877259958807,4887.0,0.5426860858251992,-0.505016450055883,0.00011104687657564952,-0.00010333874566316413,0.00021438562223881366
1803,YGL044C,0.8315202465496527,0.00014909358034195387,5105.0,0.4069803516450855,-0.4177404841988409,7.972191021451234e-05,-8.182967369223132e-05,0.00016155158390674366
1804,YGL045W,0.7680000000000258,0.00013651962104563287,5155.0,0.4095619816587341,-0.4623431349915758,7.944946297938586e-05,-8.968829000806514e-05,0.00016913775298745101
1805,YGL046W,0.7764999999999678,0.0001344038293248412,4000.0,0.4232227008290663,-0.531198025415418,0.00010580567520726657,-0.0001327995063538545,0.0002386051815611211
1806,YGL047W,0.9178244692287516,0.0001654137005444453,5099.0,0.35246577390901385,-0.3071820706187412,6.912448988213648e-05,-6.024359102152211e-05,0.00012936808090365857
1807,YGL048C,0.8242198706206748,0.00014927240050328404,5042.0,0.5385310987896269,-0.6394617423106985,0.0001068090239566892,-0.00012682700164829403,0.0002336360256049832
1808,YGL049C,0.6680000000000055,0.00010640988006354426,556.0,0.055396183383501406,-0.053283323800734535,9.963342335162124e-05,-9.583331618837148e-05,0.00019546673953999268
1809,YGL050W,0.9984999999998784,0.00017811643934866154,4990.0,0.28569917632147546,-0.3031962397672423,5.725434395219949e-05,-6.076076949243332e-05,0.00011801511344463284
1810,YGL051W,1.017699999999989,0.00017917791556076531,3993.0,0.2306516705306972,-0.2130947140279631,5.7764004640795694e-05,-5.336707088103258e-05,0.00011113107552182827
1811,YGL053W,1.0011999999998855,0.00017925298872160006,5117.0,0.3306773538109268,-0.3014218585363637,6.462328587276271e-05,-5.890597196333078e-05,0.0001235292578360935
1812,YGL054C,0.9790000000000664,0.0001737949560670262,5181.0,0.3799562763754641,-0.5090864036357117,7.333647488428182e-05,-9.826025933906808e-05,0.00017159673422334989
1813,YGL055W,0.8978424298204483,0.0001649573317413612,4129.0,0.2875822406149859,-0.32777470015133736,6.964936803462966e-05,-7.93835553769284e-05,0.00014903292341155803
1814,YGL056C,1.0397000000000274,0.00018617587433781665,5141.0,0.35406595962682985,-0.33097559373409763,6.887102891010112e-05,-6.437961364211198e-05,0.00013325064255221308
1815,YGL057C,0.8617000000001295,0.00015336938113276333,4987.0,0.33596835974893435,-0.3749611229809829,6.736883091015327e-05,-7.518771264908419e-05,0.00014255654355923745
1816,YGL058W,0.3575000000000117,6.502630561480771e-05,4043.0,0.15707732648967593,-0.17459970033457767,3.8851676104297776e-05,-4.3185679034028605e-05,8.203735513832641e-05
1817,YGL059W,0.9894999999998552,0.00017753453717704834,5172.0,0.25851751274010193,-0.22276425718656426,4.9984051187181346e-05,-4.307120208556926e-05,9.30552532727506e-05
1818,YGL060W,1.015800000000083,0.0001811110304044732,5108.0,0.3360996676825845,-0.3816618215446757,6.579868200520448e-05,-7.471844587797096e-05,0.00014051712788317543
1819,YGL061C,0.8593681541582066,0.00015374989634976336,5072.0,0.4571023149492567,-0.4805096115271186,9.012269616507428e-05,-9.473769943358017e-05,0.00018486039559865444
1820,YGL062W,1.0108000000000166,0.00017927202573535226,5191.0,0.2770822593221091,-0.3169768109853098,5.337743388983031e-05,-6.106276458973412e-05,0.00011444019847956443
1821,YGL063W,0.9884999999999746,0.000180891039118417,4141.0,0.19987151011813714,-0.2096135861201015,4.8266483969605685e-05,-5.061907416568498e-05,9.888555813529068e-05
1822,YGL064C,0.512500000000016,9.431993783145627e-05,4120.0,0.2626301086155176,-0.2090624431483485,6.374517199405768e-05,-5.0743311443773906e-05,0.00011448848343783159
1823,YGL065C,0.8387748095682751,0.0001503633854957059,5124.0,0.3887866489791109,-0.4051381265881223,7.587561455486162e-05,-7.906676943562104e-05,0.0001549423839904827
1824,YGL066W,0.735499999999848,0.00013057381057040028,5144.0,0.4452010042139993,-0.5053899425734144,8.654762912402784e-05,-9.824843362624696e-05,0.0001847960627502748
1825,YGL067W,0.9666999999999522,0.00017037872437467445,4039.0,0.2391257764446059,-0.2181843146583989,5.9204203130627855e-05,-5.401938961584524e-05,0.00011322359274647308
1826,YGL070C,0.21799999999999667,4.129396570120598e-05,3015.0,0.13010790063001162,-0.0718109310161901,4.315353254726754e-05,-2.3817887567558904e-05,6.697142011482645e-05
1827,YGL071W,0.6350000000000523,0.0001155465052920222,4181.0,0.2405953880514376,-0.2790351293799284,5.7544938543754504e-05,-6.673884940921511e-05,0.00012428378795296963
1828,YGL073W,0.8546658593641748,0.00015091496932393442,4997.0,0.4525488416900813,-0.5295557766506315,9.056410680209752e-05,-0.00010597474017423084,0.00019653884697632838
1829,YGL077C,1.0135000000000112,0.00018140976261419805,4996.0,0.2461058287601216,-0.2316894398069926,4.926057421139343e-05,-4.637498795175993e-05,9.563556216315335e-05
1830,YGL078C,0.7924999999998346,0.00014179404034850738,5154.0,0.33289145373862783,-0.3309367028845335,6.458895105522464e-05,-6.420968236021217e-05,0.00012879863341543678
1831,YGL079W,0.9915000000000732,0.00017755395249936627,5074.0,0.3036685476740901,-0.2811428087774346,5.9847959730802146e-05,-5.5408515722789623e-05,0.00011525647545359178
1832,YGL080W,0.9674999999999342,0.00017305090006848438,5176.0,0.3101068502288933,-0.32127825225674744,5.991245174437661e-05,-6.207075970957253e-05,0.00012198321145394917
1833,YGL081W,0.9891999999999832,0.0001768028892849614,5073.0,0.3107582392121002,-0.32499707401290384,6.125729138815301e-05,-6.406407924559509e-05,0.0001253213706337481
1834,YGL082W,1.053499999999986,0.00018905616186387696,5084.0,0.2860329987633948,-0.2345472856910036,5.626140809665515e-05,-4.613439923111794e-05,0.0001023958073277731
1835,YGL083W,1.02700000000004,0.0001838064269791416,5100.0,0.2315454945860051,-0.2499956322844765,4.540107736980492e-05,-4.901875142832873e-05,9.441982879813366e-05
1836,YGL084C,0.8564999999999169,0.00015281842788960698,5173.0,0.4635929945824304,-0.4684730689605584,8.961782226607971e-05,-9.056119639678298e-05,0.0001801790186628627
1837,YGL085W,0.9965000000001402,0.0001780206546901539,5106.0,0.24765771892115335,-0.2770158703975456,4.850327436763678e-05,-5.425301026195566e-05,0.00010275628462959244
1838,YGL086W,0.9804999999998428,0.00017482428200017307,5194.0,0.2855003020964794,-0.3495553336833612,5.496732808942615e-05,-6.72998332081943e-05,0.00012226716129762046
1839,YGL087C,0.9960000000000347,0.00017805374140835903,5173.0,0.3481412404050873,-0.3594751750203412,6.729967918134298e-05,-6.94906582293333e-05,0.0001367903374106763
1840,YGL089C,1.0309999999999555,0.00018184954712715856,3990.0,0.20528649399345095,-0.1707182537298851,5.145024912116566e-05,-4.278652975686344e-05,9.423677887802907e-05
1841,YGL090W,1.0155000000000662,0.0001790324919887116,4038.0,0.1957124727728335,-0.18066990359590746,4.846767527806674e-05,-4.474242288160165e-05,9.321009815966839e-05
1842,YGL091C,0.6002816547248697,0.00010445091633868172,5074.0,0.3101400722594124,-0.32630490436094345,6.112338830496894e-05,-6.430920464346539e-05,0.00012543259294843436
1843,YGL092W,0.8944907854379469,0.0001596122299420923,5130.0,0.3864245146663777,-0.4796272230739175,7.532641611430365e-05,-9.349458539452582e-05,0.00016882100150882945
1844,YGL093W,0.924961819030512,0.00016446694735488824,5158.0,0.5228815927794129,-0.572555519535736,0.00010137293384633829,-0.00011100339657536565,0.000212376330421704
1845,YGL094C,1.0370000000000967,0.00018558293575063605,5075.0,0.28235724093650616,-0.2946286177664356,5.563689476581403e-05,-5.8054900052499636e-05,0.00011369179481831364
1846,YGL095C,0.4545000000000381,8.27649596683514e-05,4091.0,0.21318320591902887,-0.2272359416851749,5.211029232926642e-05,-5.554532918239425e-05,0.00010765562151166068
1847,YGL096W,1.017700000000138,0.00018244179685654544,5070.0,0.24129081595575355,-0.25071500945239805,4.759187691434982e-05,-4.945069219968404e-05,9.704256911403384e-05
1848,YGL097W,0.6519247681443834,0.00011844595183758489,5103.0,0.5054330913883596,-0.4956382510388631,9.90462652142582e-05,-9.712683735819383e-05,0.000196173102572452
1849,YGL098W,0.8798997566911383,0.00015607224515091182,5082.0,0.4812647747738653,-0.4207842260148511,9.469987697242528e-05,-8.279894254522847e-05,0.00017749881951765374
1850,YGL099W,0.8930999999998972,0.00016340563116537066,4107.0,0.2447621685357466,-0.24578789152757616,5.959634003792223e-05,-5.984608997506116e-05,0.0001194424300129834
1851,YGL100W,0.9205000000000658,0.00016853185954807608,4133.0,0.5011606163190114,-0.44167792991349264,0.00012125831510259168,-0.00010686618192922638,0.00022812449703181806
1852,YGL101W,1.01400000000008,0.0001811457020162218,5110.0,0.20399036000313328,-0.2465604356228562,3.991983561705152e-05,-4.825057448588184e-05,8.817041010293336e-05
1853,YGL103W,0.0,0.00018232709283724023,4132.0,0.4359683352922507,-0.4596619032797503,0.00010551024571448469,-0.0001112444102806753,0.00021675465599516
1854,YGL104C,0.9804999999998442,0.00017549546666163944,5160.0,0.26196061728872383,-0.26914167542981154,5.076756149006276e-05,-5.215923942438208e-05,0.00010292680091444484
1855,YGL105W,0.4749999999999729,8.836760483305185e-05,3611.0,0.16571517626007035,-0.1633791440367536,4.589176855720586e-05,-4.5244847420867794e-05,9.113661597807366e-05
1856,YGL107C,0.0,0.00018484494468697056,3536.0,0.4925275049268928,-0.5513105806933353,0.00013928945275081808,-0.00015591362576168984,0.00029520307851250803
1857,YGL108C,1.0595000000000971,0.0001895115843160546,5124.0,0.2365880595892092,-0.2494192088018162,4.617253309703536e-05,-4.8676660578028136e-05,9.48491936750635e-05
1858,YGL109W,1.0155000000000074,0.00017920853375716478,3999.0,0.20357686897410826,-0.159451842135954,5.090694397952194e-05,-3.9872928766180046e-05,9.077987274570201e-05
1859,YGL110C,0.9579999999998564,0.00017131229131685631,5193.0,0.2594035026184829,-0.290616303861753,4.9952532759191776e-05,-5.5963085665656276e-05,0.00010591561842484804
1860,YGL111W,0.8765656768999233,0.00016006755670977383,4151.0,0.2935396504169185,-0.3443933919451818,7.071540602672093e-05,-8.296636760905368e-05,0.00015368177363577458
1861,YGL112C,0.7174933653077065,0.00012830800628186955,5131.0,0.4092972609041249,-0.4306448233397941,7.976949150343499e-05,-8.392999870196726e-05,0.00016369949020540226
1862,YGL113W,0.8163674251496196,0.00014418480158715774,5142.0,0.3715032629462098,-0.37277835912912893,7.224878703738035e-05,-7.249676373573105e-05,0.00014474555077311141
1863,YGL114W,1.0330000000001425,0.0001851651176088584,5107.0,0.405733933407536,-0.33821835985719845,7.944662882465948e-05,-6.622642644550586e-05,0.00014567305527016534
1864,YGL115W,0.8991999999998874,0.00016019405171995628,5078.0,0.5238313411420635,-0.5312189521330286,0.00010315701873612908,-0.00010461184563470432,0.00020776886437083345
1865,YGL116W,0.8575152509910916,0.00015132219823049556,5154.0,0.7348620419718117,-0.8008584682988211,0.00014258091617613732,-0.00015538581069049693,0.00029796672686663425
1866,YGL117W,1.0248000000000923,0.0001830535222270583,4888.0,0.2172911235558421,-0.21046646408261685,4.445399418081876e-05,-4.305778725094453e-05,8.751178143176329e-05
1867,YGL118C,1.0304999999999316,0.00018144276061977295,3973.0,0.17347518410426938,-0.16290468165090055,4.366352481859285e-05,-4.100294025947661e-05,8.466646507806946e-05
1868,YGL119W,0.8164999999999365,0.00014943480312861292,4127.0,0.2316710138108019,-0.2241693292031054,5.6135452825491124e-05,-5.4317743930968106e-05,0.00011045319675645922
1869,YGL120C,0.7045075494388474,0.00012574889845891178,5123.0,0.4238913802395749,-0.4684082142846292,8.274280309185533e-05,-9.143240567726512e-05,0.00017417520876912045
1870,YGL121C,1.0254999999999428,0.00018269537813876447,4700.0,0.2478170152446408,-0.22808417989211974,5.272702452013634e-05,-4.852854891321697e-05,0.00010125557343335332
1871,YGL122C,0.8146000000000504,0.00015002709938615014,4155.0,0.3187598678014666,-0.3769518293035376,7.671717636617728e-05,-9.07224619262425e-05,0.00016743963829241978
1872,YGL123W,0.8519999999999865,0.0001808797673829036,4149.0,0.5024995619745275,-0.5451086377270499,0.000121113415756695,-0.00013138313755773677,0.00025249655331443176
1873,YGL124C,0.7370000000000653,0.00013112779368504863,5178.0,0.3993014284304934,-0.4440680629215411,7.711499197189907e-05,-8.576053745105082e-05,0.00016287552942294989
1874,YGL125W,1.0390000000000743,0.00018216617881205502,5080.0,0.2681479314800483,-0.2950510453128209,5.278502588189927e-05,-5.8080914431657666e-05,0.00011086594031355691
1875,YGL126W,0.997199999999852,0.00017827809014909726,5063.0,0.2754375550618041,-0.2869347366809696,5.440204524230775e-05,-5.6672869184469606e-05,0.00011107491442677734
1876,YGL127C,0.4710000000000034,8.606829996174891e-05,4140.0,0.22793318599623835,-0.21730303048137803,5.505632511986434e-05,-5.2488654705646864e-05,0.00010754497982551121
1877,YGL130W,0.687076489014713,0.00012421158816183696,5121.0,0.5421289600792084,-0.5778786154551558,0.00010586388597524086,-0.00011284487706603316,0.000218708763041274
1878,YGL131C,1.0294999999999797,0.0001818837356858587,4062.0,0.2052172127779588,-0.16724070073025984,5.052122421909374e-05,-4.117200904240764e-05,9.16932332615014e-05
1879,YGL132W,0.9810000000000983,0.0001725267376628652,3974.0,0.2115127467105572,-0.2047965939249379,5.322414361111152e-05,-5.153412026294361e-05,0.00010475826387405514
1880,YGL133W,0.9947000000001374,0.0001774137088386225,5117.0,0.3319688585900262,-0.3664140864052658,6.487568078757596e-05,-7.160720859981743e-05,0.00013648288938739338
1881,YGL134W,1.0334999999999614,0.00018940710033006972,4142.0,0.1822702686699446,-0.1780691297607883,4.4005376308533226e-05,-4.299109844538587e-05,8.69964747539191e-05
1882,YGL135W,0.5274999999999852,9.611924555961892e-05,4163.0,0.3123874958069329,-0.310529979025163,7.503903334300574e-05,-7.459283666230195e-05,0.00014963187000530768
1883,YGL136C,0.7962460364061715,0.00014756661145593592,5123.0,0.9360469003722964,-0.4922661177313766,0.0001827146008925037,-9.608942372269698e-05,0.0002788040246152008
1884,YGL137W,0.6140772544821472,0.000100323380170746,5113.0,0.3584080510097686,-0.4314984807832881,7.009740876388979e-05,-8.439242729968473e-05,0.00015448983606357455
1885,YGL138C,1.014799999999941,0.00017903991362677038,4041.0,0.1882511484670437,-0.16775346811235473,4.658528791562575e-05,-4.151286021092669e-05,8.809814812655244e-05
1886,YGL139W,1.0186999999998907,0.00018237584555122764,5169.0,0.22084402999688724,-0.22798019453237026,4.2724710775176474e-05,-4.410528042800739e-05,8.682999120318388e-05
1887,YGL140C,1.016499999999886,0.00018208411483576164,5160.0,0.25965688702840817,-0.24691454760195686,5.0321102137288395e-05,-4.785165651200714e-05,9.817275864929552e-05
1888,YGL141W,1.0204999999998474,0.00018260151319735487,5131.0,0.266333200414394,-0.2696463758572931,5.190668493751588e-05,-5.25524022329552e-05,0.00010445908717047109
1889,YGL142C,0.8182206508306819,0.00014315150434751332,5092.0,0.5180180589655905,-0.574822916112298,0.00010173174763660458,-0.00011288745406761545,0.00021461920170422004
1890,YGL143C,0.0,0.0001864431452297144,3551.0,0.3461273895214472,-0.3189054764278879,9.747321586072858e-05,-8.98072307597544e-05,0.00018728044662048296
1891,YGL144C,1.0156999999999352,0.0001814591814537837,5216.0,0.22008329697350126,-0.27115994293486384,4.2193883622220336e-05,-5.198618537861653e-05,9.418006900083686e-05
1892,YGL145W,0.8942006388887939,0.0001603515704507975,4934.0,0.4705616819756727,-0.4390860085648301,9.537123671983638e-05,-8.899189472331375e-05,0.00018436313144315012
1893,YGL146C,1.0249999999998318,0.00018358470128297072,5223.0,0.23383118236174946,-0.2417597301932762,4.476951605624152e-05,-4.628752253365426e-05,9.105703858989577e-05
1894,YGL147C,0.8864999999998441,0.0001586690550061267,5185.0,0.3558356615648087,-0.3312949296085009,6.862790001249927e-05,-6.389487552719399e-05,0.0001325227755396933
1895,YGL148W,0.9290000000000738,0.00016592030457318317,5174.0,0.3951614837395578,-0.39893241836677,7.637446535360607e-05,-7.71032892088848e-05,0.00015347775456249087
1896,YGL149W,0.7660000000000486,0.00013311886238654352,4042.0,0.3935984267253804,-0.4745364429571538,9.737714664160824e-05,-0.0001174013960804438,0.00021477854272205206
