,genes,smf,dmf,rank,positive_rank,negative_rank,positive_weighted_rank,negative_weighted_rank,absolute_weighted_rank
67,YAL067W-A,1.0415000000000127,0.00016662754245597944,557.0,0.03150680572525477,-0.032490720767696865,5.656518083528684e-05,-5.8331635130515016e-05,0.00011489681596580185
68,YAL068C,1.0216999999999763,0.00017905363297253342,4198.0,0.20049975539553933,-0.22245616076785368,4.776078022761776e-05,-5.29909863668065e-05,0.00010075176659442425
69,YAR002C-A,1.006500000000004,0.00017679862212685422,4111.0,0.2081021831841713,-0.18320088416934435,5.06208180939361e-05,-4.456358165150678e-05,9.518439974544289e-05
70,YAR002W,0.9889999999998064,0.00017592825129991073,5251.0,0.3514690851920523,-0.3925064648744848,6.693374313312745e-05,-7.474889828118164e-05,0.00014168264141430908
71,YAR003W,0.8654999999999291,0.00015389297189620803,5312.0,0.41939029312752096,-0.45013458755863006,7.895148590503029e-05,-8.473919193498306e-05,0.00016369067784001337
72,YAR007C,0.8744492727272106,0.0001505818753484718,2992.0,0.256745618251897,-0.2711229812304893,8.581070128739874e-05,-9.06159696625967e-05,0.00017642667094999544
73,YAR014C,0.8958000000000272,0.00015853929785057783,5056.0,0.4182373697162803,-0.477799725920859,8.272099875717568e-05,-9.450152806979016e-05,0.00017722252682696583
74,YAR015W,1.0050000000000832,0.00017610459697320598,4119.0,0.22202091821527006,-0.2161821845202103,5.390165530839282e-05,-5.2484142879390706e-05,0.00010638579818778352
75,YAR018C,0.9332999999998834,0.00016648950583467696,5320.0,0.3574892305562776,-0.3403581918971834,6.719722378877397e-05,-6.397710374007209e-05,0.00013117432752884607
76,YAR019C,0.8584895415341753,0.00014711849910503476,5278.0,0.6006348258431831,-0.4294172585736867,0.00011379970175126621,-8.135984436788304e-05,0.00019515954611914929
77,YAR020C,1.0216999999999312,0.00017921435681937434,4126.0,0.16893803339690738,-0.16508781734277014,4.094474876318647e-05,-4.001158927357492e-05,8.09563380367614e-05
78,YAR023C,1.003700000000148,0.00017840203343302445,5126.0,0.20828787337548355,-0.2452305731904398,4.063360775955589e-05,-4.7840533201412374e-05,8.847414096096827e-05
