YHR213W-B,Yap6p
YHR213W-B,Gcn4p
YHR213W-B,Tos8p
YHR213W-B,Ste12p
YHR213W-B,Msn4p
YHR213W-B,Msn2p
YHR213W-B,Sfl1p
YHR213W-B,Tec1p
YHR214C-B,Smp1p
YHR214C-B,Mal33p
YHR214C-B,Tup1p
YHR214C-B,Rpn4p
YHR214C-B,Ume6p
YHR214C-B,Met32p
YHR214C-B,Cad1p
YHR214C-B,Urc2p
YHR214C-B,Pdr1p
YHR214C-B,Ndt80p
YHR214C-B,Cst6p
YHR214C-B,Cbf1p
YHR214C-B,Ime1p
YHR214C-B,Ixr1p
YHR214C-B,Spt23p
YHR214C-B,Bas1p
YHR214C-B,Yap1p
YHR214C-B,Mac1p
YHR214C-B,Msn2p
YHR214C-B,Rap1p
YHR214C-B,Cin5p
YHR214C-B,Met31p
YHR214C-B,Pdr3p
YHR214C-B,Reb1p
YHR214C-B,Tec1p
YHR214C-C,Smp1p
YHR214C-C,Mal33p
YHR214C-C,Tup1p
YHR214C-C,Rpn4p
YHR214C-C,Ume6p
YHR214C-C,Met32p
YHR214C-C,Cad1p
YHR214C-C,Hsf1p
YHR214C-C,Pdr1p
YHR214C-C,Rim101p
YHR214C-C,Met28p
YHR214C-C,Cbf1p
YHR214C-C,Ixr1p
YHR214C-C,Bas1p
YHR214C-C,Yap1p
YHR214C-C,Msn2p
YHR214C-C,Rap1p
YHR214C-C,Cin5p
YHR214C-C,Tye7p
YHR214C-C,Haa1p
YHR214C-C,Pdr3p
YHR214C-C,Reb1p
YHR214C-C,Tec1p
YHR214C-D,Ste12p
YHR214C-D,Bas1p
YHR214C-E,Hac1p
YHR214C-E,Msn2p
YHR214C-E,Cin5p
YHR214W,Thi2p
YHR214W,Rpn4p
YHR214W,Ino2p
YHR214W,Adr1p
YHR214W,Met32p
YHR214W,Mig3p
YHR214W,Dot6p
YHR214W,Swi4p
YHR214W,Hac1p
YHR214W,Cup2p
YHR214W,Tos8p
YHR214W,Mig1p
YHR214W,Pdr1p
YHR214W,Rme1p
YHR214W,Rim101p
YHR214W,Ste12p
YHR214W,Xbp1p
YHR214W,Cst6p
YHR214W,Met28p
YHR214W,Gzf3p
YHR214W,Cbf1p
YHR214W,Msn4p
YHR214W,Yap1p
YHR214W,Msn2p
YHR214W,Ino4p
YHR214W,Yap7p
YHR214W,Cin5p
YHR214W,Hms1p
YHR214W,Sfl1p
YHR214W,Tye7p
YHR214W,Pip2p
YHR214W,Gal4p
YHR214W,Cup9p
YHR214W,Met31p
YHR214W,Oaf1p
YHR214W,Rtg3p
YHR214W,Pdr3p
YHR214W,Tec1p
YHR214W,Zap1p
YHR214W-A,Thi2p
YHR214W-A,Tup1p
YHR214W-A,Pho2p
YHR214W-A,Rpn4p
YHR214W-A,Adr1p
YHR214W-A,Met32p
YHR214W-A,Gcn4p
YHR214W-A,Mig3p
YHR214W-A,Swi4p
YHR214W-A,Hac1p
YHR214W-A,Aft1p
YHR214W-A,Mig1p
YHR214W-A,Pdr1p
YHR214W-A,Rme1p
YHR214W-A,Rim101p
YHR214W-A,Ste12p
YHR214W-A,Cst6p
YHR214W-A,Met28p
YHR214W-A,Mga2p
YHR214W-A,Cbf1p
YHR214W-A,Ixr1p
YHR214W-A,Spt23p
YHR214W-A,Bas1p
YHR214W-A,Yap1p
YHR214W-A,Mac1p
YHR214W-A,Arg80p
YHR214W-A,Sko1p
YHR214W-A,Msn1p
YHR214W-A,Yap7p
YHR214W-A,Cin5p
YHR214W-A,Hms1p
YHR214W-A,Sfl1p
YHR214W-A,Tye7p
YHR214W-A,Pip2p
YHR214W-A,Gal4p
YHR214W-A,Cup9p
YHR214W-A,Gcr1p
YHR214W-A,Met31p
YHR214W-A,Arr1p
YHR214W-A,Rtg3p
YHR214W-A,Pdr3p
YHR214W-A,Tec1p
YHR214W-A,Zap1p
YHR215W,Ert1p
YHR215W,Mal33p
YHR215W,Tup1p
YHR215W,Uga3p
YHR215W,Pho2p
YHR215W,Mbp1p
YHR215W,Rpn4p
YHR215W,Nrg1p
YHR215W,Ino2p
YHR215W,Ume6p
YHR215W,Upc2p
YHR215W,Met32p
YHR215W,Sum1p
YHR215W,Yhp1p
YHR215W,Stp1p
YHR215W,Urc2p
YHR215W,Gcn4p
YHR215W,Mig3p
YHR215W,Gln3p
YHR215W,Swi4p
YHR215W,Spt2p
YHR215W,Rph1p
YHR215W,Hac1p
YHR215W,Pho4p
YHR215W,Sut1p
YHR215W,Hsf1p
YHR215W,Aft1p
YHR215W,Mig1p
YHR215W,Pdr1p
YHR215W,Rme1p
YHR215W,Rim101p
YHR215W,Stp2p
YHR215W,Ste12p
YHR215W,Skn7p
YHR215W,Fkh1p
YHR215W,Cst6p
YHR215W,Gat4p
YHR215W,Met28p
YHR215W,Dal81p
YHR215W,Mga2p
YHR215W,YJL206C
YHR215W,Gzf3p
YHR215W,Cbf1p
YHR215W,Ash1p
YHR215W,Abf1p
YHR215W,Msn4p
YHR215W,Ixr1p
YHR215W,Dal80p
YHR215W,Oaf3p
YHR215W,Bas1p
YHR215W,Ppr1p
YHR215W,Rfx1p
YHR215W,Ecm22p
YHR215W,Sfp1p
YHR215W,Tda9p
YHR215W,Yox1p
YHR215W,Yap1p
YHR215W,Sok2p
YHR215W,Mac1p
YHR215W,Msn2p
YHR215W,Mcm1p
YHR215W,Mot3p
YHR215W,Rap1p
YHR215W,Gcr2p
YHR215W,Met4p
YHR215W,Fkh2p
YHR215W,Msn1p
YHR215W,Rtg1p
YHR215W,Hms1p
YHR215W,Wtm1p
YHR215W,Hap5p
YHR215W,Pip2p
YHR215W,Aft2p
YHR215W,Rlm1p
YHR215W,Gcr1p
YHR215W,Met31p
YHR215W,Sut2p
YHR215W,Fhl1p
YHR215W,Arr1p
YHR215W,Oaf1p
YHR215W,Hap3p
YHR215W,Pdr3p
YHR215W,Reb1p
YHR215W,Tec1p
YHR216W,Mal33p
YHR216W,Tup1p
YHR216W,Rpn4p
YHR216W,Ino2p
YHR216W,Ume6p
YHR216W,Adr1p
YHR216W,Gcn4p
YHR216W,Gln3p
YHR216W,Aca1p
YHR216W,Swi4p
YHR216W,Gat1p
YHR216W,Hsf1p
YHR216W,Aft1p
YHR216W,Pdr1p
YHR216W,Skn7p
YHR216W,Fkh1p
YHR216W,Xbp1p
YHR216W,Cst6p
YHR216W,Met28p
YHR216W,Mga2p
YHR216W,YJL206C
YHR216W,Cbf1p
YHR216W,Abf1p
YHR216W,Hap4p
YHR216W,Msn4p
YHR216W,Rgt1p
YHR216W,Ixr1p
YHR216W,Spt23p
YHR216W,Put3p
YHR216W,Bas1p
YHR216W,Ace2p
YHR216W,Sfp1p
YHR216W,Leu3p
YHR216W,Yap1p
YHR216W,Sok2p
YHR216W,Msn2p
YHR216W,Mcm1p
YHR216W,Mot3p
YHR216W,Rap1p
YHR216W,Gcr2p
YHR216W,Ino4p
YHR216W,Rtg1p
YHR216W,Yap7p
YHR216W,Hms1p
YHR216W,Yrr1p
YHR216W,Tye7p
YHR216W,Pip2p
YHR216W,Gal4p
YHR216W,Cup9p
YHR216W,Rds2p
YHR216W,Tbf1p
YHR216W,Gcr1p
YHR216W,Met31p
YHR216W,Pdr3p
YHR217C,Tup1p
YHR217C,Mbp1p
YHR217C,Rpn4p
YHR217C,Met32p
YHR217C,Stp1p
YHR217C,Gcn4p
YHR217C,Mig3p
YHR217C,Gln3p
YHR217C,Swi4p
YHR217C,Hap2p
YHR217C,Ste12p
YHR217C,Ndt80p
YHR217C,Cst6p
YHR217C,Met28p
YHR217C,Cbf1p
YHR217C,Msn4p
YHR217C,Ixr1p
YHR217C,Spt23p
YHR217C,Sfp1p
YHR217C,Arg81p
YHR217C,Yox1p
YHR217C,Yap1p
YHR217C,Msn2p
YHR217C,Dal82p
YHR217C,Rap1p
YHR217C,Rtg1p
YHR217C,Usv1p
YHR217C,Tbf1p
YHR217C,Rlm1p
YHR217C,Gcr1p
YHR217C,Met31p
YHR217C,Pdr3p
YHR217C,Tec1p
YHR218W,Tup1p
YHR218W,Mbp1p
YHR218W,Rpn4p
YHR218W,Met32p
YHR218W,Gln3p
YHR218W,Swi4p
YHR218W,Hap2p
YHR218W,Aft1p
YHR218W,Pdr1p
YHR218W,Ste12p
YHR218W,Met28p
YHR218W,Cbf1p
YHR218W,Msn4p
YHR218W,Ixr1p
YHR218W,Spt23p
YHR218W,Sfp1p
YHR218W,Yap1p
YHR218W,Sok2p
YHR218W,Msn2p
YHR218W,Yrr1p
YHR218W,Gcr1p
YHR218W,Met31p
YHR218W,Fhl1p
YHR218W,Pdr3p
YHR218W,Tec1p
YHR219W,Mal33p
YHR219W,Tup1p
YHR219W,Mbp1p
YHR219W,Rpn4p
YHR219W,Ino2p
YHR219W,Met32p
YHR219W,Cad1p
YHR219W,Mig3p
YHR219W,Swi4p
YHR219W,Tog1p
YHR219W,Hac1p
YHR219W,Gat1p
YHR219W,Hap2p
YHR219W,Cup2p
YHR219W,Aft1p
YHR219W,Pdr1p
YHR219W,YGR067C
YHR219W,Mga1p
YHR219W,Cst6p
YHR219W,Met28p
YHR219W,Yap5p
YHR219W,Gsm1p
YHR219W,Hms2p
YHR219W,YKL222C
YHR219W,Hap4p
YHR219W,Spt23p
YHR219W,Put3p
YHR219W,Sfp1p
YHR219W,Yap1p
YHR219W,Sok2p
YHR219W,Mac1p
YHR219W,Arg80p
YHR219W,Mcm1p
YHR219W,Rgm1p
YHR219W,Pul4p
YHR219W,Cin5p
YHR219W,Hms1p
YHR219W,Tye7p
YHR219W,Pip2p
YHR219W,Cup9p
YHR219W,Gcr1p
YHR219W,Met31p
YHR219W,Haa1p
YHR219W,Rox1p
YHR219W,Arr1p
YHR219W,Pdr3p
YHR219W,Tec1p
YIL001W,Rpn4p
YIL001W,Nrg1p
YIL001W,Ume6p
YIL001W,Plm2p
YIL001W,Gcn4p
YIL001W,Gln3p
YIL001W,Znf1p
YIL001W,Hac1p
YIL001W,Tos8p
YIL001W,Pdr1p
YIL001W,Ste12p
YIL001W,Cst6p
YIL001W,Sfp1p
YIL001W,Yap1p
YIL001W,Rap1p
YIL001W,Met31p
YIL001W,Pdr3p
YIL001W,Nrg2p
YIL002C,Rpn4p
YIL002C,Met32p
YIL002C,Gcn4p
YIL002C,Tos8p
YIL002C,Pdr1p
YIL002C,Ste12p
YIL002C,Met28p
YIL002C,Cbf1p
YIL002C,Yap1p
YIL002C,Rap1p
YIL002C,Ino4p
YIL002C,Cin5p
YIL002C,Rlm1p
YIL002C,Gcr1p
YIL002C,Pdr3p
YIL002C,Tec1p
YIL002W-A,Pho2p
YIL002W-A,Nrg1p
YIL002W-A,Stp1p
YIL002W-A,Mig3p
YIL002W-A,Flo8p
YIL002W-A,Fzf1p
YIL002W-A,Fkh1p
YIL002W-A,Ixr1p
YIL002W-A,Rap1p
YIL002W-A,Gcr2p
YIL002W-A,Ino4p
YIL002W-A,Yrr1p
YIL003W,Smp1p
YIL003W,Srd1p
YIL003W,Tup1p
YIL003W,Pho2p
YIL003W,Rpn4p
YIL003W,Nrg1p
YIL003W,Ume6p
YIL003W,Yap6p
YIL003W,Aro80p
YIL003W,Stp1p
YIL003W,Gcn4p
YIL003W,Gat1p
YIL003W,Fzf1p
YIL003W,Hap2p
YIL003W,Pdr1p
YIL003W,Ste12p
YIL003W,Fkh1p
YIL003W,Met28p
YIL003W,Yap5p
YIL003W,YJL206C
YIL003W,Cbf1p
YIL003W,Abf1p
YIL003W,Hap4p
YIL003W,Bas1p
YIL003W,Cha4p
YIL003W,Sfp1p
YIL003W,Yap1p
YIL003W,Gcr2p
YIL003W,Rtg1p
YIL003W,Met31p
YIL003W,Hap3p
YIL003W,Pdr3p
YIL003W,Tec1p
YIL004C,Thi2p
YIL004C,Tup1p
YIL004C,Rpn4p
YIL004C,Ume6p
YIL004C,Met32p
YIL004C,Gcn4p
YIL004C,Hap2p
YIL004C,Pdr1p
YIL004C,Fkh1p
YIL004C,Gat4p
YIL004C,Met28p
YIL004C,Mga2p
YIL004C,Cbf1p
YIL004C,Sfp1p
YIL004C,Yap1p
YIL004C,Mot3p
YIL004C,Yrr1p
YIL004C,Pip2p
YIL004C,Gal4p
YIL004C,Met31p
YIL004C,Pdr3p
YIL005W,Tup1p
YIL005W,Rpn4p
YIL005W,Ume6p
YIL005W,Met32p
YIL005W,Gcn4p
YIL005W,Gat1p
YIL005W,Hap2p
YIL005W,Pdr1p
YIL005W,Cst6p
YIL005W,Met28p
YIL005W,Cbf1p
YIL005W,Ixr1p
YIL005W,Put3p
YIL005W,Sfp1p
YIL005W,Yap1p
YIL005W,Met31p
YIL005W,Pdr3p
YIL005W,Tec1p
YIL006W,Rpn4p
YIL006W,Gis1p
YIL006W,Ume6p
YIL006W,Gcn4p
YIL006W,Mig3p
YIL006W,Pdr1p
YIL006W,Ste12p
YIL006W,Rof1p
YIL006W,Xbp1p
YIL006W,Cbf1p
YIL006W,Rgt1p
YIL006W,Ace2p
YIL006W,Leu3p
YIL006W,Yap1p
YIL006W,Cin5p
YIL006W,Sfl1p
YIL006W,Tye7p
YIL006W,Gal4p
YIL006W,Cup9p
YIL006W,Met31p
YIL006W,Pdr3p
YIL006W,Tec1p
YIL007C,Rpn4p
YIL007C,Ume6p
YIL007C,Met32p
YIL007C,Gcn4p
YIL007C,Pdr1p
YIL007C,Ste12p
YIL007C,Cst6p
YIL007C,Cbf1p
YIL007C,Hap4p
YIL007C,Msn4p
YIL007C,Bas1p
YIL007C,Yap1p
YIL007C,Msn2p
YIL007C,Cin5p
YIL007C,Met31p
YIL007C,Fhl1p
YIL007C,Pdr3p
YIL008W,Thi2p
YIL008W,Kar4p
YIL008W,Tup1p
YIL008W,Rpn4p
YIL008W,Swi5p
YIL008W,Ume6p
YIL008W,Met32p
YIL008W,Aro80p
YIL008W,Gcn4p
YIL008W,Mig3p
YIL008W,Gln3p
YIL008W,Swi4p
YIL008W,Spt2p
YIL008W,Hap2p
YIL008W,Pdr1p
YIL008W,Rim101p
YIL008W,Cst6p
YIL008W,Met28p
YIL008W,Cbf1p
YIL008W,Put3p
YIL008W,Rfx1p
YIL008W,YLR278C
YIL008W,Sfp1p
YIL008W,Yap1p
YIL008W,Mss11p
YIL008W,Dal82p
YIL008W,Crz1p
YIL008W,Ino4p
YIL008W,Cin5p
YIL008W,Hms1p
YIL008W,Tye7p
YIL008W,Pip2p
YIL008W,Gal4p
YIL008W,Cup9p
YIL008W,Rds2p
YIL008W,Met31p
YIL008W,Pdr3p
YIL008W,Zap1p
YIL009C-A,Rpn4p
YIL009C-A,Ume6p
YIL009C-A,Adr1p
YIL009C-A,Met32p
YIL009C-A,Gcn4p
YIL009C-A,Mig3p
YIL009C-A,Gln3p
