ORF,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11,Var2_12,Var2_13,Var2_14,Var2_15,Var2_16,Var2_17,Var2_18,Var2_19,Var2_20,Var2_21,Var2_22,Var2_23,Var2_24,Var2_25,Var2_26,Var2_27,Var2_28,Var2_29,Var2_30,Var2_31
YIL049W,-0.385813148788927,-0.125102880658436,-0.110929853181077,-0.186180422264875,-0.308818635607321,-0.17907444668008,-0.262591067469116,-0.128599476439791,-0.147689216342934,-0.249504950495049,-0.286016202888341,-0.259457530335475,-0.136014935505771,-0.201834862385321,-0.260670194003527,-0.177974124329441,-0.215875370919881,-0.0790665273423894,-0.0262048192771084,-0.0898007731192388,-0.0397620538509706,-0.16448836467963,-0.143651258045641,-0.0443086325439266,-0.0339724184325597,-0.253505115574081,-0.336884154460719,-0.457686335403727,-0.342423196410079,-0.27753598928691,-0.278533168520808
YLR094C,-0.220069204152249,-0.2440329218107,-0.343230016313214,-0.298327392377296,-0.235940099833611,-0.300804828973843,-0.350966107063668,-0.535013089005236,-0.529135967849967,-0.29009900990099,-0.372314195139134,-0.220556745182013,-0.113034623217923,-0.148256880733945,-0.153439153439153,-0.175134111707163,-0.199183976261128,-0.314872866597005,-0.193072289156626,-0.254534641688968,-0.28334376956794,-0.325788970353841,-0.159449970743125,-0.254010695187166,-0.318869828456105,-0.456991284577491,-0.413781624500666,-0.391692546583851,-0.198481187435278,-0.215935721459659,-0.361763494025546
YDR482C,-0.385467128027682,-0.564197530864198,-0.489722675367047,-0.398135453797642,-0.617304492512479,-0.396713615023474,-0.536585365853659,-0.461714659685864,-0.471198928332217,-0.410891089108911,-0.369496301514618,-0.366167023554604,-0.315342837746096,-0.422018348623853,-0.525573192239859,-0.386241716629852,-0.452151335311573,-0.265761058864507,-0.0774096385542169,-0.146892655367232,-0.225422667501565,-0.420465412814791,-0.412521942656524,-0.559969442322384,-0.419441641439623,-0.310723758999621,-0.258988015978695,-0.37305900621118,-0.354504659993096,-0.408771342484098,-0.590440873506386
YGL234W,-0.456747404844291,-0.614814814814815,-0.435562805872757,-0.27502056484782,-0.237936772046589,-0.281019450033535,-0.275261324041812,-0.538612565445026,-0.631949095780308,-0.740594059405941,-0.590700951039098,-0.371163454675232,-0.423964697895451,-0.561100917431193,-0.491005291005291,-0.284632376143894,-0.470326409495549,-0.336816440264716,-0.266566265060241,-0.493309545049063,-0.290544771446462,-0.357666560408033,-0.333528379169105,-0.339954163483575,-0.352505886310124,-0.359226979916635,-0.328894806924101,-0.497282608695652,-0.442181567138419,-0.40140609306997,-0.573959620931191
YMR319C,-0.506228373702422,-0.692592592592593,-0.581076672104404,-0.543734576364135,-0.396339434276206,-0.332662642521797,-0.305036426987646,-0.180301047120419,-0.160080375083724,-0.180858085808581,-0.390630503698485,-0.400071377587437,-0.502376103190767,-0.466788990825688,-0.372486772486772,-0.235721047649101,-0.240727002967359,-0.240334378265413,-0.232831325301205,-0.382991376746952,-0.184408265497808,-0.1893528849219,-0.220011702750146,-0.347975553857907,-0.298015472586613,-0.434255399772641,-0.397470039946738,-0.453804347826087,-0.391439420089748,-0.150987612989622,-0.348990523279769
YLR172C,-0.359515570934256,-0.424691358024691,-0.379445350734095,-0.282149712092131,-0.273544093178037,-0.291079812206573,-0.409566043712385,-0.50032722513089,-0.286001339584729,-0.256435643564356,-0.448045086297992,-0.418629550321199,-0.283095723014257,-0.263119266055046,-0.415520282186949,-0.341748185547491,-0.456231454005935,-0.424590734935563,-0.206325301204819,-0.169194171870354,-0.251095804633688,-0.388269046860057,-0.3703920421299,-0.62375859434683,-0.576522031617894,-0.406972338006821,-0.291611185086551,-0.373835403726708,-0.305833620987228,-0.194174757281553,-0.26905644829007
YKL061W,-0.16401384083045,-0.202469135802469,-0.276345840130506,-0.240745818480943,-0.308818635607321,-0.373239436619718,-0.358568261007285,-0.405759162303665,-0.284996651038178,-0.332013201320132,-0.352236703064459,-0.255888650963597,-0.280719619823489,-0.168073394495413,-0.140740740740741,-0.163458504260019,-0.209569732937685,-0.217345872518286,-0.149698795180723,-0.183467142432352,-0.101127113337508,-0.158431622569334,-0.134874195435927,-0.169595110771581,-0.182307433568786,-0.219022356953391,-0.187083888149134,-0.0760869565217391,-0.0545391784604764,-0.145631067961165,-0.259579728059332
YNR008W,-0.243598615916955,-0.204938271604938,-0.152365415986949,-0.129147244310392,-0.213976705490849,-0.126760563380282,-0.236300285080773,-0.12401832460733,-0.135298057602143,-0.157095709570957,-0.217330045790771,-0.264097073518915,-0.364562118126273,-0.352293577981651,-0.263139329805996,-0.173556326917009,-0.20326409495549,-0.235458028561477,-0.216566265060241,-0.139756170086233,-0.246712586098935,-0.326426522154925,-0.367758923346986,-0.480901451489687,-0.41405987218298,-0.482379689276241,-0.449400798934754,-0.338509316770186,-0.323438039351053,-0.258118513558755,-0.261639884631232
YGL233W,-0.420415224913495,-0.31358024691358,-0.277977161500816,-0.27885933644091,-0.349084858569052,-0.405432595573441,-0.415267659170098,-0.378926701570681,-0.29939718687207,-0.264686468646865,-0.2180345191969,-0.477159172019986,-0.390020366598778,-0.459082568807339,-0.440917107583774,-0.159356263805617,-0.660237388724036,-0.464994775339603,-0.308734939759036,-0.250074338388344,-0.164683782091421,-0.194134523430029,-0.207431246342891,-0.306340718105424,-0.233770602085436,-0.2379689276241,-0.232356857523302,-0.328804347826087,-0.259924059371764,-0.182122530967526,-0.19159456118665
YIL055C,-0.28477508650519,-0.440329218106996,-0.590864600326264,-0.543186180422265,-0.581031613976705,-0.481220657276995,-0.390877415267659,-0.325589005235602,-0.282987273945077,-0.12970297029703,-0.159915463191265,-0.223411848679515,-0.273591310251188,-0.345688073394495,-0.365432098765432,-0.554118018302304,-0.537091988130564,-0.444096133751306,-0.349096385542169,-0.202200416294975,-0.0992485911083281,-0.132610774625438,-0.167056758338209,-0.338808250572956,-0.214934409687185,-0.218264494126563,-0.124833555259654,-0.118788819875776,-0.176734552985847,-0.173083361232005,-0.131437989287186
YLR103C,-0.252941176470588,-0.197530864197531,-0.125938009787928,-0.0871949547573348,-0.132113144758735,-0.0969148222669349,-0.0946151409566044,-0.104712041884817,-0.27093101138647,-0.328382838283828,-0.299048960901726,-0.240542469664525,-0.218940936863544,-0.255412844036697,-0.178130511463845,-0.270747869990533,-0.411721068249258,-0.43120863810519,-0.281626506024096,-0.247398156407969,-0.156856606136506,-0.183614918712145,-0.233469865418373,-0.343391902215432,-0.358560376723848,-0.467601364153088,-0.485019973368841,-0.301630434782609,-0.230238177424922,-0.168731168396384,-0.232797692624639
YAL017W,-0.378200692041523,-0.338271604938272,-0.204567699836868,-0.194132163421991,-0.101497504159734,-0.200536552649229,-0.326892619575546,-0.360929319371728,-0.271600803750837,-0.226402640264026,-0.0982740401549842,-0.114561027837259,-0.160896130346232,-0.135045871559633,-0.287830687830688,-0.326285894603976,-0.365356083086053,-0.354928596307907,-0.281325301204819,-0.185845970859352,-0.231684408265498,-0.296461587503985,-0.271796372147455,-0.233384262796028,-0.199798183652876,-0.180371352785146,-0.301264980026631,-0.347437888198758,-0.344494304452882,-0.388349514563107,-0.468067573135558
YCL067C,-0.121799307958478,-0.140329218106996,-0.187275693311582,-0.124485878804497,-0.196006655574043,-0.194835680751174,-0.19417168197656,-0.160013089005236,-0.193235097119893,-0.233993399339934,-0.226135963367383,-0.298358315488936,-0.276646300067889,-0.331743119266055,-0.386596119929453,-0.287156831808141,-0.290430267062315,-0.197492163009404,-0.0837349397590362,-0.128456735057984,-0.170945522855354,-0.0934013388587823,-0.0383265067290813,-0.0756302521008403,-0.117389841910528,-0.209928003031451,-0.178095872170439,-0.261645962732919,-0.160856057991025,-0.10780046869769,-0.26823238566131
YDL074C,-0.199307958477509,-0.247325102880658,-0.217944535073409,-0.253907321085824,-0.285191347753744,-0.272635814889336,-0.35318340196389,-0.381871727748691,-0.383791024782318,-0.375247524752475,-0.31278619232124,-0.402569593147752,-0.299049558723693,-0.224587155963303,-0.271604938271605,-0.285263490059956,-0.273367952522255,-0.242075931731104,-0.262951807228916,-0.257508177222718,-0.197871008140263,-0.168951227287217,-0.191047396138092,-0.284950343773873,-0.277161116717121,-0.331943918150815,-0.24167776298269,-0.43361801242236,-0.405246807041767,-0.372614663542015,-0.333745364647713
YHR140W,-0.273702422145329,-0.232921810699588,-0.178140293637847,-0.126679462571977,-0.405657237936772,-0.416498993963783,-0.577446943300602,-0.666230366492147,-0.433690555927662,-0.405940594059406,-0.304332511447693,-0.149536045681656,-0.0858791581805839,-0.162201834862385,-0.0779541446208113,-0.161249605553803,-0.117952522255193,-0.103099965168931,-0.063855421686747,-0.0862325304787392,-0.0450845335003131,-0.0688555945170545,-0.142480983031012,-0.251336898395722,-0.256979482004709,-0.32247063281546,-0.284287616511318,-0.388198757763975,-0.333793579565067,-0.384332105791764,-0.378244746600742
YJR010W,-0.482698961937716,-0.464197530864198,-0.199347471451876,-0.111324376199616,-0.219633943427621,-0.153923541247485,-0.298701298701299,-0.396596858638744,-0.357669122572003,-0.368646864686469,-0.218738992603029,-0.124553890078515,-0.134758995247794,-0.361834862385321,-0.415167548500882,-0.3755127800568,-0.214391691394659,-0.334726576105886,-0.31566265060241,-0.380017841213202,-0.320288040075141,-0.350015938795027,-0.384435342305442,-0.46829640947288,-0.259670366633031,-0.314892004547177,-0.177762982689747,-0.104037267080745,-0.119088712461167,-0.136257114161366,-0.285125669550886
YLR100W,-0.356401384083045,-0.61440329218107,-0.327243066884176,-0.276939950644365,-0.377038269550749,-0.510060362173038,-0.297117516629712,-0.228403141361257,-0.310448760884126,-0.367986798679868,-0.473406128918633,-0.611349036402569,-0.229463679565513,-0.27743119266055,-0.189417989417989,-0.23540549069107,-0.386498516320475,-0.390456287008011,-0.361746987951807,-0.309545049063336,-0.384783969943644,-0.39209435766656,-0.310122878876536,-0.450725744843392,-0.12008072653885,-0.184539598332702,-0.0952063914780293,-0.219332298136646,-0.400414221608561,-0.422162705055239,-0.496497733827771
YEL033W,-0.0733564013840831,-0.141975308641975,-0.1836867862969,-0.260488072388264,-0.301497504159734,-0.251844399731724,-0.126702565726956,-0.142015706806283,-0.0910917615539183,-0.0676567656765676,-0.0422684043677351,-0.019271948608137,0,-0.028256880733945,-0.0627865961199295,-0.058693594193752,-0.099406528189911,-0.0602577499129223,-0.109638554216867,-0.168599464763604,-0.343143393863494,-0.338540006375518,-0.292568753657109,-0.55729564553094,-0.265052135889674,-0.576354679802956,-0.572237017310253,-0.531055900621118,-0.381429064549534,-0.129896216940074,-0.0821590440873506
YIL038C,-0.276470588235294,-0.219341563786008,-0.0916802610114192,-0.112146970112421,-0.173710482529118,-0.173373574782025,-0.17358251504593,-0.239201570680628,-0.207970529135968,-0.145214521452145,-0.184219795702712,-0.259814418272662,-0.202987101154107,-0.252844036697248,-0.199294532627866,-0.134427264121174,-0.361646884272997,-0.31382793451759,-0.261746987951807,-0.215878679750223,-0.195992485911083,-0.306343640420784,-0.354008191925102,-0.276165011459129,-0.245206861755802,-0.344827586206896,-0.200732356857523,-0.313664596273292,-0.34276838108388,-0.151657181118179,-0.170168932838896
YDR018C,-0.196193771626298,-0.271604938271605,-0.302773246329527,-0.223745544282972,-0.368718801996672,-0.30617035546613,-0.309154260373773,-0.321335078534032,-0.288345612860013,-0.207590759075908,-0.201479394152871,-0.162384011420414,-0.235234215885947,-0.411009174311927,-0.367195767195767,-0.330072578100347,-0.207344213649852,-0.128874956461163,-0.224096385542169,-0.280701754385965,-0.249217282404508,-0.239081925406439,-0.192510239906378,-0.36096256684492,-0.323915237134208,-0.322849564228874,-0.115512649800266,-0.157608695652174,-0.2140144977563,-0.269501171744225,-0.504326328800989
YIL002C,-0.361245674740484,-0.340740740740741,-0.220880913539967,-0.150534686043323,-0.164059900166389,-0.223675385647217,-0.240734874881216,-0.293848167539267,-0.276289350301407,-0.327392739273927,-0.197604790419162,-0.139186295503212,-0.166666666666667,-0.251009174311927,-0.311816578483245,-0.325654780687914,-0.337166172106825,-0.222918843608499,-0.226204819277108,-0.229854296758846,-0.256105197244834,-0.359897991711827,-0.447922761849034,-0.495034377387319,-0.384460141271443,-0.367942402425161,-0.450066577896138,-0.536878881987578,-0.431480842250604,-0.252427184466019,-0.238978162340338
YBR201W,-0.309342560553633,-0.32962962962963,-0.353670473083197,-0.318069646284618,-0.4369384359401,-0.451710261569417,-0.457396262274311,-0.341950261780105,-0.388479571332887,-0.357755775577558,-0.427263120817189,-0.301570306923626,-0.239307535641548,-0.374678899082569,-0.305820105820106,-0.237298832439255,-0.36053412462908,-0.258794845001741,-0.26777108433735,-0.169788878977104,-0.246086412022542,-0.114440548294549,-0.11439438267993,-0.0508021390374331,-0.124789774638412,-0.32967032967033,-0.316910785619174,-0.343555900621118,-0.164653089402831,-0.257448945430198,-0.337041615162752
YNL243W,-0.309688581314879,-0.346502057613169,-0.430342577487765,-0.336166712366329,-0.478202995008319,-0.379946344735077,-0.411783338612607,-0.431282722513089,-0.362357669122572,-0.29042904290429,-0.359985910531878,-0.330478229835832,-0.41581805838425,-0.244403669724771,-0.385537918871252,-0.293152414010729,-0.324925816023739,-0.347265761058865,-0.143373493975904,-0.267320844484091,-0.366938008766437,-0.55977048135161,-0.553247513165594,-0.639801375095493,-0.565758493104608,-0.577491474043198,-0.524300932090546,-0.613742236024845,-0.430445288229203,-0.353866755942417,-0.414503502266172
YDR366C,-0.269550173010381,-0.176543209876543,-0.0508972267536705,-0.108034000548396,-0.324126455906822,-0.114688128772636,-0.122901488755147,-0.284358638743455,-0.134293369055593,-0.307260726072607,-0.674533286368439,-0.179871520342612,-0.19857433808554,-0.272660550458716,-0.120987654320988,-0.178920795203534,-0.373145400593472,-0.380703587600139,-0.271686746987952,-0.285756764793339,-0.284909204758923,-0.116671979598342,-0.148039789350497,-0.3414820473644,-0.255634039690548,-0.236832133383857,-0.211051930758988,-0.270574534161491,-0.248532965136348,-0.275862068965517,-0.312319736299959
YHR087W,-0.237716262975779,-0.306172839506173,-0.401305057096248,-0.423910063065533,-0.361397670549085,-0.41683433936955,-0.207158694963573,-0.287958115183246,-0.273610180843938,-0.232013201320132,-0.265586474110602,-0.418986438258387,-0.343177189409369,-0.601467889908257,-0.716402116402116,-0.680025244556643,-0.945474777448071,-0.644374782305817,-0.406927710843374,-0.31816830211121,-0.100814026299311,-0.166719795983424,-0.320362785254535,-0.381588999236058,-0.274133871510259,-0.364532019704433,-0.169773635153129,-0.609860248447205,-0.534000690369348,-0.428188818212253,0
YOR118W,-0.383737024221453,-0.535390946502058,-0.331810766721044,-0.195777351247601,-0.0938435940099833,-0.11234071093226,-0.0782388343363953,-0.120746073298429,-0.134293369055593,-0.118811881188119,-0.277562522014794,-0.271234832262669,-0.227766463000679,-0.26348623853211,-0.223985890652557,-0.118964973177659,-0.132047477744807,-0.146290491118077,-0.150602409638554,-0.119536128456735,-0.348778960551033,-0.396238444373605,-0.333235810415448,-0.483193277310924,-0.22468886646485,-0.2379689276241,-0.137816245006658,-0.124223602484472,-0.352088367276493,-0.354201540006696,-0.315615986814998
YKR046C,-0.182698961937716,-0.293827160493827,-0.421207177814029,-0.380038387715931,-0.347420965058236,-0.453051643192488,-0.270509977827051,-0.225458115183246,-0.161085063630275,-0.2,-0.379358929200423,-0.428979300499643,-0.473862864901562,-0.391559633027523,-0.451851851851852,-0.522562322499211,-0.443249258160237,-0.531870428422153,-0.352409638554217,-0.391911983348201,-0.360676268002505,-0.458080969078738,-0.417788180222352,-0.448433919022154,-0.409014463504877,-0.452444107616521,-0.450399467376831,-0.386257763975155,-0.445978598550224,-0.331436223635755,-0.420683971981871
