ORF,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11,Var2_12,Var2_13,Var2_14,Var2_15,Var2_16,Var2_17,Var2_18,Var2_19,Var2_20,Var2_21,Var2_22,Var2_23,Var2_24,Var2_25,Var2_26,Var2_27,Var2_28,Var2_29,Var2_30,Var2_31
ORF,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
YER038C,-0.0970464135021098,-0.169551708832668,-0.0419341035515618,-0.01358134041925,0.224542242210087,0.145124716553288,0.0251660258650822,0.0959974984365228,0.0909473684210526,0.0168810289389068,-0.160779537149817,0.0302560124127231,0.00949464012251147,-0.0963075751808146,0.104684173172463,0.101365328920149,0.0152182619142971,0.0141451414514145,-0.0396249243799154,-0.0847169008088548,0.195250659630607,0.0157374100719425,0.089902002556455,-0.0710382513661203,0.0414788097385032,0.0103004291845494,0.144329896907216,0.13755980861244,0.0786404531822726,0.0126532226176354,-0.0493404982901808
YBL054W,-0.532172995780591,-0.339991122947182,-0.296106118955926,-0.128727487452023,-0.197879858657244,0.0755857898715042,0.0810905277874869,0.0712945590994372,0.0884210526315789,0.0718113612004287,0.130328867235079,-0.0411171450737005,-0.022052067381317,-0.247811191473163,-0.0184528034066714,-0.0161357054199421,0.137364837805366,0.186039360393604,0.0166364186327889,-0.427415921668795,0.0905892700087952,0.113309352517986,0.092032381763954,0.0564663023679417,0.0311091073038774,-0.181545064377682,-0.125773195876289,0.141547049441786,0.0409863378873708,-0.122182680901542,0.179775280898876
YDR162C,-0.0168776371308017,-0.0798934753661785,-0.065040650406504,-0.065249483318571,0.0966912945711532,-0.195011337868481,0.0775952464173365,0.0525328330206379,0.394526315789474,0.230707395498392,0.264311814859927,0.0643910007757952,0.134456355283308,0.0586220022839741,-0.0550035486160397,-0.0769549027720314,0.118542250700841,-0.0242927429274293,0.0208711433756806,0.331630481055768,-0.433597185576077,-0.366906474820144,0.135066041755432,-0.101548269581056,-0.492335437330929,0.00472103004291843,-0.0952577319587629,0.0805422647527911,0.04865044985005,0.189007512850929,0.313629702002931
YER056C,-0.12710970464135,-0.103861517976032,-0.273427471116816,-0.106288751107174,-0.232894314166399,0.063869992441421,-0.164278224397064,-0.0209505941213258,0.138947368421053,0.130493033226152,0.207470564352416,0.106671838634601,-0.0290964777947933,0.0746098210886943,-0.0819730305180979,-0.0264791063301612,-0.00160192230676809,0.0688806888068881,0,0.135376756066411,0.203605980650835,0.0485611510791367,0.0673199829569663,0.00910746812386153,-0.452660054102796,-0.340343347639485,-0.209484536082474,-0.0657894736842106,-0.0236587804065311,0.0913404507710557,-0.227650219833903
YAL039C,0.60337552742616,0.344429649356414,0.231493367565255,-0.00324771183938587,0.177642145840026,0.081254724111867,0.0772457182803216,0.0200125078173858,-0.0475789473684211,0.037513397642015,0.0609013398294763,0.08688906128782,0.0468606431852987,0.0464408070041873,-0.103619588360539,-0.261067438973935,-0.353223868642371,-0.115928659286593,0.105565638233515,0.163899531715624,-0.260334212840809,-0.185701438848921,-0.0370685982104814,0.249544626593807,0.140216411181244,0.0961373390557939,-0.0960824742268042,-0.11244019138756,0.161279573475508,0.100434954527481,-0.390327308255984
YFR041C,-0.122362869198312,-0.287172658677319,-0.0496362858365424,-0.0183052849129023,0.0497911982010922,0.153439153439153,0.161132471163929,0.184177611006879,0.113684210526316,0.0704715969989282,0.0442549736094194,-0.206361520558573,-0.201531393568147,-0.221545489151123,-0.123846699787083,-0.0239966901117087,0.115338406087305,0.0584255842558426,0.100120992135511,-0.0668369518944232,-0.155672823218997,0.0818345323741007,0.0536855560289731,-0.234517304189435,-0.145175834084761,-0.155793991416309,0.191340206185567,0.0350877192982456,-0.218927024325225,-0.23922499011467,0.0249145090376161
YOR288C,-0.250527426160338,-0.302263648468708,-0.0419341035515618,0.065249483318571,-0.102152264696434,-0.123204837490552,0.00768961901433066,-0.103502188868043,0.0412631578947369,-0.0230439442658092,0.0138043036946813,-0.0589604344453064,-0.0300153139356815,0.00114198705747996,0.0702625975869412,0.0794373189904841,0.0973167801361634,-0.0928659286592866,-0.0998185117967332,0.0353341847594721,0.148636763412489,-0.216276978417266,0.0524073285044737,0.029143897996357,0.0135256988277727,-0.151502145922747,-0.260618556701031,-0.0988835725677832,-0.080639786737754,-0.174377224199288,0.233023937469468
YGR180C,0.182489451476793,0.0257434531735464,0.071459135643988,0.0994980808975495,-0.11660777385159,-0.342781557067271,-0.387277175812653,0.229205753595997,-0.182315789473684,-0.114147909967846,-0.363377994315875,0.0333591931730023,0.143950995405819,-0.0274076893795203,0.00248403122782122,-0.1179147703765,0.00680816980376459,0.108856088560886,-0.133696309739867,0.137931034482759,0.08311345646438,-0.198741007194245,-0.0979974435449509,0.104735883424408,0.212804328223625,0.0562231759656652,-0.180618556701031,-0.094896331738437,0.0586471176274575,0.0106761565836299,0.0532486565705911
YLR187W,0.0232067510548524,0.439857967154905,0.164741121095421,0.087688219663419,-0.158368133633151,-0.0842781557067271,-0.324362111149948,-0.116010006253909,-0.223157894736842,0.144158628081458,0.30004060089322,0.0438324282389449,0.118836140888208,0.21773886562619,-0.107877927608233,0.119569714522135,-0.0644773728474168,0.0725707257072571,0.0747126436781609,-0.143465304384845,-0.159630606860158,-0.00224820143884879,0.0562420110779719,0.336976320582878,0.220919747520289,-0.151931330472103,-0.343917525773196,-0.192583732057416,-0.0103298900366544,0.104784499802293,-0.117733268197362
