ORF,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11,Var2_12,Var2_13,Var2_14,Var2_15,Var2_16,Var2_17,Var2_18,Var2_19,Var2_20,Var2_21,Var2_22,Var2_23,Var2_24,Var2_25,Var2_26,Var2_27,Var2_28,Var2_29,Var2_30,Var2_31
YIL038C,-0.185430463576159,-0.149732620320856,-0.145833333333333,-0.0628019323671498,-0.261083743842364,-0.263681592039801,-0.00930232558139535,-0.0380228136882129,-0.0452488687782805,-0.137404580152672,-0.161764705882353,-0.153846153846154,-0.165254237288136,-0.0994475138121547,-0.14410480349345,-0.156398104265403,-0.167597765363129,-0.12280701754386,-0.029535864978903,-0.0053475935828877,-0.0729166666666667,-0.256983240223464,-0.298969072164948,-0.253275109170306,-0.122994652406417,-0.222222222222222,-0.151685393258427,-0.128205128205128,-0.282296650717703,0,-0.143617021276596
YDR018C,-0.384105960264901,-0.224598930481283,-0.15625,-0.256038647342995,-0.45320197044335,-0.338308457711443,-0.2,-0.288973384030418,-0.475113122171946,-0.190839694656489,-0.303921568627451,-0.298076923076923,-0.144067796610169,-0.541436464088398,-0.323144104803493,-0.132701421800948,-0.0279329608938548,-0.0745614035087719,-0.0886075949367089,-0.0855614973262032,-0.119791666666667,-0.162011173184358,-0.139175257731959,-0.279475982532751,-0.0481283422459893,-0.171717171717172,-0.140449438202247,-0.41025641025641,-0.215311004784689,-0.254237288135593,-0.526595744680851
YIL002C,-0.317880794701987,-0.262032085561497,-0.208333333333333,-0.0241545893719807,-0.0394088669950739,-0.139303482587065,-0.26046511627907,-0.239543726235741,-0.131221719457014,-0.122137404580153,-0.0588235294117647,0,-0.0466101694915254,-0.0497237569060773,-0.0960698689956332,-0.156398104265403,-0.173184357541899,-0.18859649122807,0,-0.0641711229946524,-0.494791666666667,-0.575418994413408,-0.443298969072165,-0.292576419213974,-0.181818181818182,-0.368686868686869,-0.629213483146067,-0.543589743589744,-0.401913875598086,-0.175141242937853,-0.0531914893617021
YBR201W,-0.337748344370861,-0.117647058823529,-0.255208333333333,-0.347826086956522,-0.394088669950739,-0.194029850746269,-0.306976744186046,-0.384030418250951,-0.457013574660633,-0.305343511450382,-0.205882352941176,-0.0240384615384615,-0.0889830508474576,-0.0883977900552486,-0.0698689956331878,-0.184834123222749,-0.150837988826816,-0.421052631578947,-0.113924050632911,-0.27807486631016,-0.270833333333333,-0.201117318435754,0,-0.0174672489082969,-0.106951871657754,-0.242424242424242,-0.292134831460674,-0.0769230769230769,-0.0861244019138756,-0.508474576271186,-0.606382978723404
YNL243W,-0.0860927152317881,-0.46524064171123,-0.567708333333333,-0.473429951690821,-0.467980295566502,-0.139303482587065,-0.2,-0.26615969581749,-0.402714932126697,-0.110687022900763,-0.142156862745098,-0.211538461538462,-0.173728813559322,-0.116022099447514,-0.179039301310044,-0.203791469194313,-0.312849162011173,-0.241228070175439,-0.164556962025316,-0.235294117647059,-0.338541666666667,-0.631284916201117,-0.551546391752577,-0.471615720524018,-0.545454545454545,-0.323232323232323,-0.247191011235955,-0.230769230769231,-0.210526315789474,-0.310734463276836,-0.462765957446808
YDR366C,-0.245033112582781,-0.197860962566845,-0.046875,-0.00483091787439614,-0.0985221674876847,-0.0248756218905473,-0.0883720930232558,-0.0684410646387833,-0.085972850678733,-0.187022900763359,-0.5,-0.0961538461538461,-0.0211864406779661,-0.276243093922652,-0.253275109170306,-0.274881516587678,-0.301675977653631,-0.258771929824561,-0.291139240506329,-0.27807486631016,-0.213541666666667,-0.0726256983240224,-0.288659793814433,-0.100436681222707,-0.0855614973262032,-0.0555555555555556,-0.162921348314607,-0.148717948717949,-0.210526315789474,-0.214689265536723,-0.388297872340426
YHR087W,-0.172185430463576,-0.181818181818182,-0.25,-0.246376811594203,-0.310344827586207,-0.45273631840796,-0.0325581395348837,-0.0608365019011407,-0.085972850678733,-0.0992366412213741,-0.166666666666667,-0.307692307692308,-0.13135593220339,-0.464088397790055,-0.620087336244541,-0.635071090047393,-0.804469273743017,-0.517543859649123,-0.278481012658228,-0.443850267379679,-0.140625,-0.379888268156425,-0.345360824742268,-0.174672489082969,-0.224598930481283,-0.313131313131313,-0.202247191011236,-0.287179487179487,-0.244019138755981,-0.242937853107345,0
YOR118W,-0.350993377483444,-0.363636363636364,-0.229166666666667,-0.21256038647343,0,-0.0149253731343284,-0.0558139534883721,-0.026615969581749,-0.0135746606334842,-0.0343511450381679,-0.0441176470588235,-0.129807692307692,-0.13135593220339,-0.215469613259668,-0.0174672489082969,-0.0758293838862559,-0.0726256983240224,-0.0570175438596491,-0.0548523206751055,-0.128342245989305,-0.317708333333333,-0.441340782122905,-0.309278350515464,-0.244541484716157,-0.181818181818182,-0.232323232323232,-0.050561797752809,0,-0.105263157894737,-0.129943502824859,-0.170212765957447
YKR046C,-0.0397350993377483,-0.262032085561497,-0.302083333333333,-0.304347826086957,-0.266009852216749,-0.288557213930348,-0.111627906976744,-0.0684410646387833,-0.194570135746606,-0.232824427480916,-0.5,-0.432692307692308,-0.25,-0.314917127071823,-0.213973799126638,-0.327014218009479,-0.391061452513967,-0.241228070175439,-0.244725738396624,-0.700534759358289,-0.4375,-0.64804469273743,-0.407216494845361,-0.349344978165939,-0.25668449197861,-0.45959595959596,-0.455056179775281,-0.333333333333333,-0.22488038277512,-0.361581920903955,-0.361702127659574
YCR075C,-0.529801324503311,-0.459893048128342,-0.546875,-0.318840579710145,-0.463054187192118,-0.258706467661692,-0.227906976744186,-0.20532319391635,-0.257918552036199,-0.225190839694657,-0.215686274509804,-0.158653846153846,-0.266949152542373,-0.348066298342541,-0.0829694323144105,-0.180094786729858,-0.245810055865922,-0.12719298245614,-0.337552742616034,-0.700534759358289,-0.802083333333333,-0.391061452513967,-0.268041237113402,-0.218340611353712,-0.267379679144385,-0.343434343434343,-0.241573033707865,-0.358974358974359,-0.440191387559809,-0.581920903954802,-0.441489361702128
YER175C,-0.344370860927152,-0.27807486631016,-0.0729166666666667,-0.072463768115942,0,-0.0597014925373134,-0.0558139534883721,-0.0228136882129278,-0.0361990950226244,-0.0801526717557252,-0.0637254901960784,-0.293269230769231,-0.444915254237288,-0.276243093922652,-0.205240174672489,-0.0853080568720379,-0.206703910614525,-0.118421052631579,-0.29535864978903,-0.390374331550802,-0.0572916666666667,-0.0893854748603352,-0.211340206185567,-0.179039301310044,-0.176470588235294,-0.0252525252525253,-0.230337078651685,-0.246153846153846,-0.0909090909090909,-0.0790960451977401,-0.074468085106383
