max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
5917,4740,5639,1106,2633
6026,2134,1083,1283,1731
5447,4223,4065,1526,902
3138,5782,1238,4450,4800
5242,2857,4278,4300,6061
5900,1729,4984,6312,2504
949,6105,3235,3934,2383
4534,5555,5183,1547,998
3940,3796,2574,4311,6654
6381,5559,4278,4887,642
6075,6612,2506,3344,5303
6492,6132,4109,71,950
923,2367,4775,1222,907
5486,3311,2752,348,1648
5852,5532,4534,991,4881
6256,5932,2568,2201,1994
1119,4092,4580,4339,551
1000,-2,-2,-2,-2
1003,376,2459,4740,2413
5318,376,1002,2413,5317
1875,5320,3054,5043,896
3586,656,1578,5289,5356
913,3526,1650,1865,5413
5678,1023,2108,2275,4954
2823,4056,6502,3827,6303
5332,2671,6265,5117,434
4680,6531,4463,623,3188
3721,2254,2954,5102,5959
1624,5841,2325,5824,4910
4928,3227,1851,5323,1692
4598,1750,2309,1997,207
3173,4088,2986,4197,3390
2577,4471,4823,2872,4153
365,1814,1018,461,1564
4312,3629,1468,1511,4623
5566,2962,1329,5778,5921
-2,-2,-2,-2,-2
6635,4335,5205,238,3142
3591,4065,1027,3658,5859
282,5678,408,3737,1342
-2,-2,5457,6333,3739
5609,6427,2519,285,1657
3657,1027,3658,1548,5544
2872,3658,5544,2577,1433
1027,3658,1932,2674,2678
-2,-2,-2,-2,-2
3660,2742,5462,2019,4744
1110,6483,386,4709,5035
4405,5007,835,2602,5929
959,992,897,781,4935
3988,2187,-2,-2,-2
1112,4634,2260,4958,1455
5855,2985,5955,3561,3083
6339,2567,3761,4736,4692
3886,2120,1416,1039,610
1038,4115,4739,5152,2070
269,268,4654,6413,270
-2,-2,-2,-2,-2
2667,2106,123,4605,5894
846,298,6560,4879,3643
6595,5706,4187,4383,1662
3332,2055,4831,3040,1047
1047,6108,1935,1837,2712
1046,1050,1053,1052,1044
2156,3938,2486,3717,1248
4532,1216,1371,5907,238
823,1047,4981,6602,2982
52,4141,4957,3982,1974
3688,5481,4351,1649,1469
4835,4048,4984,1748,3746
4548,6328,6658,2277,925
2568,6322,380,3099,2649
-2,-2,-2,-2,-2
846,298,446,6560,1804
1149,3334,812,801,6336
3285,1555,3920,6563,4677
1876,3870,818,1111,2353
4065,1608,1735,985,4991
3530,4087,1530,6514,3169
3872,2395,4657,5801,5468
658,302,4093,303,1892
304,4967,2101,2579,5270
5521,1632,3114,411,5649
5666,673,1885,4920,1431
5006,4270,4051,1180,3996
5006,4270,4051,1180,3996
308,306,1259,2413,2909
1168,6518,524,2245,3886
1408,2689,2455,3113,1077
6490,5912,2345,205,3099
1075,1076,1072,4223,4261
1074,1076,4223,3867,4261
4223,4617,3354,5138,1526
6636,2226,6169,410,526
5345,1308,3251,2459,4605
741,2717,4172,1150,1548
1731,1083,5920,985,6026
6569,2916,5955,6663,5855
1083,3995,2057,3420,218
985,1080,1731,6026,2134
1085,4341,1089,1102,1087
900,435,1084,5239,2418
666,3726,3826,463,3309
6030,6450,666,2639,6152
786,6476,145,3176,473
1088,1085,1083,1087,1090
907,5693,1389,4051,1960
3838,5582,6247,4457,2572
6593,1121,1087,1099,1083
4310,5562,472,3290,2984
3762,5094,3991,5993,5477
4051,1868,3885,4270,5693
2808,5228,6251,802,6061
4355,1128,1087,1094,1092
5074,311,541,4467,2408
800,4062,2451,1998,1092
846,1128,298,446,6560
1102,6575,1077,1116,1088
1103,1101,1116,1119,1087
1102,1116,2719,1119,1101
2644,3322,1878,5534,6220
4051,5475,6242,4270,3996
4740,2633,984,5318,5917
1123,1828,385,181,1103
6214,286,2518,5074,6081
5492,2715,6038,565,2008
1031,386,4709,249,5035
5324,171,16,4778,2288
1035,4634,1837,2260,830
3424,3766,2122,2915,4194
3156,2691,4496,2643,1915
1925,6282,1367,6482,6514
1103,1102,1101,1099,1120
4516,5003,4234,848,6202
851,515,4127,4219,4280
1000,4092,551,4580,4339
5174,1567,2174,3983,2474
5135,2297,1139,4825,3990
2875,1876,1983,2754,6350
4498,2124,1823,3454,559
5066,1869,2856,6375,1721
1729,4984,2370,1427,3988
3269,6175,1802,1956,3064
1119,1121,1102,732,1088
4455,407,1100,5687,1140
724,2183,4051,4270,3885
5449,5518,752,749,1131
1132,1130,1134,1088,1108
1131,1089,1112,1088,1134
1991,5142,2985,5561,3433
344,5647,4931,5197,5768
2319,3972,1317,3522,1885
5006,4270,4051,1180,3996
1317,3522,1885,4362,5006
4788,1933,2693,424,6579
4825,1121,3990,5569,2297
1869,6375,1721,5174,6043
5745,415,296,1246,6339
138,5960,3580,4480,936
4052,5122,1768,5335,5380
680,2175,1601,1419,5195
6336,5071,4061,2897,3955
6032,5566,4824,6644,4752
3969,5854,1544,1297,4683
1607,2179,5481,2032,2215
3334,812,2925,1058,3910
4172,3778,1987,4109,71
1393,1150,3967,4634,-2
2469,2212,6578,550,424
6575,2818,2473,5307,1101
707,558,2604,6636,410
707,4626,5891,5308,6169
3509,5367,3643,1722,6490
4212,777,213,2340,3685
-2,-2,-2,-2,-2
4631,5487,170,6703,2289
4631,5487,170,6703,2289
146,634,5684,981,717
5385,6648,554,3323,3500
4548,6328,3142,4446,6423
2710,5668,3417,3568,5553
4604,1126,2330,630,1942
728,1939,1500,978,3159
1529,5769,1320,1637,1540
2245,1071,524,6518,3886
5698,1696,237,2196,3635
1998,4062,800,746,5194
1695,1876,6373,2189,3717
1090,907,1389,3413,5693
2342,882,2103,761,2295
6098,3510,3193,3192,3758
-2,-2,-2,-2,-2
2311,6674,2143,3818,1901
1178,1247,5423,3920,5369
4122,4369,1177,1262,6008
2941,5259,855,1450,4668
3594,6159,907,4213,6524
5517,407,5684,4615,1215
5423,3066,429,4758,6114
1321,4294,2250,1295,4776
2567,4772,3045,6476,1278
5361,4204,2378,3770,2355
467,5708,4753,4998,2208
2056,424,6578,4795,4162
2371,4218,2891,6269,2585
1974,3149,2629,5881,6173
1191,4061,5077,6017,1559
6542,3955,6317,6017,6438
4221,1138,1933,3798,4860
2555,41,5829,2294,3848
2305,2548,6486,3621,2876
3272,1196,2795,1790,1857
360,2292,692,3135,3929
3558,6095,6096,3412,6660
3790,5786,224,6220,4453
1776,3636,2775,715,590
370,5626,6005,5259,6331
2057,3420,1534,2753,4876
4890,5371,1721,2856,2520
774,3390,3355,2693,4197
3849,318,4984,721,989
6397,4951,2373,3087,334
3385,981,5684,5175,1567
1724,3087,4269,3345,2333
1186,2208,4706,1461,702
4954,6405,5761,1265,3789
1227,1825,2985,267,4524
1227,267,5901,1196,286
429,913,972,1750,3526
5006,2696,3374,2481,3101
4038,2517,1310,434,1845
1919,407,4835,4873,2843
1049,1371,6437,4794,424
2461,446,2975,6248,4300
2689,2226,6169,410,526
2637,467,5708,2208,335
4051,3885,3996,835,1868
3822,4053,3814,1652,3300
4775,5677,3091,996,923
4715,6549,4414,2768,2974
4831,3332,3040,5586,1895
4886,5961,6421,2858,5992
3699,704,1211,791,5682
1211,195,2701,4065,2711
-2,-2,-2,-2,-2
6029,5439,2449,5960,1279
2808,1140,834,1567,1355
3718,4296,4271,585,5959
363,4148,385,4498,400
1234,679,3228,2559,592
3265,3559,1263,919,3371
4108,4377,829,3014,5814
2787,2366,6400,5173,2247
2131,4011,2840,4312,3544
987,2492,4450,3735,5782
4604,5069,3994,1641,1332
6185,6096,4531,4300,6061
4065,5468,-2,-2,-2
2532,5923,3681,4386,5345
2663,3756,3103,5790,3973
840,6692,379,6379,2215
6372,1537,280,537,1488
4805,1247,4779,5245,4806
5245,4779,4806,2033,1177
1379,2486,2156,3717,3985
3528,1389,1250,389,965
1249,1525,1526,6268,1518
5653,2215,5864,4304,2640
5510,3037,3851,2355,4944
4835,4433,5699,2443,1000
5456,5553,847,3588,6343
4418,5390,6437,3887,5619
1259,2823,4065,206,3088
5006,4270,4051,1180,3996
5006,3714,4270,6221,1171
1256,1070,470,3498,266
5006,4270,4051,1180,3996
470,3498,4771,453,4221
3501,3926,6402,2454,4403
3265,1234,3559,919,3371
2754,4973,4690,2716,2506
5761,4954,6405,4319,3789
4408,3254,6484,169,6337
5056,5081,1548,62,1933
6315,399,3350,550,4051
2429,3571,656,4429,2875
4488,1389,2885,5437,907
6085,2326,1101,2319,3847
502,66,623,1590,6002
4409,6098,3911,6458,6213
4822,950,2727,5449,4926
5561,258,5142,121,5141
258,5142,120,5141,257
3600,4637,4476,945,3734
812,4569,4004,4990,5060
2140,5345,4815,5998,4199
4516,4598,2544,6018,4155
1282,-2,-2,-2,-2
2432,6692,5801,1605,1692
2134,985,5920,6026,1731
6485,5909,5156,4035,1823
3466,3114,3247,5521,374
378,3079,2853,4410,860
815,532,3159,5703,417
5115,2604,2164,2920,410
3097,2234,5413,6166,2084
795,983,1755,6619,3960
1286,4410,3079,2853,4648
1291,4338,5984,5819,3527
4934,4933,5957,209,6131
5900,4233,4384,1973,1748
1321,4294,4776,2250,5455
3570,1667,6207,265,3448
1477,3969,5854,1544,529
4065,-2,-2,-2,-2
3973,4900,974,818,5398
2641,2961,2936,2633,5504
797,3579,400,662,2775
2415,823,2500,2018,6003
2822,5340,4137,5502,6602
2971,2509,751,5414,6530
5220,3223,3555,3062,6637
364,6174,4501,6504,3631
4894,3117,619,2327,3029
2304,2756,3599,3909,6249
280,2913,1245,6372,1537
4038,5117,5761,1214,1845
4093,3708,741,371,3226
3237,4186,5295,2068,5997
3190,4413,2668,5935,5146
1922,2026,2985,4285,5006
5006,5112,3714,4270,4051
598,1317,5006,4270,4051
1137,1885,4362,3522,598
4461,5146,4846,3029,1313
5647,1134,4931,5197,344
5276,5452,1167,5552,1529
3476,4294,836,4776,1295
3725,336,6315,6165,5021
3152,2890,5363,2187,3013
5654,6256,3099,681,2568
-2,-2,-2,-2,-2
5382,4812,1892,4019,4535
1326,-2,-2,-2,-2
4601,1609,5776,953,957
1019,2962,5566,5648,5348
2133,1253,5583,4065,94
5780,5151,825,6048,5601
1601,897,3415,3391,1239
3703,914,974,5324,4759
4065,5810,-2,-2,-2
5187,4241,5006,4958,760
2848,2534,2829,2466,694
2906,116,3003,6175,572
4267,4099,2896,192,291
3501,2294,1632,3561,2034
4929,6062,5477,5993,5094
1516,6108,4371,2349,4514
798,3324,4751,4401,1023
3417,2800,6572,6437,610
4503,5586,1645,4089,878
5784,1279,2346,916,1346
1345,3663,-2,-2,-2
1393,3208,4667,1915,4958
3828,6547,6374,2120,5687
5283,2270,5731,3384,2829
3397,5915,4367,3954,2552
5131,6652,2292,5456,5212
3321,1383,161,5408,707
3397,5076,5915,2688,3670
3678,6477,6236,772,3617
3267,831,2268,6606,1519
6076,4565,1742,2790,4851
4199,3587,6565,4815,5443
4043,2239,4171,2966,1504
4847,677,2070,3150,4739
5169,4573,1354,623,500
631,1606,4379,5917,5605
5437,4469,4180,4328,556
1892,1576,6433,1410,24
2224,5695,2817,1740,6638
4335,5424,5866,5394,2528
3366,6027,5622,2892,812
1925,2643,1530,3169,4087
2856,5228,2207,3750,6605
207,566,3699,5475,4935
1668,6005,1367,4611,6178
1216,1049,4532,987,1238
1952,1905,5418,1120,6319
89,4118,5006,6477,686
5006,6413,3714,4270,6221
548,1217,3786,5197,2643
6174,482,2562,4501,6504
6141,4525,2223,3947,4579
2305,1248,2486,3938,3985
1248,2486,3938,3985,2156
1379,-2,-2,-2,-2
4109,3392,5612,3778,2499
6477,6236,4687,5631,1444
1288,5375,4626,5240,2226
2191,2047,5827,4346,5772
5559,3267,831,3327,5066
4381,4169,227,2059,5203
5380,2928,3802,3339,3913
2823,1389,3827,5272,1008
907,3062,4932,5693,1775
4294,836,4776,5707,1295
900,2418,435,2367,4821
1504,2966,4171,4586,4043
1151,5652,1347,3249,6282
6165,5021,900,435,2418
2366,1556,5561,3341,1236
4405,3880,5929,2602,2503
6001,53,2942,4401,6165
1218,6636,2226,6169,410
1385,5186,4065,5830,3884
3769,6381,4289,929,4700
4065,2166,2918,-2,-2
2649,2345,1055,6322,4502
1404,2087,1548,2860,4759
1403,2087,6487,1548,2860
4065,5944,-2,-2,-2
2862,1548,2860,2308,4759
3179,6360,294,6577,2595
5899,3113,1077,2226,2546
172,4292,5073,703,6054
1185,4204,3253,3339,1363
6690,6689,6161,2203,3411
3946,4445,5264,2899,3473
732,6162,6324,2097,2935
4126,6249,2593,740,4629
1416,-2,-2,-2,-2
3886,2120,1038,1830,610
1418,4336,6592,4979,5007
366,2946,5244,56,3707
5201,3727,2175,1627,4530
913,2876,4867,32,752
2366,1644,3341,1981,6480
1421,2313,3185,2734,1377
6375,5734,5630,2856,642
2417,383,6163,0,5849
6566,4699,776,6009,1497
6566,4699,776,6009,1497
1729,4984,989,1125,6312
5525,3289,929,2520,1355
5006,4270,4051,1180,3996
5006,5112,3714,4270,6221
4786,4376,2436,4864,3367
3665,5361,1108,425,5159
423,3658,1027,5859,2577
4995,5373,2272,217,2712
2346,5784,511,2270,4379
1437,-2,-2,-2,-2
4396,4422,1436,6124,6270
3887,1554,5390,3451,5413
5390,366,1524,3617,972
5523,3902,2065,4507,5731
6391,2079,6504,4501,1442
5512,2064,4974,3431,5250
6419,1888,3236,6334,6258
6236,3617,3678,4407,1354
5042,5900,6552,1894,3517
4053,1583,3822,1564,5625
4335,5205,48,6635,3142
2908,2301,4934,2988,3646
1160,4419,5557,988,1129
855,5259,6331,1279,2941
846,6560,3643,2456,2769
4430,364,2562,4501,6504
5027,5902,820,2352,4640
4455,6291,3619,5799,2220
4958,355,4340,4703,6178
2279,5496,4438,4136,2032
746,5925,1998,4452,2882
6635,1021,4491,238,1906
1582,835,6653,3047,6176
4519,5023,2855,4281,4365
2637,467,1186,5708,335
2973,4267,2318,5735,6185
3258,4699,6009,2777,1739
1852,5089,267,2341,4463
1466,1053,432,6606,1467
1911,1897,1465,4569,812
5559,3327,2268,4300,6606
5261,5343,1524,4312,4637
4312,5481,5247,2323,4351
-2,-2,-2,-2,-2
1472,4867,1803,6219,6131
1471,295,2910,2717,3532
2369,2916,3724,5892,2166
5408,4566,4626,410,558
2667,123,5894,2106,5717
-2,-2,-2,-2,-2
4989,3969,5854,1544,1297
2431,2334,4878,4110,5078
1582,835,1129,1645,2183
3613,5050,3682,863,3884
900,472,5562,1093,2418
5228,3848,1483,6200,5630
1482,927,6604,2583,1807
3907,732,165,1407,6433
2801,5039,2565,6098,1778
5900,1729,4984,989,4652
1488,2198,1687,4145,6502
846,298,446,6560,1804
344,6103,6329,3164,2183
1860,6534,4335,844,2378
2908,1448,4441,2006,2301
2211,1548,1746,2307,1872
571,5580,2255,2986,2169
3955,1559,5077,2250,5337
3292,1496,886,6114,4292
1495,-2,-2,-2,-2
3258,6566,1426,4699,776
228,3573,4337,3317,6147
446,6499,3619,6118,1100
639,2294,894,2112,4366
4635,2941,6261,4100,1847
3079,4884,6340,5901,4987
5052,1502,4347,4042,1890
4171,4586,2966,1392,4043
6313,910,968,2288,2841
3973,2028,5790,3870,3391
6234,6337,5057,2600,5149
6409,5937,2283,4343,3443
743,1848,6368,4636,3910
2887,3433,5142,258,845
4476,5261,3600,1524,1018
-2,-2,-2,-2,-2
6199,5136,738,2817,4154
3264,1515,3213,685,1640
3264,1514,-2,-2,-2
4572,1341,3094,5897,2712
846,298,446,6560,1804
1186,6204,1461,591,2162
3327,3769,522,5000,6381
846,298,446,6560,1804
4795,424,723,5183,827
2981,5907,3437,848,3415
2593,4193,4126,3021,2459
366,4988,1468,3564,4623
1526,1250,6508,4783,3440
3354,4223,1525,5447,1076
4051,4270,3672,2867,3996
5501,1205,5312,4463,3305
1167,5769,1320,273,5670
1925,1367,1998,3169,4087
948,1446,980,4065,3950
5266,1983,2126,3884,3027
161,4566,5375,657,4626
3420,1201,5118,5281,4876
-2,-2,-2,-2,-2
1545,6651,813,1060,548
284,5630,1245,396,6372
4860,2985,3798,238,366
-2,-2,-2,-2,-2
4968,5569,32,6080,4108
4097,86,6299,2887,440
444,5959,5486,4010,5578
846,298,446,6560,1804
4989,1477,3969,5854,1297
5900,4984,1894,6312,3517
6548,3273,4446,1549,3072
2991,4534,1549,991,1072
2211,2307,1746,1492,2129
533,432,2396,4230,5344
4439,2368,433,6485,6271
6206,2851,138,2410,337
350,2652,5379,4041,3003
3849,4984,1427,2938,4048
2958,1438,1715,6210,5837
3285,1059,3920,4369,1540
1395,2366,505,4643,1236
3663,4107,4284,3936,3706
5703,532,156,417,5620
3955,1494,5077,6336,1191
6595,5706,4187,4383,3176
2985,4860,3798,238,5658
-2,-2,-2,-2,-2
3313,4538,4812,2150,5745
1446,1652,1583,3118,4919
5256,219,410,1774,5432
4516,1,5003,4234,6202
5066,2856,802,2026,6375
2173,6428,5554,3807,5292
2194,5814,2242,4161,4377
399,6315,550,1268,643
846,298,6560,2456,2769
3459,527,424,3084,1800
1831,1764,4283,6442,5605
6062,4929,5477,5993,823
4932,1576,3328,2275,-2
5219,875,3459,1928,4618
4572,1892,1964,2712,5382
2875,3452,3571,4429,656
3420,2057,604,6482,2425
909,1911,5592,2936,1582
5935,6064,4806,6364,4069
1479,835,6176,6653,1459
4053,1446,1772,3822,1564
3588,1962,6006,641,2397
2593,4126,6216,6249,190
6000,5782,150,3151,404
1919,2051,2763,5699,2216
620,2087,4861,2043,463
1997,872,829,2405,1235
66,4742,3290,3741,5645
1196,2816,1590,1360,3741
4387,3965,6669,739,3472
-2,-2,-2,-2,-2
1595,4422,6003,3410,1302
2962,4456,3866,1138,1933
629,972,1600,5327,6553
1600,1090,4065,-2,-2
629,6237,2287,5025,4881
6303,2198,3827,2579,2121
1332,5019,3465,1597,6344
1332,1144,2175,6162,5195
-2,-2,-2,-2,-2
4519,3596,4926,841,5554
5283,1993,5439,1182,1587
5801,6664,2064,2807,3431
631,3505,1361,3662,1287
2663,3103,3756,3171,1243
2189,3216,39,5623,1735
4601,5776,1328,5711,1705
6141,2732,2740,2167,4308
780,951,5155,4755,6641
4197,4055,4937,792,2459
1614,-2,-2,-2,-2
1615,5512,1613,4561,5083
1614,5512,1616,4047,5574
5874,6410,3406,4045,2089
887,5728,5457,423,1508
5548,81,579,3204,2738
244,3661,5463,3005,243
1619,3005,5464,1622,2020
1622,6156,4597,1620,1619
1621,4595,3006,4081,4745
5052,4149,4634,5389,182
5824,4910,3259,2325,5841
4303,5275,2449,4702,3444
4640,6409,876,2324,1508
2175,1419,5201,3727,4530
1777,6351,1498,4312,2840
2061,1144,152,5770,2542
-2,-2,-2,-2,-2
4783,1663,4758,2719,5043
1339,5290,5604,6187,2834
1634,4065,-2,-2,-2
1633,4065,-2,-2,-2
6629,6657,4365,2043,3959
6524,4051,3885,1868,2183
2974,5452,644,6079,1627
4065,-2,-2,-2,-2
5236,938,5709,2270,6588
6276,1326,1719,3062,3537
682,2101,1239,5069,4604
2494,1929,4072,3538,5631
1644,-2,-2,-2,-2
3576,1421,3341,2867,5255
4503,5586,4089,1344,878
1295,4509,5924,4657,1987
1648,821,1256,2823,-2
3632,2564,3872,2752,348
5867,4717,5481,2896,5045
5413,913,1865,1006,921
6016,3,1524,1471,4065
5801,6664,4053,4121,6692
4581,5453,4579,4065,4886
5900,3769,4652,6552,1894
4574,389,2384,6086,6018
4065,-2,-2,-2,-2
5496,285,4852,6586,4468
-2,-2,-2,-2,-2
5981,4366,1971,1378,3036
2305,1021,2602,236,2601
-2,-2,-2,-2,-2
4187,3176,313,1560,473
1631,4948,2440,4783,409
1665,-2,-2,-2,-2
2828,3565,6291,4158,2220
1669,3545,3544,6233,1631
1296,3570,3448,265,24
970,4051,1915,2980,4972
3519,4757,6577,1666,6527
5801,1652,2064,2807,3134
5088,4457,2572,3765,2871
5364,4933,6131,6219,1803
6207,2324,1719,518,1554
2460,2067,3930,1,3713
6400,1236,5173,1833,4135
5703,1677,4570,5826,2819
4141,1987,539,715,1821
4053,6308,3891,3546,6431
4989,1477,2547,1544,1297
3899,579,3204,2738,764
161,3321,5300,1774,4626
-2,-2,-2,-2,-2
1655,4574,389,6399,2384
4517,4123,6671,-2,1024
6509,2761,676,5629,6590
1488,1687,-2,-2,-2
846,298,446,6560,1804
3369,1467,1385,6286,1721
6157,5142,4034,5141,257
153,4828,5656,2213,2529
876,1972,3775,3799,4861
1282,3180,4911,4164,4787
4449,1692,4459,1736,1691
6316,4281,5075,562,5125
3286,6373,5794,6603,4128
2196,3635,237,5698,1169
5867,1649,1038,597,5950
3494,3890,4212,1702,1697
4812,1892,6141,2167,4221
6157,6666,6244,6488,3576
4065,2712,4451,2848,694
1706,118,3072,2947,5260
5544,1478,1704,1776,1697
1717,2004,5157,5544,5160
4657,659,2157,5776,1328
1936,1702,1704,5544,1703
6544,3293,4779,6033,5442
1710,1709,1713,1711,244
1711,1710,1713,1708,1947
1709,1711,1708,1713,4590
1709,4597,5465,1947,1710
4597,5465,3006,4081,4595
1711,1709,1710,1708,247
-2,-2,-2,-2,-2
6210,2132,265,3876,3451
1869,5228,2856,1721,5174
2004,463,826,4573,3775
323,3869,170,3412,2807
4476,5481,1277,4878,3688
1723,-2,-2,-2,-2
5066,1869,2856,802,6375
3509,4873,4270,2703,5593
6106,6013,5270,4736,4898
1207,4269,3345,2333,3087
4405,5929,4450,3296,6331
2491,859,3884,5187,2324
5715,3696,3648,3542,1080
3258,4699,6009,2777,1739
4984,989,1125,3849,318
6051,697,2915,5453,1867
1080,1083,5920,985,6026
2304,3909,6308,5707,5325
609,4128,1996,4692,4736
2615,4845,451,144,2507
5623,3170,4874,2571,3286
1123,4498,559,6252,6002
449,5074,3931,4366,818
3262,806,5960,5845,5215
3258,4699,6009,2777,2143
2817,2224,5695,2475,1364
1742,-2,-2,-2,-2
431,6076,715,4227,2790
4644,105,1792,5838,659
6499,1499,4131,3501,4873
6572,279,585,3568,5292
1548,2211,1872,2276,1492
1548,1511,6590,399,1396
5900,4984,989,4652,6552
3949,5561,5309,1275,120
1880,5390,32,1212,6079
424,1242,1171,5153,3946
5995,5283,4782,4194,4063
3131,545,3549,2054,5153
5709,5236,2321,1639,938
1128,6472,1140,5066,40
2131,1018,2139,1632,1337
4624,5586,4503,1645,1344
1759,-2,-2,-2,-2
1758,1760,1759,5724,5725
1759,5724,5725,2362,5461
5352,1978,2637,818,3370
1455,4958,501,5768,4703
613,2593,3737,4126,6205
1831,4283,1573,2531,2281
2430,4184,2092,4973,2754
4892,4444,2930,3516,2712
5147,1632,2742,5711,6475
5122,4052,1770,1143,4672
1770,-2,-2,-2,-2
1769,1914,5890,3696,3936
1378,2671,2074,3427,4984
894,596,6296,6419,5974
5787,5766,1215,4355,1919
2689,6636,2226,6169,526
1389,5142,1923,3615,1276
3636,1199,2775,715,6608
229,4365,2633,5801,5023
5039,2565,1485,6098,4263
1876,4365,4382,1635,295
610,3140,5950,2120,523
2244,4111,846,298,446
2244,4111,846,298,446
3667,3646,4228,4631,4275
6292,5507,294,2072,415
6187,6383,424,2834,958
1781,4309,4309,940,940
1781,4309,940,6520,3629
3721,5969,3869,6396,3858
792,3071,5859,2723,5613
2218,1450,1179,6087,1200
2435,5527,4822,2133,3923
5235,3244,4497,4417,4000
1796,174,1005,-2,-2
1389,2330,907,4270,440
1796,2043,4836,5505,1635
4442,1795,2043,1635,2045
1799,-2,-2,-2,-2
6530,3054,944,751,5414
5700,3348,5612,4816,2766
3282,2563,344,5219,5813
3209,3669,5555,3086,3050
6175,3269,4735,2906,1956
62,4240,137,2988,6351
2244,4111,846,298,446
2554,5386,2297,4607,4431
4197,138,2781,3390,2410
1808,4065,1032,87,45
1807,-2,-2,-2,-2
4150,4820,2203,6111,1411
3806,3774,2253,5636,3213
1813,1814,1815,4065,2208
1814,-2,-2,-2,-2
1811,4905,1814,5996,5917
1812,1811,1813,2880,4619
5928,3095,3826,5610,790
3327,3769,522,5000,6381
873,2114,165,5671,5908
1820,2381,3072,2947,5260
1820,-2,-2,-2,-2
1819,4065,1352,1407,4970
4865,590,2120,835,3511
1624,2116,1012,5841,5824
1123,4498,559,6252,6002
6197,4502,2345,2768,5912
6343,847,5456,179,1210
1827,1828,-2,-2,-2
1826,1828,-2,-2,-2
181,1111,4197,5956,1548
-2,-2,-2,-2,-2
3886,2120,1416,6518,2245
1764,1573,4283,4416,2222
-2,-2,-2,-2,-2
1966,5934,4135,1675,770
5632,5116,3878,3315,4822
2507,1846,674,530,3098
3258,4699,6009,2777,1739
4634,550,2260,4958,3352
273,1093,5356,1595,6568
-2,-2,-2,-2,-2
5644,4051,4270,2701,5863
3857,194,5615,5078,1780
3672,4772,3045,3885,336
2101,3745,2313,895,2579
846,298,446,6560,1804
6405,5117,5761,4038,434
674,1835,686,3438,5610
4714,3295,2027,3984,4915
743,6368,1509,3216,6398
4800,3735,2492,6331,2571
1849,-2,-2,-2,-2
3227,4928,5879,5676,2657
267,1464,4463,2341,6465
5822,47,424,5435,4285
5042,5900,1894,3517,3384
1574,6411,2497,4166,1146
469,48,4335,5933,3275
1063,3073,4174,2750,1143
782,6438,5936,1876,1479
846,446,6560,1804,3643
4197,2378,3390,4480,4335
3820,5218,6478,3494,4844
1863,-2,-2,-2,-2
2838,788,106,2710,3887
2620,3465,5019,6344,372
5413,913,3526,1650,4377
1117,138,2410,3238,848
2915,2122,4396,422,5179
336,4051,1095,4270,1220
5066,2856,6375,1721,1140
5525,3327,3769,929,4700
6646,4347,4284,4183,5388
2211,1746,1548,2307,2276
6463,4766,2984,3588,2513
2244,4111,846,298,446
6512,1004,5433,3358,5215
5345,3870,2028,3681,51
1878,-2,-2,-2,-2
1877,2644,5534,1104,6040
1172,3917,6583,186,3091
1957,1997,1750,4598,3914
1883,805,2002,315,1424
5006,4270,4051,1180,3996
1881,-2,-2,-2,-2
5006,485,3492,1816,4595
3522,1137,1317,4362,4920
5053,5345,916,1473,431
3274,5040,5895,4147,4188
6334,2485,5801,6292,6419
3786,141,980,6329,6103
1668,5052,2980,4546,2036
4051,4270,3996,2687,5475
4812,2000,1699,2732,1326
1894,4065,5272,2198,821
5900,6552,3517,3384,4233
1224,771,3332,2055,4831
1897,-2,-2,-2,-2
1186,2369,3724,2208,4706
1899,-2,-2,-2,-2
4033,4434,5394,5419,5672
2855,5282,2633,4281,5023
5522,310,3463,6114,1958
2908,1903,4840,3317,2301
1902,-2,-2,-2,-2
6705,2606,5899,5516,3664
2432,4974,6221,451,6696
6635,4335,5205,3142,3956
5630,522,2604,6373,988
6563,5152,4677,2493,2322
77,1876,5040,424,5025
-2,-2,-2,-2,-2
1466,1897,6240,4569,1278
5006,4270,4051,1180,3996
1973,5006,3079,85,1010
1770,5862,6172,6053,2344
4972,2643,1668,1367,3547
4840,2502,5831,1902,5745
4675,2637,2344,5142,591
1920,-2,-2,-2,-2
5699,2543,2144,1215,2561
5449,752,5518,749,5572
47,1853,5822,827,2414
3981,3880,6256,3902,6505
5142,1775,3433,1275,5561
4637,3600,3734,4476,6477
1367,1115,881,6482,6514
5900,1729,4984,4652,1894
1928,-2,-2,-2,-2
3563,5651,5416,343,399
2319,3972,53,4041,55
2213,3626,2766,297,2154
4065,5625,-2,-2,-2
2843,1215,1053,2443,1253
4788,1138,2693,238,6579
5186,2576,492,1974,5828
2712,2280,2127,3093,2260
1706,6208,6048,1935,1472
6208,429,4346,1632,207
2166,-2,-2,-2,-2
1166,152,5770,2542,5971
2588,3982,1478,339,52
4128,4387,157,5936,713
1165,4604,1606,630,5531
1946,1944,687,4065,5768
5542,1943,5565,1946,240
5463,1947,1950,3661,1619
1943,4579,1944,3733,113
1711,1950,1945,2021,3006
-2,-2,-2,-2,-2
-2,-2,-2,-2,-2
1947,1945,247,4081,4745
5418,1161,5991,2159,807
4802,6020,4887,6168,2268
3984,5006,2269,6287,4636
3654,5006,6192,-2,4072
2712,4931,1455,6326,2351
1802,6175,3269,1126,6269
