max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
2929,2930,2931,5555,424
2623,1183,1295,3188,4294
3212,32,2305,940,172
2176,5976,1150,1413,5838
5364,2961,2641,1300,4471
87,3785,5768,4958,5438
5900,4984,989,4652,1894
2938,-2,-2,-2,-2
2212,4212,777,213,3685
5259,1179,855,4668,1450
2233,4853,275,5115,5953
3327,522,4849,4887,3746
5066,1869,2856,802,6375
207,2049,5476,488,4054
5244,4315,56,1418,4984
3072,5260,4475,1818,5843
45,2639,3826,3726,463
4535,4771,4019,5103,1326
2470,4065,-2,-2,-2
2640,2759,2215,5864,1055
1966,5778,2192,1914,312
5096,2106,123,5906,4387
6249,1168,2639,4743,4972
2957,-2,-2,-2,-2
2955,4065,5298,-2,-2
2955,-2,-2,-2,-2
476,1554,3722,4673,1121
2961,-2,-2,-2,-2
5148,4558,6233,1079,4161
2936,1300,2633,6532,3381
1595,1019,1329,5566,2609
2267,5921,5648,3017,6459
3561,3878,4733,5116,2544
4504,6260,5093,2583,6244
1504,1392,4171,4586,4043
5674,4182,182,3873,175
3432,2754,6227,2558,6276
595,4833,398,1928,6164
5909,984,6485,1284,5202
6193,1304,3856,971,5687
2973,-2,-2,-2,-2
8,2318,5558,2972,6262
1637,106,784,6658,6549
5559,3327,6606,1519,5817
2852,5305,4802,6020,2630
5754,3783,3342,5045,3806
3583,420,6373,1645,1085
3583,420,6373,1645,1085
3258,4699,6009,2777,1739
1522,259,3269,3734,5438
2895,4908,401,5733,2177
846,298,446,6560,1804
1093,623,4310,5562,4140
3561,3262,5215,3878,2964
1015,4605,4088,2132,827
6327,3365,2887,3433,257
3511,1448,1803,3646,5222
3993,3835,3141,2781,4297
2918,3005,2501,2694,3009
3227,4005,1851,1547,5515
-2,-2,-2,-2,-2
2994,77,6019,1851,3227
2993,77,76,5101,3654
76,5101,4836,809,2994
3654,5535,765,3535,2991
115,5006,5439,3714,4270
5006,4270,284,4051,1180
4065,6379,-2,-2,-2
4065,-2,-2,-2,-2
113,113,6447,6446,6568
113,3196,5113,767,118
116,350,2906,6175,4735
4557,4988,117,5343,4660
3900,1619,3009,3006,3007
3007,3006,3009,3009,4081
3006,3009,4081,2744,4595
-2,-2,-2,-2,-2
3006,3007,2023,3005,2743
556,2367,907,5693,4180
1255,4418,5390,6437,3919
3175,3018,6186,4584,1171
5363,3972,6506,2890,3152
2722,4161,4108,4377,3873
1590,6036,5645,3290,623
2935,4312,2163,5896,2323
2143,5856,1463,3096,3818
2879,5237,2310,4193,5999
4339,4433,1000,432,2396
6302,2304,3858,5982,3762
4629,1523,4193,1288,5240
5741,3648,5715,5743,1727
-2,-2,-2,-2,-2
3617,2667,1176,3616,123
152,5971,2542,5770,2464
2357,1715,3800,1554,3105
1983,6350,3884,2126,5266
6265,434,357,4800,419
4894,3117,2327,619,1307
846,298,446,6560,1804
3769,642,929,924,2921
610,523,3140,5950,3886
3035,-2,-2,-2,-2
3035,-2,-2,-2,-2
2369,2916,5892,2166,2433
4974,5486,3540,6221,2400
3851,1252,2355,4215,5016
2330,1254,3999,2926,2321
5736,4065,786,4295,993
1959,4831,3332,771,2469
4024,3882,625,3582,2331
6600,2494,5262,1227,5470
820,3045,3613,2717,5716
3045,-2,-2,-2,-2
4772,900,5562,2418,435
3047,-2,-2,-2,-2
1582,835,1459,1479,1645
-2,-2,-2,-2,-2
3429,6367,3842,3262,6117
3669,1998,746,5506,2897
2113,5775,3327,2461,611
1632,5147,2742,5711,4545
290,5403,636,747,3745
5414,944,22,1798,751
4613,671,2299,4659,1226
2347,2789,3305,4100,2602
989,5661,1568,4825,3990
1934,492,5828,1974,5186
5229,2796,3824,4737,6692
972,4984,4500,6553,106
4365,1876,2919,4617,2043
1389,907,5693,3584,1090
3666,3428,2302,6205,-2
2617,3065,3064,5420,5764
3064,-2,-2,-2,-2
1182,5423,752,5449,2664
4761,250,5732,784,4857
6187,2834,5092,2314,901
3667,3646,3846,6335,645
904,2244,4111,298,846
1789,5859,792,2723,5613
2947,5260,4475,1818,5843
2922,1857,1981,5318,4720
2435,5527,5528,4237,5529
4977,664,3892,4836,4827
-2,-2,-2,-2,-2
3078,759,-2,-2,-2
3077,1947,4919,946,4299
5900,1286,4233,4384,1973
509,800,3675,3560,4490
4405,2602,5929,835,5007
6539,547,3625,2731,2365
4010,3372,3937,444,5959
3282,2563,2593,4126,1800
3086,-2,-2,-2,-2
3085,1801,747,2455,4544
1724,1207,4269,3345,2333
3087,2823,2612,778,5272
846,298,446,6560,1804
4657,4306,805,2606,4751
1222,4775,5677,996,923
3091,-2,-2,-2,-2
4371,1935,452,6108,2280
1955,2351,2349,930,2926
5928,1815,2589,3826,790
3258,4699,6009,2777,1739
2234,2084,1289,921,5413
170,530,504,185,3805
380,205,2767,1055,1073
5425,3306,5675,5731,954
5673,875,6209,5006,1213
5673,875,6209,5006,2307
2663,3756,1607,1243,5790
5553,5456,5212,352,6343
5530,3026,6433,1984,2718
3669,-2,-2,-2,-2
5486,798,5323,3222,369
3820,3494,5218,2728,990
164,2549,1646,3732,2054
1161,1863,2223,6062,5909
3327,4849,929,2461,3369
903,6170,3534,1027,6406
1408,1077,3596,219,526
5521,1285,2301,5468,3247
3212,6082,746,5199,5366
5174,3151,1120,834,3111
4894,1307,2327,3029,619
6294,5970,3445,5441,1564
6657,6629,1635,2414,2673
3121,-2,-2,-2,-2
3120,-2,-2,-2,-2
5606,6395,4740,2633,424
2404,368,518,5057,4761
2404,368,518,5057,4761
200,3868,4275,1454,5872
4278,2836,2857,988,5242
1834,5116,3315,4822,5632
3127,-2,-2,-2,-2
2463,5283,6570,2056,94
2624,4497,4976,4461,3419
1753,655,5153,681,1745
6382,6654,975,4311,4377
5799,547,3625,5134,3082
2807,2284,4121,2289,5801
360,2292,692,3929,1196
2781,3835,5980,6247,138
4974,1652,3753,289,1777
3318,3296,987,4450,5782
3138,3140,5869,5951,4816
5950,610,523,3032,2053
3993,6247,2989,4297,3835
536,3345,911,48,4491
2781,5215,3227,2718,403
5894,4040,5526,3884,1042
4040,2513,6619,2802,5526
5234,3027,5165,4795,1868
507,5995,824,3943,2561
3991,5820,3968,133,5919
1974,1189,5881,2629,2082
2070,4474,3908,2426,714
4134,150,3031,4700,6000
1323,2890,5363,1925,2187
5283,1993,3866,6110,2870
4603,6182,2259,1275,6510
4795,6129,6578,1187,424
1114,2691,4496,1837,3352
846,298,446,6560,1804
4065,1897,3797,3587,334
4053,1221,1287,3814,5625
2056,3973,4711,4429,818
503,4740,5917,5169,5023
6193,2971,1304,6346,1092
1998,2773,4062,1170,6079
6329,3500,3538,6103,1489
3586,2149,594,6581,481
1712,147,4597,3006,4081
3168,-2,-2,-2,-2
3265,1234,3559,1263,919
3963,1367,1115,881,6482
2571,5623,6373,1735,4874
441,2822,1607,3103,5023
207,6507,5636,6481,2277
1015,4197,5500,2132,1860
846,446,6560,1804,3643
4450,3296,5836,85,4915
6595,4187,4383,2300,1662
2250,4235,4481,6211,3009
4653,4188,5505,781,2033
818,910,16,1111,968
3186,1692,4787,3185,5723
2723,792,6131,5613,4657
3185,2612,5403,3388,4964
3185,-2,-2,-2,-2
3388,4964,3367,3811,6254
4306,2485,6352,3183,4741
3180,3185,5723,5722,5718
5861,4434,6635,1998,4784
2304,3909,1183,4738,4393
3191,3340,5133,5254,4065
2353,2087,2678,577,620
3189,3190,3194,3193,741
3193,3386,4468,1174,6134
3192,1174,5745,2484,6134
4069,4070,2500,4175,3192
-2,-2,-2,-2,-2
5715,125,113,5722,3002
-2,-2,-2,-2,-2
-2,-2,-2,-2,-2
-2,-2,-2,-2,-2
5718,5729,3484,3485,4263
3488,5726,3196,5545,5547
-2,-2,-2,-2,-2
-2,-2,-2,-2,-2
5548,1680,81,579,2738
3206,4595,5465,3492,4597
3205,6695,3784,-2,-2
3902,2843,1053,2635,3587
4958,87,4340,2470,5438
1801,3050,3275,746,3669
1378,2671,2074,3592,4984
4098,4984,4652,6552,2271
5199,5366,5925,2934,2626
5075,4312,1469,4443,2374
3710,5385,875,158,5219
5900,4984,989,4652,6552
6398,39,3607,482,2562
2029,5312,5894,4815,2140
4158,6020,3671,6043,5066
1521,5534,4628,5327,1466
1254,6568,5697,3473,1412
36,533,2821,2396,5344
5588,3107,375,6012,369
5220,3555,1305,2281,5400
-2,-2,-2,-2,-2
4739,-2,-2,-2,-2
4323,6371,1929,2167,1135
4005,5879,4928,1851,2991
3231,1233,679,2559,674
3231,-2,-2,-2,-2
-2,-2,-2,-2,-2
6694,6688,6594,6185,3229
1210,-2,-2,-2,-2
4659,4149,3504,1736,1823
3235,6585,2382,2823,2262
949,5440,1534,3934,990
6258,1443,3935,4513,2690
1312,4186,2940,213,2068
3671,2944,1721,1869,1140
3241,3240,3245,5069,479
3239,3241,3244,3242,6105
3245,3239,3244,3240,479
3241,3239,3245,3240,3244
3244,-2,-2,-2,-2
1792,6461,3245,62,3243
3241,479,3244,3239,5440
2150,1868,435,900,6523
5521,1285,3114,961,374
887,6405,366,2796,3798
3250,4827,1393,4353,2652
3249,-2,-2,-2,-2
3252,5352,5602,487,4742
3251,4740,6249,5602,3690
3770,2355,1890,1410,1694
6484,1266,4408,169,3898
3899,764,5109,1680,579
6077,3010,2364,4065,6666
-2,-2,-2,-2,-2
4699,6009,2777,1739,2143
4498,5824,4910,2325,1624
170,6692,5801,6664,1605
6208,429,4369,4423,3132
1738,5839,3429,6117,6367
3812,4723,6631,881,6482
1514,1515,4065,-2,-2
1234,3559,1263,919,3371
3265,2823,2585,5272,3827
831,3327,5066,2268,1355
5471,6569,3817,5955,926
6175,1802,4735,1126,2906
2212,3286,5760,799,3170
3265,1234,3559,1263,919
1195,3273,3271,2795,2585
3271,3272,6548,2585,3275
2171,5664,6364,3848,1887
2882,4866,5925,1457,3801
3275,-2,-2,-2,-2
3278,4718,-2,-2,-2
3277,6054,840,904,341
6359,2646,564,6486,5616
136,4645,5044,4226,3797
3282,-2,-2,-2,-2
1800,2563,3084,2593,4126
4065,3284,874,-2,-2
6629,4361,3283,1666,3695
1059,1555,3920,4677,5152
2212,2094,452,6373,3685
6649,6127,1997,4598,1957
3287,5272,-2,-2,-2
3327,5000,929,4700,4887
623,66,6002,4498,4310
4431,2343,1206,3385,981
886,1495,2277,6259,6114
2328,5600,2072,1366,6544
2328,5600,4421,18,2072
208,2027,1847,4714,3984
3138,2269,2027,2492,3175
6173,5644,1996,1138,1692
4065,1019,644,1375,1311
2760,4369,2309,5806,3310
4053,3814,4875,1221,4267
4345,5944,52,1189,5186
6634,5693,4435,2927,4419
2495,325,448,1619,244
900,4821,1391,2418,435
4107,1557,3936,3056,3706
5000,6381,3100,2534,2829
3802,5183,4634,5243,428
4065,784,-2,-2,-2
666,1086,3726,3503,2639
5805,5871,6114,2760,3418
2752,997,348,6046,5486
3564,2006,5078,5335,4674
2355,3851,4215,3037,1563
4579,2011,4359,1995,3844
1834,5632,5116,4822,3878
2517,6192,686,1697,3873
4337,228,1498,2080,3095
3138,4800,2027,987,1238
4122,3351,4306,6337,5057
4306,3301,6682,2485,4741
5891,5300,161,3664,4566
3323,6220,1104,461,6523
1162,2230,6055,4178,4796
3718,798,1342,3759,3328
-2,-2,-2,-2,-2
947,6147,2120,2012,6019
3769,522,5000,6381,4289
1780,5261,1478,3410,560
1799,3348,5700,4816,5612
5706,4187,4383,2300,1662
4985,3290,2074,3741,2112
4503,2469,771,1959,4831
3334,3315,5279,2823,873
2056,2288,1149,812,94
3336,1326,2717,1945,3778
3335,393,4208,4080,1723
4065,766,4299,-2,-2
2010,5272,5313,5179,4133
5380,2847,6306,3802,1387
4984,4873,4498,5946,3189
2867,1395,1236,2366,1421
364,2977,4050,5059,5045
3011,4548,3919,160,4054
1868,6434,6486,5051,4722
1724,3087,1207,4269,2333
3345,3347,2422,2795,-2
6241,2845,88,4813,4189
5700,5612,2766,1799,6270
1746,1548,1267,4644,5838
4187,1268,145,1560,399
5057,3508,3840,6337,3319
4958,1837,4634,1455,2260
3391,4223,3951,3354,1076
1526,4223,3391,5447,1076
5738,5980,6301,3390,4480
728,3846,3321,4921,3987
784,423,2304,3909,2150
818,6498,4700,4778,910
4445,273,6049,5009,3927
4418,5390,2047,1255,3887
5602,6249,2459,4416,4412
5932,6169,6291,5575,5301
2620,1864,4977,4864,4846
3036,4090,6221,2400,3407
2887,2987,6327,3433,360
2892,3588,1366,4162,2714
3368,3184,3390,1431,4786
3367,3390,3184,561,3698
5559,3267,831,3327,5066
2637,3934,1761,1105,1978
3265,1234,3559,1263,919
3083,4010,444,5959,1542
5006,5141,257,4270,5231
1213,5006,4270,2211,3332
258,5142,129,4011,4713
6618,6689,6690,2995,6161
363,4735,696,2617,4893
3383,3385,721,2958,683
568,197,191,6146,4869
3381,5689,4368,2780,6283
5833,6532,2577,376,4471
1140,543,2808,68,4091
5671,3275,5908,237,1696
1894,5269,1854,148,4564
1206,5175,981,5684,5517
3192,1761,6492,5605,205
4946,2489,3184,4964,5142
3184,4964,3811,6254,6494
4824,-2,-2,-2,-2
1860,4088,4197,1015,4480
4223,3353,3354,4617,1526
4545,3891,5078,4109,4717
2256,4751,1019,492,3401
1552,3351,5057,4041,3313
3396,3401,3392,4065,3393
894,4323,5079,6088,6296
5915,1350,1353,4367,2688
3397,766,2152,1816,-2
846,298,446,3089,1804
4834,5127,989,3717,3988
4365,2043,1635,6657,6629
2543,5699,3960,2144,6633
265,502,4310,5562,6207
2369,2916,5892,2166,2433
6412,5523,3406,1582,3049
3405,5874,1616,4045,1214
4974,3036,5486,3540,6221
1214,5584,2517,1310,6388
4834,4500,5387,4418,5354
3366,3328,3275,2394,1594
1411,6689,5489,2607,4325
3558,5371,6095,6465,5231
1389,907,4180,1090,1172
-2,-2,-2,-2,-2
1868,1426,3437,1479,5897
6029,5072,3610,1673,2198
2800,1343,1164,2710,5668
5805,5871,3310,6114,2760
4461,2624,4497,6031,4976
2057,1201,1534,2753,1579
-2,-2,-2,-2,-2
138,48,424,6423,5960
2572,4396,2609,4308,2665
3839,1113,2665,1091,4396
3786,421,3698,3875,4003
2633,5917,4281,4740,2217
1378,3331,5192,4173,4985
4917,569,4844,3429,5697
3049,3262,6367,5839,5215
3391,3951,4617,1189,52
5801,6664,2064,2807,1652
6276,2968,6227,4738,5514
1510,5142,5561,4610,916
3433,-2,-2,-2,-2
2126,5266,1532,3027,1983
24,332,3368,1091,4206
5075,2901,1694,1522,1868
5438,87,158,3710,3214
6091,6627,5448,2547,2986
3441,6508,4783,5294,1525
5492,565,6038,6172,2715
846,298,446,6560,3643
4556,925,2049,2277,6507
4303,1625,2449,5275,4702
5441,5375,229,3617,3321
3447,5335,4290,1143,3273
3446,2166,-2,-2,-2
1667,6207,3570,265,1296
3998,4638,3939,2647,877
1390,6507,207,6368,3172
6210,265,1715,1554,1438
2479,4788,6578,396,424
3454,2536,2198,6502,5644
846,298,446,6560,1804
846,298,446,6560,1804
846,298,446,6560,1804
6593,3882,2101,1092,1781
5264,5963,3836,4966,5323
4187,3176,313,3541,473
3459,1089,1081,-2,-2
423,2150,1788,3357,4492
3463,-2,-2,-2,-2
5863,1901,3462,4051,344
4735,2906,572,2617,2065
5019,6344,372,1864,2565
1285,5148,5875,4417,6455
5577,4210,314,807,2882
3469,6650,2430,-2,-2
4984,4652,813,801,6377
1207,3345,2333,1389,27
3472,3759,2394,3279,6620
3473,1592,3471,5646,1058
6486,2305,2876,3470,6049
1319,5545,5945,5768,5241
4813,6241,4189,88,6692
1321,4294,4776,836,2250
2249,4922,3476,4454,1321
3995,2210,4412,4416,2249
2463,3129,6270,6227,876
3976,1548,574,1224,5357
6012,3926,-2,-2,-2
3190,3119,2675,575,2674
3484,4771,2089,2459,4535
3483,6410,3200,5729,2531
2106,5717,3487,123,2667
3487,-2,-2,-2,-2
3190,3119,3486,3485,2675
3201,3490,3489,3254,3254
3490,3254,3898,5544,3485
3489,3254,3898,2361,1096
5548,81,579,3204,2738
4745,5465,4081,4597,4595
-2,-2,-2,-2,-2
218,1861,3108,1698,4844
3327,5066,3769,522,4278
3151,2570,5755,670,4134
5515,2185,6350,3854,4123
1261,470,4295,2167,2319
160,5616,3553,6486,2305
3710,6648,344,6329,875
446,6499,1339,1499,4873
1635,3161,1526,4357,3690
666,1086,3726,3826,3309
3233,4149,4659,1736,1823
3662,2058,6637,3634,5400
5540,5539,670,3840,1304
3508,5383,5019,3465,6344
252,2239,633,6656,3507
1722,4873,1156,5969,5034
1174,3620,4129,404,6318
4865,4472,3646,2988,5222
5345,5053,5254,3179,1196
-2,-2,-2,-2,-2
3909,2304,4393,5924,4294
2364,5207,-2,-2,-2
4892,5333,1766,2351,4444
5042,5900,6552,1894,4233
3517,1721,2535,3181,4525
1669,6577,4757,5120,1582
4337,228,2080,2645,5957
5006,4270,4051,1180,3996
1137,1885,1317,2481,4590
89,5006,6477,3304,2638
4824,1973,5006,3079,85
5335,4290,1999,1143,3273
913,5413,921,1865,1006
4954,6405,5761,419,3789
1249,1389,6086,389,3748
4029,4019,2884,3872,4121
4972,2643,2166,916,1925
181,3532,336,1220,970
3531,2072,1027,1472,6003
4974,-2,-2,-2,-2
4771,3112,5850,1887,2385
1526,2548,1326,2888,1995
3676,5509,717,5000,5066
3984,2196,890,4311,3723
875,3500,6329,3164,5219
5689,1254,4477,6280,4808
3036,4366,4090,5981,3407
4671,2886,3459,145,473
2828,3565,6291,1665,3749
5801,2064,1652,2284,1605
2374,2840,4443,5364,6219
3849,4201,4984,989,1486
3149,4053,3547,6308,3544
373,1915,1668,3530,2643
4809,4670,4748,5982,25
3951,3391,1753,6350,6647
6357,2794,1654,4028,5242
1423,5988,3100,6174,4670
527,5813,3734,3688,2917
160,5616,3499,3807,2305
4987,2101,625,3391,6233
5220,3223,2515,3714,4932
6210,2330,4881,3553,998
632,2111,4911,3445,2598
6569,2916,1197,5231,5972
3265,1234,1263,919,3371
509,4490,800,3675,5925
2964,2985,5116,5254,4733
5383,1128,2187,6506,3013
5885,344,5651,5965,5416
5343,3312,1524,4988,3734
2828,1665,3542,5066,4890
-2,-2,-2,-2,-2
6010,4349,1473,1886,5415
2533,5292,1745,5919,5248
1725,4405,5929,3568,1032
1296,6207,1667,3448,4726
656,2875,4429,1269,1578
3617,4810,153,5486,4974
4337,1498,3520,2301,228
2744,243,1619,4715,4774
3916,638,4751,538,5217
1981,6488,2858,5992,5255
6000,365,160,4229,6208
6503,1426,1222,1200,4775
1301,797,6466,400,5963
5960,2751,1142,3422,2693
318,3580,147,-2,-2
3882,4024,625,2331,3041
6373,2979,420,2515,4932
1389,907,5693,3062,1960
1567,4251,5114,6347,155
594,2875,3165,4429,1724
4199,6565,4386,4815,5443
3366,1254,4899,2414,2290
846,298,446,6560,1804
4000,5235,4277,1792,4497
4281,2413,4740,2633,5023
3125,3868,4275,4228,200
686,183,5083,3548,4065
4051,1180,4270,3996,6524
6671,3561,6259,4548,4996
5256,1077,2226,526,3113
6158,4542,3663,589,4107
4988,6465,6096,162,3734
2756,4790,2459,2593,1308
5261,4476,1277,4637,4312
5447,5894,2100,3937,4999
3603,4621,629,1598,148
3602,6529,5566,4621,3896
5612,6053,3348,1799,6052
3887,4346,2047,5848,1880
1092,1646,5304,2320,4469
39,6398,3216,482,5623
6268,6209,6643,5988,4898
6169,410,526,3321,2689
3609,2165,5777,793,174
3609,6697,6682,4065,3231
6039,6245,449,5555,4121
1480,5050,3682,863,4509
869,4437,4612,59,212
5142,1775,2887,1798,258
5743,3024,6466,3617,2501
5801,3678,6477,6236,772
6525,4039,5944,3705,2112
846,298,446,6560,1804
3510,4086,4129,685,6318
2305,2548,1194,4968,6486
185,3623,2635,2964,3621
3624,5555,4495,3622,2517
3623,4065,6220,2100,-2
547,3082,3133,404,2365
2281,2531,1831,5400,6442
4140,502,2132,581,2121
2341,5089,1852,267,4463
5261,1018,4312,5867,5343
4369,5964,3855,829,2722
4501,6504,6174,2562,364
2564,5486,2752,348,1648
3697,2470,2226,2867,1236
6637,2058,3505,3662,4175
237,5698,1696,1169,4733
1776,1199,2775,5400,715
129,5774,486,3375,5329
3637,-2,-2,-2,-2
6094,1083,1182,6106,5524
2519,369,4238,2163,3641
868,24,6074,3792,2378
4634,8,688,1352,1995
846,298,446,6560,1804
3645,3072,2947,5260,4475
5262,3644,2494,3647,3708
3511,4472,851,5847,4865
3646,3909,3645,5999,1390
5741,3022,3542,5743,1727
5272,2010,5715,3766,2501
-2,-2,-2,-2,-2
5352,5262,1761,3244,3240
6655,2551,685,4413,5271
3654,5529,5527,5528,3185
3653,5529,5527,5528,2996
6427,5609,2519,285,1657
-2,-2,-2,-2,-2
1026,1548,1027,1703,3658
2872,1027,2577,5544,1433
1932,1027,3658,2674,574
4744,2019,1030,580,5462
5463,1619,5549,3900,2020
3505,6637,3634,2058,5400
4542,3936,6223,1557,3597
2689,6169,410,526,1398
1432,6214,5046,286,5361
916,2139,3512,4984,3669
2722,3014,4377,4108,3873
846,298,446,6560,1804
3050,5506,800,4848,4490
5076,449,3397,541,5915
5066,1869,2856,6375,1721
970,2567,336,1527,1842
1352,4826,2888,6694,6688
4984,3079,860,4648,2377
509,800,3560,4490,5506
3369,5000,3536,5251,6381
4227,2790,3387,4578,6413
6440,4407,6477,6236,772
6289,2247,770,1966,5934
5972,2188,-2,-2,-2
440,51,86,5345,1876
863,2252,3613,5050,1480
2150,900,2418,1868,435
4091,5174,3983,6020,6375
2212,4212,777,213,2094
4065,2284,-2,-2,-2
2312,4518,2442,4481,1194
5481,3734,3552,1649,2896
2190,1224,22,1919,874
6249,5352,5602,4742,2756
2310,3018,3010,6230,5032
3963,1925,916,2369,3169
6104,489,5686,45,849
3693,-2,-2,-2,-2
3697,3699,3696,4826,3072
1080,1727,6523,4681,1217
2470,3633,6400,1236,2867
125,1691,3875,4003,3904
5627,864,1226,5971,1868
4861,4365,268,386,6629
3702,3700,3834,3798,-2
3701,3700,6102,2168,2335
5783,974,371,914,3584
5569,1504,4105,5361,3309
4039,5944,596,6525,3618
4542,3936,6223,3597,589
6284,799,1418,56,5348
2851,337,3709,1311,6067
3708,387,2022,1062,164
5385,6648,3214,875,3500
2132,2181,4043,3765,3840
6363,4198,6401,5276,5915
1548,1872,2276,5289,424
5608,5142,915,258,5141
829,5852,2766,2926,4782
4418,4983,5169,2581,2313
1248,2486,3938,1048,2156
4271,4296,1231,3872,2395
3717,-2,-2,-2,-2
3530,916,6203,4972,2275
5969,1788,6396,3869,3858
4158,3619,2244,6560,4270
3984,2196,890,3537,4311
5554,916,2916,2166,1473
4199,6565,4386,1357,1279
45,1086,3826,3503,666
2175,1419,5201,1627,4530
1991,4197,6367,3842,2985
4065,2277,3543,3683,3762
6088,6218,4299,5550,5690
1863,2710,843,1765,4184
164,2549,3109,1646,2054
3734,1946,113,2618,6614
3552,3688,1277,1924,3564
1849,5836,3138,1238,3296
2914,2253,4115,2290,5314
1763,613,4074,6442,4283
3739,762,-2,1024,4462
-2,3738,762,4072,1024
5553,5435,4769,2953,152
5583,4985,6002,623,1590
4984,4200,3079,2853,6340
3744,3935,2690,2361,5287
3743,5324,4496,171,1114
895,1843,3053,196,2866
3327,4700,3111,2268,2943
6079,1996,3955,6603,3187
1655,4574,389,6399,2384
377,6539,2,1100,5872
5228,6605,3848,2474,26
3750,6604,2612,6403,2069
3872,2395,2564,3632,2752
5468,6431,659,3778,3617
4629,2593,190,6249,4038
6334,5801,5486,5920,5773
3103,2663,1243,1607,5790
39,3714,1306,2515,6373
4051,3996,3174,3531,5052
4281,4357,4861,2633,5917
2528,697,5839,5215,536
3781,4835,600,1037,850
1094,5094,3991,5993,442
4984,6312,4201,1486,1427
937,3859,6704,856,113
4194,1113,2299,1113,4511
4194,1113,2299,108,4511
4065,5670,4195,-2,-2
531,4885,6616,466,1000
3327,6381,4289,5734,4849
1481,3233,4498,5824,4984
-2,-2,-2,-2,-2
396,3452,5356,4788,2875
4065,902,-2,-2,-2
5636,207,2253,1810,6507
1972,876,1691,1717,5078
2457,6160,2505,4782,4842
141,303,-2,-2,-2
3753,71,995,849,6608
887,4875,3300,6279,2529
5796,4187,2209,3459,3350
6115,2337,143,4836,3761
4504,6244,6260,2583,2965
2977,3347,5919,591,2144
373,3547,5339,4327,6562
344,943,875,2937,87
141,5596,13,4622,495
-2,-2,-2,-2,-2
3782,1933,1138,3087,1414
5761,6405,4954,1265,4319
3791,224,1198,6220,4453
2819,6018,3790,4574,2476
2988,2102,3641,2120,24
5249,5916,5906,502,2847
6374,4716,865,6408,6547
3796,-2,-2,-2,-2
3795,992,3699,1868,5649
6096,6569,6095,6465,5371
1561,5658,5518,4860,749
6629,463,5054,3700,1086
1110,4110,4878,2588,4859
5925,800,4452,3212,1998
392,31,3862,1567,2026
-2,-2,-2,-2,-2
539,5379,339,5985,4870
3975,170,530,3098,504
2774,4265,1810,1500,2398
6428,6486,4273,160,5616
3807,2823,3088,2069,-2
4919,3872,4307,4321,3529
3938,3717,1379,508,1048
3938,3717,1379,508,1048
916,3263,4723,4610,5053
5094,3991,5488,5820,710
4267,4053,1221,3822,6046
2457,6160,2131,4379,3760
831,522,5301,5593,5792
6569,5955,6663,5855,5231
3258,4699,6009,2777,1739
3818,-2,-2,-2,-2
3108,618,1861,3821,5218
3820,-2,-2,-2,-2
4053,1221,1652,3814,5801
2464,3988,5011,3306,2370
5229,4740,3825,4053,3161
5323,5023,4281,4740,2633
666,1086,2639,3726,2948
667,3826,2198,1008,6303
1348,6547,6002,4498,6252
2599,6292,526,6169,1077
3831,-2,-2,-2,-2
846,298,446,1804,3643
141,1810,3774,562,6675
4558,3867,4662,5968,5688
916,1364,3035,4610,5972
6247,6301,5980,1853,3136
4980,5323,5264,5963,5207
5106,-2,-2,-2,-2
1091,1113,3765,2665,2989
3786,3424,5158,5453,2122
252,2239,3508,3351,1358
6596,4266,15,5445,667
3049,3262,5215,6367,3429
1474,4751,382,1352,2604
3391,3951,3058,4984,1138
3846,2069,2603,2823,-2
3609,5196,4455,6291,4962
5352,979,974,744,1271
5066,1869,2856,3769,802
5900,1729,4984,989,4652
2705,6443,99,103,4040
2355,3037,4215,5016,6068
2427,2544,3548,4809,4733
3854,3497,647,3855,2786
1983,6350,2751,647,2185
2722,5964,829,3630,1589
846,298,446,6560,1804
194,1841,5615,5833,2699
6396,5485,4978,5020,6070
937,3764,6704,856,113
4093,2445,2060,3030,5627
6527,6270,4565,5605,4231
3802,5456,6343,6300,352
6331,1200,1450,890,370
5318,1511,2620,1106,1864
6308,1732,3909,2304,5707
6110,2870,5283,1993,3153
4558,4662,5254,5138,3833
200,3125,4275,521,4228
6309,4345,3431,276,2566
1876,2028,1060,5922,1111
380,6089,205,5654,6490
2395,2752,4019,1648,4029
4968,3014,2722,4108,4161
4294,1295,5597,5455,2250
4003,3698,6047,6548,3367
1715,6210,2330,265,2132
-2,-2,-2,-2,-2
1834,2964,5632,5116,4822
5699,6024,938,2275,437
4405,5901,2602,1396,2503
2638,4302,5095,438,2083
625,4024,2331,3582,3041
2730,840,1244,6693,6694
1983,5266,1532,3027,1480
336,1220,1095,1129,4051
1830,1416,1038,2120,5503
4418,5390,2047,1438,4346
4051,900,970,2418,435
1450,6331,5230,1279,6340
4412,3361,995,2645,6132
4545,4717,3392,5045,4096
664,62,4277,4497,3590
3886,5095,3894,3898,2739
3893,3898,2739,2733,2741
4130,4812,1892,2167,4771
3897,5002,3898,2739,2733
3896,3898,2739,2741,2733
2739,2733,2741,3254,3900
1680,579,3255,764,5109
244,3005,1619,3661,5463
3083,3807,4010,4752,4198
4199,3587,6565,4815,1357
6646,1863,3887,5390,4834
4731,3698,4003,6548,5601
5691,450,6281,5392,5319
2604,5115,382,1474,6335
